"first_character","second_character","Cue","left_categ","centleft_categ","centright_categ","right_categ","corr_ans","trial_cond","switch_cond","cuedCharacter","obj_category","image","participant","task_resp.keys","task_resp.corr","task_resp.rt","response","respCat","P_O_S1","P_O_S2","P_O_S3","P_O_S4","Prob","accuracy","surprise","entropy","PS_pre1","PS_pre2","PS_pre3","PS_pre4","PS_post1","PS_post2","PS_post3","PS_post4"
"stimuli/m2.jpg","stimuli/m5.jpg",2,"stimuli/Electronic device & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png","stimuli/Outdoor activity & sport item.png",2,0,2,"stimuli/m5.jpg","Kitchen & utensil","stimuli/objects/travelmug.jpg",1,1,0,1.175,1,"Electronic device & accessory",NA,NA,NA,NA,0.25,0,0.00274661990952442,1.38354774121037,0.25,0.25,0.25,0.25,0.218382734204093,0.260539088598636,0.260539088598636,0.260539088598636
"stimuli/m2.jpg","stimuli/m5.jpg",1,"stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png",2,1,2,"stimuli/m2.jpg","Outdoor activity & sport item","stimuli/objects/swimgoggles.jpg",1,2,1,0.518,2,"Outdoor activity & sport item",NA,NA,NA,NA,0.25,1,0.00308895442742184,1.38320540669247,0.25,0.25,0.25,0.25,0.238490515594359,0.284528453216923,0.238490515594359,0.238490515594359
"stimuli/m2.jpg","stimuli/m5.jpg",2,"stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png",3,0,2,"stimuli/m5.jpg","Outdoor activity & sport item","stimuli/objects/outdoorheater.jpg",1,4,0,1.1,4,"Kitchen & utensil",NA,NA,NA,NA,0.255901889615236,0,0.00279305671942883,1.38362277076305,0.232294331154292,0.255901889615236,0.255901889615236,0.255901889615236,0.242328180391635,0.266955456730676,0.266955456730676,0.223760906147013
"stimuli/m2.jpg","stimuli/m5.jpg",2,"stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png","stimuli/Electronic device & accessory.png","stimuli/Outdoor activity & sport item.png",2,1,2,"stimuli/m5.jpg","Hand labour tool & accessory","stimuli/objects/adjustablewrench01b.jpg",1,2,1,0.913,2,"Hand labour tool & accessory",NA,NA,NA,NA,0.235306107442327,1,0.0031583416832406,1.38056376989721,0.245703781019315,0.259495055769179,0.259495055769179,0.235306107442327,0.233982959184547,0.294819406428693,0.247116347948501,0.224081286438259
"stimuli/m2.jpg","stimuli/m5.jpg",1,"stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png","stimuli/Electronic device & accessory.png","stimuli/Outdoor activity & sport item.png",3,0,2,"stimuli/m2.jpg","Electronic device & accessory","stimuli/objects/phonejack.jpg",1,4,0,1.059,4,"Outdoor activity & sport item",NA,NA,NA,NA,0.243554688732841,0,0.00269488269175786,1.38150708872821,0.243554688732841,0.269335933801477,0.243554688732841,0.243554688732841,0.253546501188485,0.280385419861924,0.253546501188485,0.212521577761106
"stimuli/m5.jpg","stimuli/m2.jpg",2,"stimuli/Hand labour tool & accessory.png","stimuli/Electronic device & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png",4,1,2,"stimuli/m2.jpg","Outdoor activity & sport item","stimuli/objects/patioumbrella.jpg",1,1,0,1.119,1,"Hand labour tool & accessory",NA,NA,NA,NA,0.229012083546219,0,0.00276234665983032,1.38231623366052,0.251986040665552,0.267015835122677,0.251986040665552,0.229012083546219,0.220191343573647,0.278365473041228,0.26269682986189,0.238746353523235
"stimuli/m5.jpg","stimuli/m2.jpg",1,"stimuli/Electronic device & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png",1,0,2,"stimuli/m5.jpg","Electronic device & accessory","stimuli/objects/wire.jpg",1,4,0,1.041,4,"Hand labour tool & accessory",NA,NA,NA,NA,0.235485520405425,0,0.00262860963588899,1.37940693602175,0.241030457143346,0.275098867600068,0.248385154851161,0.235485520405425,0.250578129989881,0.285996054700102,0.258224161201484,0.205201654108532
"stimuli/m2.jpg","stimuli/m5.jpg",2,"stimuli/Electronic device & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png",2,0,2,"stimuli/m5.jpg","Kitchen & utensil","stimuli/objects/cowbell.jpg",1,1,0,1.104,1,"Electronic device & accessory",NA,NA,NA,NA,0.254605530272831,0,0.00274919052693184,1.38137246798492,0.250323752794334,0.270157790632057,0.254605530272831,0.224912926300778,0.218677480534615,0.281562029498226,0.265353257654987,0.234407232312173
"stimuli/m5.jpg","stimuli/m2.jpg",2,"stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png",1,1,2,"stimuli/m2.jpg","Outdoor activity & sport item","stimuli/objects/baseball01a.jpg",1,1,1,0.738,1,"Outdoor activity & sport item",NA,NA,NA,NA,0.233307152401242,1,0.002958939140242,1.38512254928797,0.233307152401242,0.265884664903088,0.257110224722658,0.243697957973012,0.266348853721178,0.254425993140603,0.246029699740334,0.233195453397885
"stimuli/m2.jpg","stimuli/m5.jpg",1,"stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png",4,1,2,"stimuli/m2.jpg","Outdoor activity & sport item","stimuli/objects/bikehelmet.jpg",1,4,1,0.978,4,"Outdoor activity & sport item",NA,NA,NA,NA,0.25915535808386,1,0.00301692302037113,1.38462944456844,0.25915535808386,0.252478556158738,0.247776631854587,0.240589453902816,0.247653555693902,0.241273082800553,0.236779838743643,0.274293522761902
