"simC","fitC","simGamma","fitGamma","BIC"
NA,NA,NA,NA,NA
0,0,0.1,0.1,103.845563509436
0,0,0.122222222222222,0.128297148975878,121.342927313475
0,0.00333362005775782,0.144444444444444,0.157340199302846,152.872172112816
0,0,0.166666666666667,0.207409173849544,163.875130730543
0,0.0048750154869301,0.188888888888889,0.196312405640154,172.238803451249
0,0.00828434370427812,0.211111111111111,0.216302428966616,181.410967572394
0,0.00598409002794083,0.233333333333333,0.197830748432563,174.692953856992
0,8.85253754228711e-05,0.255555555555556,0.209665782279121,170.921071329065
0,0.00109077264234701,0.277777777777778,0.3,212.786448374975
0,0.00642834686578749,0.3,0.265852686602273,194.164307538833
0.111111111111111,0.119452500422054,0.1,0.115721779910803,198.03364550017
0.111111111111111,0.123083842548652,0.122222222222222,0.144485918625416,212.746611539816
0.111111111111111,0.12151221297435,0.144444444444444,0.16793585858245,230.18052651769
0.111111111111111,0.166035293475284,0.166666666666667,0.1,243.855368584636
0.111111111111111,0.0846499769494766,0.188888888888889,0.179071328231232,212.025175273869
0.111111111111111,0.114015843364066,0.211111111111111,0.164005190385906,225.675317727898
0.111111111111111,0.140614565053554,0.233333333333333,0.165544498835003,249.491217935782
0.111111111111111,0.0871247099052942,0.255555555555556,0.267324369222205,248.110499355687
0.111111111111111,0.0923172372022909,0.277777777777778,0.235696501721312,245.903432252681
0.111111111111111,0.0790008271792668,0.3,0.3,253.512126251975
0.222222222222222,0.187222899002233,0.1,0.3,273.266497813577
0.222222222222222,0.226469988829855,0.122222222222222,0.1,273.662777471716
0.222222222222222,0.18014194928423,0.144444444444444,0.23122577670153,271.307048798445
0.222222222222222,0.281136421906568,0.166666666666667,0.1,273.495977674523
0.222222222222222,0.174424144632161,0.188888888888889,0.3,272.849642108463
0.222222222222222,0.212318231491289,0.211111111111111,0.3,274.697749225289
0.222222222222222,0.23132404754756,0.233333333333333,0.161804134959884,274.827644814536
0.222222222222222,0.2533404341054,0.255555555555556,0.3,275.293191572354
0.222222222222222,0.31164076937657,0.277777777777778,0.3,274.403042452663
0.222222222222222,0.236426601633791,0.3,0.3,275.224667156497
0.333333333333333,0.343881984634636,0.1,0.1,247.626396496772
0.333333333333333,0.341360214056793,0.122222222222222,0.136596589714395,262.661157326777
0.333333333333333,0.281659305034268,0.144444444444444,0.183911865830343,274.686988194621
0.333333333333333,0.461397490253144,0.166666666666667,0.273493577811454,261.070750360984
0.333333333333333,0.372759069640134,0.188888888888889,0.180223547550905,257.744718733504
0.333333333333333,0.267592481372377,0.211111111111111,0.1,274.607200885617
0.333333333333333,0.425560264943931,0.233333333333333,0.3,268.761436318536
0.333333333333333,0.372883774352475,0.255555555555556,0.3,271.081387402979
0.333333333333333,0.258407060463552,0.277777777777778,0.3,275.273993957673
0.333333333333333,0.31580233258389,0.3,0.112472696321464,264.926140113913
0.444444444444444,0.553405192449597,0.1,0.124972010974776,211.723588871866
0.444444444444444,0.370490582031054,0.122222222222222,0.1,243.322424159233
0.444444444444444,0.514207924843429,0.144444444444444,0.180461585221102,237.125085978077
0.444444444444444,0.695634401752269,0.166666666666667,0.294223157726346,251.275258437998
0.444444444444444,0.487376169956476,0.188888888888889,0.3,262.727216087453
0.444444444444444,0.430295870846111,0.211111111111111,0.249336795149574,261.302248868613
0.444444444444444,0.328625399960354,0.233333333333333,0.109493872721064,263.109813718535
0.444444444444444,0.356227333214406,0.255555555555556,0.1,239.884290952328
0.444444444444444,0.400331391458678,0.277777777777778,0.261719181533788,266.121408068915
0.444444444444444,0.557497298058192,0.3,0.3,259.289074502062
0.555555555555556,0.533922586181825,0.1,0.11412931662585,213.838729130326
0.555555555555556,0.500994511183497,0.122222222222222,0.113652063679046,230.256303326083
0.555555555555556,0.645775164133477,0.144444444444444,0.151163974179993,216.091583221591
0.555555555555556,0.8040344404647,0.166666666666667,0.182961681827095,215.431113195475
0.555555555555556,0.595239108693892,0.188888888888889,0.151389793297103,218.656588477198
0.555555555555556,0.46385132688813,0.211111111111111,0.3,266.741495237078
0.555555555555556,0.679090672964545,0.233333333333333,0.213200874947699,229.338325411618
0.555555555555556,0.482015290296476,0.255555555555556,0.258878461305589,257.504080810373
0.555555555555556,0.644716097916426,0.277777777777778,0.3,257.442277055202
0.555555555555556,0.779736687620817,0.3,0.291161543494931,235.659276141172
0.666666666666667,0.587251074963783,0.1,0.1,167.918178135968
0.666666666666667,0.671757685940204,0.122222222222222,0.109394057402892,206.653421669545
0.666666666666667,0.520389179733583,0.144444444444444,0.167484092815772,237.122561947496
0.666666666666667,0.768554559029338,0.166666666666667,0.160287948091991,218.745970937235
0.666666666666667,0.481877373780073,0.188888888888889,0.113208595176666,211.025478167812
0.666666666666667,0.507927390797699,0.211111111111111,0.149187424678084,235.177310282824
0.666666666666667,0.6876094730696,0.233333333333333,0.203703821613824,237.094576181975
0.666666666666667,0.578393347390579,0.255555555555556,0.290921135617325,257.209178872314
0.666666666666667,0.803083059219899,0.277777777777778,0.256653437808178,237.532258303354
0.666666666666667,0.664800261879444,0.3,0.247026597049917,242.934022197552
0.777777777777778,0.719552397133722,0.1,0.1,160.182529449191
0.777777777777778,0.775703211241343,0.122222222222222,0.1,186.924679773984
0.777777777777778,0.93519792080678,0.144444444444444,0.1,164.399858123499
0.777777777777778,0.793723631831808,0.166666666666667,0.140125601065347,197.733186490014
0.777777777777778,0.807817482229172,0.188888888888889,0.17043662816687,207.121203649023
0.777777777777778,0.849530825905945,0.211111111111111,0.204101319465986,202.262319909514
0.777777777777778,0.461719182343686,0.233333333333333,0.146674419086173,237.45881003038
0.777777777777778,0.646534703312119,0.255555555555556,0.219515805575792,221.600186608646
0.777777777777778,0.74214976658577,0.277777777777778,0.250208580124075,234.553200260546
0.777777777777778,0.694832680488221,0.3,0.3,255.581129397348
0.888888888888889,0.936034157174095,0.1,0.1,169.310446589517
0.888888888888889,0.796148867069491,0.122222222222222,0.134337658067751,192.919056774163
0.888888888888889,0.862986565458141,0.144444444444444,0.160206889744734,211.619460454728
0.888888888888889,0.944147529059486,0.166666666666667,0.201517391030638,199.587583755475
0.888888888888889,0.977986729681072,0.188888888888889,0.167925780530917,188.305548248487
0.888888888888889,1,0.211111111111111,0.271232573442635,202.185675970552
0.888888888888889,0.942678463031492,0.233333333333333,0.213224916785384,206.027914308394
0.888888888888889,0.86444712420919,0.255555555555556,0.223468512653306,217.044781904301
0.888888888888889,0.92429377467533,0.277777777777778,0.261031821217512,229.33949613872
