"first_character","second_character","Cue","left_categ","centleft_categ","centright_categ","right_categ","corr_ans","trial_cond","switch_cond","cuedCharacter","obj_category","image","participant","task_resp.keys","task_resp.corr","task_resp.rt","response","respCat","V1","V2","V3","V4","P1","P2","P3","P4","Delta1","Delta2","Delta3","Delta4","Prob","Delta","accuracy"
"stimuli/m2.jpg","stimuli/m5.jpg",1,"stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png","stimuli/Electronic device & accessory.png",4,1,3,"stimuli/m2.jpg","Electronic device & accessory","stimuli/objects/headphones02b.jpg",3,4,1,1.83692,4,"Electronic device & accessory",0.86805814353495,7.71921765719565e-32,1.87280540501818e-23,2.53620622743778e-10,0.261880170214823,0.246039942725395,0.246039942725395,0.246039944334387,0.981990652831025,-5.74510605627431e-31,-1.39385442313102e-22,-1.88759721571407e-09,0.261880170214823,NA,1
"stimuli/m5.jpg","stimuli/m2.jpg",2,"stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png",1,1,3,"stimuli/m2.jpg","Electronic device & accessory","stimuli/objects/ethernetcable02.jpg",3,4,0,2.024765,4,"Outdoor activity & sport item",0.116633699768336,1.03716660154752e-32,2.51633171072961e-24,3.40768781313382e-11,0.870880171994207,0.0430399426559919,0.0430399426559919,0.0430399426938096,-0.86805814353495,-7.71921765719565e-32,-1.87280540501818e-23,-2.53620622743778e-10,0.0430399426938096,NA,0
"stimuli/m2.jpg","stimuli/m5.jpg",2,"stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png",2,1,3,"stimuli/m5.jpg","Kitchen & utensil","stimuli/objects/spatula04.jpg",3,2,1,0.877755,2,"Kitchen & utensil",5.74510605627431e-31,1.91293479340787e-09,0.984366799335187,7.26883901621795e-14,0.0410556638375245,0.0410556658625799,0.876833006462294,0.0410556638376015,-4.27585346904582e-30,-1.42372112757059e-08,0.116351682005814,-5.40990718343445e-13,0.876833006462294,NA,1
"stimuli/m2.jpg","stimuli/m5.jpg",2,"stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png",4,1,3,"stimuli/m5.jpg","Kitchen & utensil","stimuli/objects/corkscrew03a.jpg",3,4,1,1.510805,4,"Kitchen & utensil",7.71921765719565e-32,2.57025020768961e-10,0.9978994978086,9.7665299703256e-15,0.0300525018243589,0.0300525020235269,0.909842494327748,0.0300525018243664,-5.74510605627431e-31,-1.91293479340787e-09,0.0156332006648131,-7.26883901621795e-14,0.909842494327748,NA,1
"stimuli/m2.jpg","stimuli/m5.jpg",1,"stimuli/Electronic device & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png",1,1,3,"stimuli/m2.jpg","Electronic device & accessory","stimuli/objects/phonejack.jpg",3,1,1,0.78926,1,"Electronic device & accessory",0.881309471474894,1.39355386405367e-33,3.38098409020874e-25,4.57862460321777e-12,0.333024689762293,0.22232510340382,0.22232510340382,0.222325103430067,0.883366300231664,-1.03716660154752e-32,-2.51633171072961e-24,-3.40768781313382e-11,0.333024689762293,NA,1
"stimuli/m2.jpg","stimuli/m5.jpg",2,"stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png",4,1,3,"stimuli/m5.jpg","Kitchen & utensil","stimuli/objects/dishrack.jpg",3,4,1,0.493385,4,"Kitchen & utensil",1.03716660154752e-32,3.45342985704164e-11,0.999717773119486,1.31224680376672e-15,0.028794948840083,0.0287949488657237,0.913615153454109,0.028794948840084,-7.71921765719565e-32,-2.57025020768961e-10,0.00210050219140023,-9.7665299703256e-15,0.913615153454109,NA,1
"stimuli/m2.jpg","stimuli/m5.jpg",1,"stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png",3,0,3,"stimuli/m2.jpg","Kitchen & utensil","stimuli/objects/fryingpan02a.jpg",3,2,0,0.47362,2,"Electronic device & accessory",0.118414169678088,1.87240156896813e-34,4.54274504808041e-26,6.15191426174457e-13,0.875955244627334,0.04134825179067,0.04134825179067,0.0413482517913259,-0.881309471474894,-1.39355386405367e-33,-3.38098409020874e-25,-4.57862460321777e-12,0.875955244627334,NA,0
"stimuli/m2.jpg","stimuli/m5.jpg",1,"stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png",2,1,3,"stimuli/m2.jpg","Electronic device & accessory","stimuli/objects/fanblades.jpg",3,4,0,0.900395,4,"Kitchen & utensil",0.0159103198528945,2.51578911006435e-35,6.10370590965572e-27,8.26581175867939e-14,0.334396221560961,0.221867926146189,0.221867926146189,0.221867926146662,-0.118414169678088,-1.87240156896813e-34,-4.54274504808041e-26,-6.15191426174457e-13,0.221867926146189,NA,0
"stimuli/m2.jpg","stimuli/m5.jpg",1,"stimuli/Hand labour tool & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png",4,1,3,"stimuli/m2.jpg","Electronic device & accessory","stimuli/objects/chandelier.jpg",3,4,1,1.25436,4,"Electronic device & accessory",0.867776114821076,3.38025504315633e-36,8.20103823508845e-28,1.11060787135462e-14,0.260476926708957,0.246507691096991,0.246507691096991,0.246507691097061,0.984089680147106,-2.51578911006435e-35,-6.10370590965572e-27,-8.26581175867939e-14,0.260476926708957,NA,1
"stimuli/m5.jpg","stimuli/m2.jpg",1,"stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png",4,0,3,"stimuli/m5.jpg","Hand labour tool & accessory","stimuli/objects/drill01b.jpg",3,3,0,1.04751,3,"Kitchen & utensil",1.39355386405367e-33,4.64008435514417e-12,0.134323701092487,1.76315608432886e-16,0.0286296588298033,0.0286296588332286,0.914111023507165,0.0286296588298034,-1.03716660154752e-32,-3.45342985704164e-11,-0.999717773119486,-1.31224680376672e-15,0.914111023507165,NA,0
"stimuli/m5.jpg","stimuli/m2.jpg",1,"stimuli/Hand labour tool & accessory.png","stimuli/Electronic device & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png",4,0,3,"stimuli/m5.jpg","Outdoor activity & sport item","stimuli/objects/outdoorheater.jpg",3,1,0,0.73708,1,"Hand labour tool & accessory",1.87240156896813e-34,6.23449258103582e-13,0.0180479502918942,2.36900510542871e-17,0.217741979792651,0.217741979796152,0.346774060618545,0.217741979792651,-1.39355386405367e-33,-4.64008435514417e-12,-0.134323701092487,-1.76315608432886e-16,0.217741979796152,NA,0
"stimuli/m2.jpg","stimuli/m5.jpg",2,"stimuli/Electronic device & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png",3,1,3,"stimuli/m5.jpg","Kitchen & utensil","stimuli/objects/tupperware03a.jpg",3,1,0,0.96294,1,"Electronic device & accessory",2.51578911006435e-35,8.376765327531e-14,0.00242495186694126,3.18303367434629e-18,0.246031325579526,0.246031325580058,0.26190602326089,0.246031325579526,-1.87240156896813e-34,-6.23449258103582e-13,-0.0180479502918942,-2.36900510542871e-17,0.246031325579526,NA,0
"stimuli/m2.jpg","stimuli/m5.jpg",1,"stimuli/Electronic device & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png",1,1,3,"stimuli/m2.jpg","Electronic device & accessory","stimuli/objects/scanner.jpg",3,1,1,1.067085,1,"Electronic device & accessory",0.982234184379217,4.5417654886389e-37,1.10190479569118e-28,1.49223074505619e-15,0.870770261085439,0.0430765796381864,0.0430765796381864,0.043076579638188,0.132223885178924,-3.38025504315633e-36,-8.20103823508845e-28,-1.11060787135462e-14,0.870770261085439,NA,1
"stimuli/m5.jpg","stimuli/m2.jpg",1,"stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png","stimuli/Electronic device & accessory.png",4,0,3,"stimuli/m5.jpg","Electronic device & accessory","stimuli/objects/lightbulb01.jpg",3,1,0,0.92007,1,"Kitchen & utensil",3.38025504315633e-36,1.1255157727827e-14,0.000325820465032139,4.27677565945512e-19,0.249473822133225,0.249473822133297,0.251578533600252,0.249473822133225,-2.51578911006435e-35,-8.376765327531e-14,-0.00242495186694126,-3.18303367434629e-18,0.251578533600252,NA,0
"stimuli/m5.jpg","stimuli/m2.jpg",1,"stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png",1,1,3,"stimuli/m5.jpg","Kitchen & utensil","stimuli/objects/saladspinner.jpg",3,1,1,0.704415,1,"Kitchen & utensil",4.5417654886389e-37,1.5122612431546e-15,0.865682156212219,5.74634512626206e-20,0.249929430052891,0.2499294300529,0.250211709841319,0.249929430052891,-3.38025504315633e-36,-1.1255157727827e-14,0.999674179534968,-4.27677565945512e-19,0.250211709841319,NA,1
"stimuli/m2.jpg","stimuli/m5.jpg",2,"stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png",2,1,3,"stimuli/m5.jpg","Kitchen & utensil","stimuli/objects/cleaver01.jpg",3,2,1,0.66292,2,"Kitchen & utensil",6.10238975770603e-38,2.03189872843216e-16,0.981952836705064,7.72088249172338e-21,0.0433494268920688,0.043349426892069,0.869951719323793,0.0433494268920688,-4.5417654886389e-37,-1.5122612431546e-15,0.134317843787781,-5.74634512626206e-20,0.869951719323793,NA,1
"stimuli/m5.jpg","stimuli/m2.jpg",2,"stimuli/Electronic device & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png",1,1,3,"stimuli/m2.jpg","Electronic device & accessory","stimuli/objects/dvdcase01.jpg",3,1,1,1.00867,1,"Electronic device & accessory",0.997612956204966,6.10238975770603e-38,1.48053715146975e-29,2.00498542638182e-16,0.909234591160545,0.0302551362798182,0.0302551362798182,0.0302551362798183,0.0177658156207835,-4.5417654886389e-37,-1.10190479569118e-28,-1.49223074505619e-15,0.909234591160545,NA,1
"stimuli/m5.jpg","stimuli/m2.jpg",1,"stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png","stimuli/Electronic device & accessory.png",2,1,3,"stimuli/m5.jpg","Kitchen & utensil","stimuli/objects/cork02.jpg",3,2,1,0.635445,2,"Kitchen & utensil",8.19926983198673e-39,2.73009207985246e-17,0.997575153875246,1.03739029141429e-21,0.0302819607106179,0.0302819607106179,0.909154117868146,0.0302819607106179,-6.10238975770603e-38,-2.03189872843216e-16,0.0180471632949361,-7.72088249172338e-21,0.909154117868146,NA,1
"stimuli/m2.jpg","stimuli/m5.jpg",2,"stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png",3,1,3,"stimuli/m5.jpg","Kitchen & utensil","stimuli/objects/contactlens.jpg",3,4,0,1.167065,4,"Hand labour tool & accessory",1.10166719018288e-39,3.66819598840159e-18,0.134035815296458,1.39385441738591e-22,0.028824523933933,0.028824523933933,0.913526428198201,0.028824523933933,-8.19926983198673e-39,-2.73009207985246e-17,-0.997575153875246,-1.03739029141429e-21,0.028824523933933,NA,0
"stimuli/m2.jpg","stimuli/m5.jpg",2,"stimuli/Hand labour tool & accessory.png","stimuli/Electronic device & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png",4,1,3,"stimuli/m5.jpg","Kitchen & utensil","stimuli/objects/martiniglass01b.jpg",3,4,1,1.319205,4,"Kitchen & utensil",1.48021790085588e-40,4.92864761178776e-19,0.883647647935719,1.87280539729896e-23,0.217817277455813,0.217817277455813,0.346548167632562,0.217817277455813,-1.10166719018288e-39,-3.66819598840159e-18,0.865964184703542,-1.39385441738591e-22,0.346548167632562,NA,1
"stimuli/m2.jpg","stimuli/m5.jpg",2,"stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png","stimuli/Electronic device & accessory.png",2,1,3,"stimuli/m5.jpg","Kitchen & utensil","stimuli/objects/toothpick02.jpg",3,2,1,1.181,2,"Kitchen & utensil",1.98884477411957e-41,6.6222108518706e-20,0.984366709305045,2.51633170035794e-24,0.0410557474890385,0.0410557474890385,0.876832757532885,0.0410557474890385,-1.48021790085588e-40,-4.92864761178776e-19,0.116352352064281,-1.87280539729896e-23,0.876832757532885,NA,1
"stimuli/m5.jpg","stimuli/m2.jpg",1,"stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png",2,0,3,"stimuli/m5.jpg","Hand labour tool & accessory","stimuli/objects/saw02b.jpg",3,3,0,0.95421,3,"Kitchen & utensil",2.67224408869503e-42,8.89770988328495e-21,0.132261107265802,3.38098407627319e-25,0.0300525103588657,0.0300525103588657,0.909842468923403,0.0300525103588657,-1.98884477411957e-41,-6.6222108518706e-20,-0.984366709305045,-2.51633170035794e-24,0.909842468923403,NA,0
"stimuli/m2.jpg","stimuli/m5.jpg",1,"stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png",3,1,3,"stimuli/m2.jpg","Electronic device & accessory","stimuli/objects/videocamera01a.jpg",3,3,1,1.11298,3,"Electronic device & accessory",0.999679272924979,8.19926983198673e-39,1.98927372442117e-30,2.69393093080396e-17,0.913536773387586,0.0288210755374713,0.0288210755374713,0.0288210755374713,0.00238704379503429,-6.10238975770603e-38,-1.48053715146975e-29,-2.00498542638182e-16,0.913536773387586,NA,1
"stimuli/m5.jpg","stimuli/m2.jpg",2,"stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png",4,1,3,"stimuli/m2.jpg","Electronic device & accessory","stimuli/objects/computerkeyboard02.jpg",3,4,1,1.33731,4,"Electronic device & accessory",0.999956906590124,1.10166719018288e-39,2.67282043327592e-31,3.61960928216754e-18,0.914100550725676,0.0286331497581079,0.0286331497581079,0.0286331497581079,0.000320727075020732,-8.19926983198673e-39,-1.98927372442117e-30,-2.69393093080396e-17,0.914100550725676,NA,1
"stimuli/m5.jpg","stimuli/m2.jpg",2,"stimuli/Electronic device & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png",1,1,3,"stimuli/m2.jpg","Electronic device & accessory","stimuli/objects/coffeemachine.jpg",3,1,1,1.19691,1,"Electronic device & accessory",0.999994209899571,1.48021790085588e-40,3.59124487537079e-32,4.86336572543211e-19,0.914176046454414,0.0286079845151953,0.0286079845151953,0.0286079845151953,4.30934098759606e-05,-1.10166719018288e-39,-2.67282043327592e-31,-3.61960928216754e-18,0.914176046454414,NA,1
"stimuli/m2.jpg","stimuli/m5.jpg",2,"stimuli/Electronic device & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png","stimuli/Outdoor activity & sport item.png",2,1,3,"stimuli/m5.jpg","Kitchen & utensil","stimuli/objects/thermos.jpg",3,4,0,1.122625,4,"Outdoor activity & sport item",3.59047048944617e-43,1.19551072803343e-21,0.0177708168407341,4.54274502935638e-26,0.218280949387028,0.218280949387028,0.345157151838915,0.218280949387028,-2.67224408869503e-42,-8.89770988328495e-21,-0.132261107265802,-3.38098407627319e-25,0.218280949387028,NA,0
"stimuli/m5.jpg","stimuli/m2.jpg",2,"stimuli/Hand labour tool & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png",3,0,3,"stimuli/m2.jpg","Kitchen & utensil","stimuli/objects/woodenspoon.jpg",3,4,0,1.387815,4,"Electronic device & accessory",0.134360843586516,1.98884477411957e-41,4.82525484851589e-33,6.53449705078224e-20,0.914186185599955,0.0286046048000149,0.0286046048000149,0.0286046048000149,-0.999994209899571,-1.48021790085588e-40,-3.59124487537079e-32,-4.86336572543211e-19,0.914186185599955,NA,0
"stimuli/m5.jpg","stimuli/m2.jpg",2,"stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png",3,0,3,"stimuli/m2.jpg","Outdoor activity & sport item","stimuli/objects/poolnet.jpg",3,1,0,0.568385,1,"Kitchen & utensil",0.0180529408176206,2.67224408869503e-42,6.48329065856923e-34,8.77985619781616e-21,0.34680320994708,0.217732263350973,0.217732263350973,0.217732263350973,-0.134360843586516,-1.98884477411957e-41,-4.82525484851589e-33,-6.53449705078224e-20,0.217732263350973,NA,0
"stimuli/m2.jpg","stimuli/m5.jpg",1,"stimuli/Hand labour tool & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png","stimuli/Kitchen & utensil.png",3,1,3,"stimuli/m2.jpg","Electronic device & accessory","stimuli/objects/fan.jpg",3,2,0,1.28573,2,"Outdoor activity & sport item",0.00242562240207025,3.59047048944617e-43,8.71105445889956e-35,1.17967571574775e-21,0.261909365550958,0.246030211483014,0.246030211483014,0.246030211483014,-0.0180529408176206,-2.67224408869503e-42,-6.48329065856923e-34,-8.77985619781616e-21,0.246030211483014,NA,0
"stimuli/m5.jpg","stimuli/m2.jpg",1,"stimuli/Electronic device & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png",2,0,4,"stimuli/m5.jpg","Outdoor activity & sport item","stimuli/objects/magneticcompass.jpg",3,4,0,1.472685,4,"Hand labour tool & accessory",4.82421437103047e-44,1.60630760003533e-22,0.00238771576705658,6.10370588449781e-27,0.246093179100757,0.246093179100757,0.26172046269773,0.246093179100757,-3.59047048944617e-43,-1.19551072803343e-21,-0.0177708168407341,-4.54274502935638e-26,0.246093179100757,NA,0
"stimuli/m5.jpg","stimuli/m2.jpg",2,"stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png",3,1,4,"stimuli/m2.jpg","Kitchen & utensil","stimuli/objects/spicerack.jpg",3,1,0,1.325165,1,"Outdoor activity & sport item",0.000325910559219379,4.82421437103047e-44,1.17043140254119e-35,1.58503142075505e-22,0.251578971001993,0.249473676332669,0.249473676332669,0.249473676332669,-0.00242562240207025,-3.59047048944617e-43,-8.71105445889956e-35,-1.17967571574775e-21,0.249473676332669,NA,0
"stimuli/m2.jpg","stimuli/m5.jpg",1,"stimuli/Hand labour tool & accessory.png","stimuli/Electronic device & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png",4,1,4,"stimuli/m2.jpg","Kitchen & utensil","stimuli/objects/towel01.jpg",3,4,1,1.002485,4,"Kitchen & utensil",4.37898712182211e-05,6.48189265614792e-45,0.865638378446202,2.1296739190637e-23,0.250211768398747,0.249929410533751,0.249929410533751,0.249929410533751,-0.000325910559219379,-4.82421437103047e-44,1,-1.58503142075505e-22,0.249929410533751,NA,1
"stimuli/m5.jpg","stimuli/m2.jpg",2,"stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png","stimuli/Outdoor activity & sport item.png",2,1,4,"stimuli/m2.jpg","Kitchen & utensil","stimuli/objects/shotglass.jpg",3,2,1,0.77463,2,"Kitchen & utensil",5.88367810451219e-06,8.70917608017693e-46,0.981946954653434,2.86146441146232e-24,0.0433614395400183,0.043354861700054,0.869928837059874,0.043354861700054,-4.37898712182211e-05,-6.48189265614792e-45,0.134361621553798,-2.1296739190637e-23,0.869928837059874,NA,1
"stimuli/m2.jpg","stimuli/m5.jpg",1,"stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png","stimuli/Electronic device & accessory.png","stimuli/Outdoor activity & sport item.png",1,1,4,"stimuli/m2.jpg","Kitchen & utensil","stimuli/objects/servingspoon01.jpg",3,1,1,0.8515,1,"Kitchen & utensil",7.90540530822837e-07,1.17017902053013e-46,0.997574363553251,3.84470998342562e-25,0.0302831203390055,0.0302825030564743,0.909151873548046,0.0302825030564743,-5.88367810451219e-06,-8.70917608017693e-46,0.0180530453465662,-2.86146441146232e-24,0.909151873548046,NA,1
"stimuli/m5.jpg","stimuli/m2.jpg",1,"stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png","stimuli/Electronic device & accessory.png",3,1,4,"stimuli/m5.jpg","Hand labour tool & accessory","stimuli/objects/boltcutter.jpg",3,4,0,1.38383,4,"Electronic device & accessory",6.48189265614792e-45,2.15826093854938e-23,0.000320817362271294,8.20103820128587e-28,0.249481918454208,0.249481918454208,0.251554244637376,0.249481918454208,-4.82421437103047e-44,-1.60630760003533e-22,-0.00238771576705658,-6.10370588449781e-27,0.249481918454208,NA,0
"stimuli/m2.jpg","stimuli/m5.jpg",2,"stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png","stimuli/Electronic device & accessory.png","stimuli/Kitchen & utensil.png",2,1,4,"stimuli/m5.jpg","Hand labour tool & accessory","stimuli/objects/aircompressor.jpg",3,2,1,0.78031,2,"Hand labour tool & accessory",8.70917608017693e-46,0.865638378446202,4.31055410173835e-05,1.10190479114942e-28,0.249930513983447,0.249930513983447,0.250208458049658,0.249930513983447,-6.48189265614792e-45,1,-0.000320817362271294,-8.20103820128587e-28,0.249930513983447,NA,1
"stimuli/m2.jpg","stimuli/m5.jpg",2,"stimuli/Electronic device & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png",1,0,4,"stimuli/m5.jpg","Electronic device & accessory","stimuli/objects/ipod.jpg",3,4,0,0.9792,4,"Hand labour tool & accessory",1.17017902053013e-46,0.116308576207232,5.79173038904942e-06,1.48053714536735e-29,0.0433548661570846,0.869928926491585,0.0433613411942456,0.0433548661570846,-8.70917608017693e-46,-0.865638378446202,-4.31055410173835e-05,-1.10190479114942e-28,0.869928926491585,NA,0
"stimuli/m2.jpg","stimuli/m5.jpg",1,"stimuli/Hand labour tool & accessory.png","stimuli/Electronic device & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png",3,1,4,"stimuli/m2.jpg","Kitchen & utensil","stimuli/objects/aluminiumfoil.jpg",3,3,1,1.47571,3,"Kitchen & utensil",1.06218307625357e-07,1.57227150706664e-47,0.999674087553715,5.16581467777145e-26,0.0288246727023406,0.0288245937569429,0.913526139783774,0.0288245937569429,-7.90540530822837e-07,-1.17017902053013e-46,0.00242563644674887,-3.84470998342562e-25,0.913526139783774,NA,1
"stimuli/m2.jpg","stimuli/m5.jpg",1,"stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png","stimuli/Electronic device & accessory.png","stimuli/Kitchen & utensil.png",3,0,4,"stimuli/m2.jpg","Electronic device & accessory","stimuli/objects/cellphone.jpg",3,4,0,0.85659,4,"Kitchen & utensil",1.42716640512432e-08,2.11252949212308e-48,0.134317831429031,6.94087236751785e-27,0.0286336301959855,0.0286336196590434,0.914099130485928,0.0286336196590434,-1.06218307625357e-07,-1.57227150706664e-47,-0.999674087553715,-5.16581467777145e-26,0.914099130485928,NA,0
"stimuli/m2.jpg","stimuli/m5.jpg",1,"stimuli/Electronic device & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png","stimuli/Outdoor activity & sport item.png",2,1,4,"stimuli/m2.jpg","Kitchen & utensil","stimuli/objects/butterknife.jpg",3,1,0,0.84167,1,"Electronic device & accessory",1.91756392419609e-09,2.83842888141879e-49,0.0180471616343944,9.3258686629765e-28,0.217743523678801,0.217743512912693,0.346769450495814,0.217743512912693,-1.42716640512432e-08,-2.11252949212308e-48,-0.134317831429031,-6.94087236751785e-27,0.217743523678801,NA,0
"stimuli/m5.jpg","stimuli/m2.jpg",1,"stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png",4,1,4,"stimuli/m5.jpg","Hand labour tool & accessory","stimuli/objects/gardenshears01a.jpg",3,2,0,0.596145,2,"Electronic device & accessory",1.57227150706664e-47,0.0156274088998173,7.78186286675092e-07,1.98927371622189e-30,0.222407492521305,0.332773059702164,0.222411955255227,0.222407492521305,-1.17017902053013e-46,-0.116308576207232,-5.79173038904942e-06,-1.48053714536735e-29,0.222407492521305,NA,0
"stimuli/m2.jpg","stimuli/m5.jpg",2,"stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png",4,1,4,"stimuli/m5.jpg","Hand labour tool & accessory","stimuli/objects/metalbrush.jpg",3,3,0,0.518695,3,"Outdoor activity & sport item",2.11252949212308e-48,0.00209972400046371,1.04558371348595e-07,2.67282042225924e-31,0.246570446851865,0.260287994685647,0.246571111610623,0.246570446851865,-1.57227150706664e-47,-0.0156274088998173,-7.78186286675092e-07,-1.98927371622189e-30,0.246570446851865,NA,0
"stimuli/m2.jpg","stimuli/m5.jpg",2,"stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png",3,1,4,"stimuli/m5.jpg","Hand labour tool & accessory","stimuli/objects/puttyknife.jpg",3,3,1,1.084125,3,"Hand labour tool & accessory",2.83842888141879e-49,0.865920500767719,1.40486323214214e-08,3.5912448605686e-32,0.249544497002417,0.251366418597466,0.2495445873977,0.249544497002417,-2.11252949212308e-48,0.997900275999536,-1.04558371348595e-07,-2.67282042225924e-31,0.251366418597466,NA,1
"stimuli/m2.jpg","stimuli/m5.jpg",1,"stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png",2,0,4,"stimuli/m2.jpg","Hand labour tool & accessory","stimuli/objects/adjustablewrench01b.jpg",3,3,0,0.921325,3,"Kitchen & utensil",2.57646998288051e-10,3.81375907172563e-50,0.00242484590164073,1.25303883595528e-28,0.24603150287291,0.24603150123843,0.26190549465023,0.24603150123843,-1.91756392419609e-09,-2.83842888141879e-49,-0.0180471616343944,-9.3258686629765e-28,0.26190549465023,NA,0
"stimuli/m2.jpg","stimuli/m5.jpg",2,"stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png","stimuli/Electronic device & accessory.png",2,0,4,"stimuli/m5.jpg","Outdoor activity & sport item","stimuli/objects/hockeygoaliepad.jpg",3,1,0,1.46746,1,"Kitchen & utensil",3.81375907172563e-50,0.116346482619828,1.88759701931928e-09,4.82525482862742e-33,0.0433182960238898,0.870045109819973,0.0433182981322476,0.0433182960238898,-2.83842888141879e-49,-0.865920500767719,-1.40486323214214e-08,-3.5912448605686e-32,0.0433182981322476,NA,0
