"first_character","second_character","Cue","left_categ","centleft_categ","centright_categ","right_categ","corr_ans","trial_cond","switch_cond","cuedCharacter","obj_category","image","participant","task_resp.keys","task_resp.corr","task_resp.rt","response","respCat","V1","V2","V3","V4","P1","P2","P3","P4","Delta1","Delta2","Delta3","Delta4","Prob","Delta","accuracy"
"stimuli/m2.jpg","stimuli/m5.jpg",1,"stimuli/Electronic device & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png",2,1,2,"stimuli/m2.jpg","Outdoor activity & sport item","stimuli/objects/canoepaddle02.jpg",1,2,1,0.954,2,"Outdoor activity & sport item",0.00509348941096388,0.00509348941096388,0.00509348941096388,0.880967035564341,0.045560611546992,0.045560611546992,0.045560611546992,0.863318165359024,-0.00974621919310314,-0.00974621919310314,-0.00974621919310314,0.227765539297595,0.863318165359024,NA,1
"stimuli/m5.jpg","stimuli/m2.jpg",1,"stimuli/Electronic device & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png",3,1,2,"stimuli/m5.jpg","Hand labour tool & accessory","stimuli/objects/leafrake.jpg",1,1,0,0.583,1,"Electronic device & accessory",0.00509348941096388,0.0732346232299013,0.00509348941096388,0.00509348941096388,0.214881002976819,0.355356991069544,0.214881002976819,0.214881002976819,-0.00974621919310314,-0.140131967092452,-0.00974621919310314,-0.00974621919310314,0.214881002976819,NA,0
"stimuli/m2.jpg","stimuli/m5.jpg",2,"stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png",2,1,2,"stimuli/m5.jpg","Hand labour tool & accessory","stimuli/objects/lawnmower.jpg",1,2,1,1.262,2,"Hand labour tool & accessory",0.00266191780274755,0.515661453995734,0.00266191780274755,0.00266191780274755,0.232520900324266,0.302437299027202,0.232520900324266,0.232520900324266,-0.00509348941096388,0.926765376770099,-0.00509348941096388,-0.00509348941096388,0.302437299027202,NA,1
"stimuli/m5.jpg","stimuli/m2.jpg",2,"stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png","stimuli/Electronic device & accessory.png",2,1,2,"stimuli/m2.jpg","Outdoor activity & sport item","stimuli/objects/reflector.jpg",1,2,1,1.416,2,"Outdoor activity & sport item",0.00266191780274755,0.00266191780274755,0.00266191780274755,0.937791965079371,0.0309148001999982,0.0309148001999982,0.0309148001999982,0.907255599400005,-0.00509348941096388,-0.00509348941096388,-0.00509348941096388,0.119032964435659,0.907255599400005,NA,1
"stimuli/m2.jpg","stimuli/m5.jpg",1,"stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png","stimuli/Electronic device & accessory.png",2,0,2,"stimuli/m2.jpg","Kitchen & utensil","stimuli/objects/fryingpan02a.jpg",1,1,0,0.45,1,"Outdoor activity & sport item",0.00139114972406382,0.00139114972406382,0.00139114972406382,0.490101171457229,0.0250720714449516,0.0250720714449516,0.0250720714449516,0.924783785665145,-0.00266191780274755,-0.00266191780274755,-0.00266191780274755,-0.937791965079371,0.924783785665145,NA,0
"stimuli/m2.jpg","stimuli/m5.jpg",1,"stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png",4,0,2,"stimuli/m2.jpg","Kitchen & utensil","stimuli/objects/muffintray01.jpg",1,4,1,1.046,4,"Kitchen & utensil",0.000727031297797879,0.000727031297797879,0.478115205106955,0.256132668233534,0.104280414787523,0.104280414787523,0.104280414787523,0.687158755637431,-0.00139114972406382,-0.00139114972406382,0.998608850275936,-0.490101171457229,0.104280414787523,NA,1
"stimuli/m5.jpg","stimuli/m2.jpg",1,"stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png","stimuli/Electronic device & accessory.png",3,1,2,"stimuli/m5.jpg","Hand labour tool & accessory","stimuli/objects/pliers02b.jpg",1,3,1,1.069,3,"Hand labour tool & accessory",0.00139114972406382,0.746878947978093,0.00139114972406382,0.00139114972406382,0.0976858430507282,0.706942470847815,0.0976858430507282,0.0976858430507282,-0.00266191780274755,0.484338546004266,-0.00266191780274755,-0.00266191780274755,0.706942470847815,NA,1
"stimuli/m2.jpg","stimuli/m5.jpg",2,"stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png",2,0,2,"stimuli/m5.jpg","Electronic device & accessory","stimuli/objects/papershredder.jpg",1,2,1,0.954,2,"Electronic device & accessory",0.478115205106955,0.390327770946327,0.000727031297797879,0.000727031297797879,0.0482024528160781,0.855392641551766,0.0482024528160781,0.0482024528160781,0.998608850275936,-0.746878947978093,-0.00139114972406382,-0.00139114972406382,0.0482024528160781,NA,1
"stimuli/m5.jpg","stimuli/m2.jpg",2,"stimuli/Electronic device & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png",2,1,2,"stimuli/m2.jpg","Outdoor activity & sport item","stimuli/objects/boatmotor.jpg",1,3,0,1.099,3,"Kitchen & utensil",0.000379955154240048,0.000379955154240048,0.249868660470555,0.133857961492661,0.0910190892648548,0.0910190892648548,0.574138386752127,0.243823434718163,-0.000727031297797879,-0.000727031297797879,-0.478115205106955,-0.256132668233534,0.574138386752127,NA,0
"stimuli/m2.jpg","stimuli/m5.jpg",2,"stimuli/Hand labour tool & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png",1,1,2,"stimuli/m5.jpg","Hand labour tool & accessory","stimuli/objects/drillbit03a.jpg",1,1,1,0.653,1,"Hand labour tool & accessory",0.249868660470555,0.681378082996418,0.000379955154240048,0.000379955154240048,0.492667628577018,0.351125575646703,0.0781033978881396,0.0781033978881396,-0.478115205106955,0.609672229053673,-0.000727031297797879,-0.000727031297797879,0.351125575646703,NA,1
"stimuli/m2.jpg","stimuli/m5.jpg",1,"stimuli/Hand labour tool & accessory.png","stimuli/Electronic device & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png",3,1,2,"stimuli/m2.jpg","Outdoor activity & sport item","stimuli/objects/lifesaver.jpg",1,3,1,0.596,3,"Outdoor activity & sport item",0.000198569057028015,0.000198569057028015,0.130584316956377,0.54734392751502,0.158933410733462,0.158933410733462,0.41614443686492,0.265988741668156,-0.000379955154240048,-0.000379955154240048,-0.249868660470555,0.866142038507339,0.265988741668156,NA,1
"stimuli/m5.jpg","stimuli/m2.jpg",1,"stimuli/Electronic device & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png",4,1,2,"stimuli/m5.jpg","Hand labour tool & accessory","stimuli/objects/tape02a.jpg",1,1,0,0.56,1,"Electronic device & accessory",0.130584316956377,0.356096244281174,0.000198569057028015,0.000198569057028015,0.141875364954565,0.749754878519756,0.0541848782628396,0.0541848782628396,-0.249868660470555,-0.681378082996418,-0.000379955154240048,-0.000379955154240048,0.141875364954565,NA,0
"stimuli/m2.jpg","stimuli/m5.jpg",1,"stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png","stimuli/Outdoor activity & sport item.png",4,1,2,"stimuli/m2.jpg","Outdoor activity & sport item","stimuli/objects/ellipticalmachine.jpg",1,2,0,0.838,2,"Kitchen & utensil",0.000103774537518405,0.000103774537518405,0.0682449083564558,0.286048409513093,0.0839654986135172,0.0839654986135172,0.138856979107512,0.693212023665453,-0.000198569057028015,-0.000198569057028015,-0.130584316956377,-0.54734392751502,0.138856979107512,NA,0
"stimuli/m2.jpg","stimuli/m5.jpg",2,"stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/Outdoor activity & sport item.png",3,1,2,"stimuli/m5.jpg","Hand labour tool & accessory","stimuli/objects/wheelbarrow01.jpg",1,3,1,0.606,3,"Hand labour tool & accessory",0.0682449083564558,0.663488282332642,0.000103774537518405,0.000103774537518405,0.217561852558336,0.519322968834802,0.131557589303431,0.131557589303431,-0.130584316956377,0.643903755718826,-0.000198569057028015,-0.000198569057028015,0.519322968834802,NA,1
"stimuli/m5.jpg","stimuli/m2.jpg",2,"stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png",1,0,2,"stimuli/m2.jpg","Electronic device & accessory","stimuli/objects/scanner.jpg",1,4,0,1.105,4,"Outdoor activity & sport item",5.42338005646036e-05,5.42338005646036e-05,0.0356655961843941,0.149492281674624,0.158366313529658,0.158366313529658,0.205985268653316,0.477282104287367,-0.000103774537518405,-0.000103774537518405,-0.0682449083564558,-0.286048409513093,0.477282104287367,NA,0
"stimuli/m2.jpg","stimuli/m5.jpg",2,"stimuli/Hand labour tool & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png","stimuli/Kitchen & utensil.png",1,1,2,"stimuli/m5.jpg","Hand labour tool & accessory","stimuli/objects/boltcutter.jpg",1,1,1,0.552,1,"Hand labour tool & accessory",0.0356655961843941,0.824134996695244,5.42338005646036e-05,5.42338005646036e-05,0.080147859246954,0.796613026721095,0.0616195570159755,0.0616195570159755,-0.0682449083564558,0.336511717667358,-0.000103774537518405,-0.000103774537518405,0.796613026721095,NA,1
"stimuli/m5.jpg","stimuli/m2.jpg",1,"stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png",2,1,2,"stimuli/m5.jpg","Hand labour tool & accessory","stimuli/objects/gluetube.jpg",1,2,1,0.651,2,"Hand labour tool & accessory",0.0186392623541114,0.908090869459843,2.83432255543375e-05,2.83432255543375e-05,0.0422121288083513,0.884201242794197,0.0367933141987259,0.0367933141987259,-0.0356655961843941,0.175865003304756,-5.42338005646036e-05,-5.42338005646036e-05,0.884201242794197,NA,1
"stimuli/m5.jpg","stimuli/m2.jpg",2,"stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png","stimuli/Electronic device & accessory.png","stimuli/Outdoor activity & sport item.png",4,1,2,"stimuli/m2.jpg","Outdoor activity & sport item","stimuli/objects/volleyball.jpg",1,3,0,0.758,3,"Electronic device & accessory",2.83432255543375e-05,2.83432255543375e-05,0.0186392623541114,0.078126434327411,0.202956949773794,0.202956949773794,0.232847871766283,0.361238228686129,-5.42338005646036e-05,-5.42338005646036e-05,-0.0356655961843941,-0.149492281674624,0.202956949773794,NA,0
"stimuli/m2.jpg","stimuli/m5.jpg",1,"stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png",3,1,2,"stimuli/m2.jpg","Outdoor activity & sport item","stimuli/objects/sportbag.jpg",1,3,1,1.592,3,"Outdoor activity & sport item",1.48125048670913e-05,1.48125048670913e-05,0.00974109893773238,0.518217972326784,0.225934099429654,0.225934099429654,0.24275331284486,0.305378488295831,-2.83432255543375e-05,-2.83432255543375e-05,-0.0186392623541114,0.921873565672589,0.305378488295831,NA,1
"stimuli/m5.jpg","stimuli/m2.jpg",2,"stimuli/Electronic device & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png",2,1,2,"stimuli/m2.jpg","Outdoor activity & sport item","stimuli/objects/hockeygoaliemask.jpg",1,2,1,0.601,2,"Outdoor activity & sport item",7.74119021905132e-06,7.74119021905132e-06,0.005090813504954,0.748215014691773,0.0959518701795674,0.0959518701795674,0.0996208513059176,0.708475408334948,-1.48125048670913e-05,-1.48125048670913e-05,-0.00974109893773238,0.481782027673216,0.708475408334948,NA,1
"stimuli/m2.jpg","stimuli/m5.jpg",2,"stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png",4,1,2,"stimuli/m5.jpg","Hand labour tool & accessory","stimuli/objects/pressurewasher.jpg",1,4,1,0.832,4,"Hand labour tool & accessory",0.00974109893773238,0.951967201444796,1.48125048670913e-05,1.48125048670913e-05,0.029597424971566,0.915309052488858,0.027546761269788,0.027546761269788,-0.0186392623541114,0.0919091305401569,-2.83432255543375e-05,-2.83432255543375e-05,0.915309052488858,NA,1
"stimuli/m2.jpg","stimuli/m5.jpg",2,"stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png",1,1,2,"stimuli/m5.jpg","Hand labour tool & accessory","stimuli/objects/saw02b.jpg",1,1,1,0.78,1,"Hand labour tool & accessory",0.005090813504954,0.974897491430008,7.74119021905132e-06,7.74119021905132e-06,0.0244887277839886,0.928337629381412,0.0235868214172996,0.0235868214172996,-0.00974109893773238,0.048032798555204,-1.48125048670913e-05,-1.48125048670913e-05,0.928337629381412,NA,1
"stimuli/m5.jpg","stimuli/m2.jpg",2,"stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png",2,0,2,"stimuli/m2.jpg","Hand labour tool & accessory","stimuli/objects/sewingmachine01a.jpg",1,3,0,1.148,3,"Outdoor activity & sport item",4.04563755726911e-06,4.04563755726911e-06,0.00266051934262102,0.391026015211476,0.0477263062568455,0.0477263062568455,0.0486714995227578,0.855875887963551,-7.74119021905132e-06,-7.74119021905132e-06,-0.005090813504954,-0.748215014691773,0.855875887963551,NA,0
"stimuli/m5.jpg","stimuli/m2.jpg",1,"stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png",2,1,2,"stimuli/m5.jpg","Hand labour tool & accessory","stimuli/objects/wheel01.jpg",1,2,1,0.641,2,"Hand labour tool & accessory",0.00266051934262102,0.986881132154265,4.04563755726911e-06,4.04563755726911e-06,0.022160092719461,0.934380413236614,0.0217297470219623,0.0217297470219623,-0.005090813504954,0.0251025085699921,-7.74119021905132e-06,-7.74119021905132e-06,0.934380413236614,NA,1
"stimuli/m5.jpg","stimuli/m2.jpg",1,"stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png",2,1,2,"stimuli/m5.jpg","Hand labour tool & accessory","stimuli/objects/puttyknife.jpg",1,2,1,0.675,2,"Hand labour tool & accessory",0.00139041887226323,0.993143924517584,2.11429803191067e-06,2.11429803191067e-06,0.0210279140854263,0.93734508184956,0.0208135020325068,0.0208135020325068,-0.00266051934262102,0.0131188678457349,-4.04563755726911e-06,-4.04563755726911e-06,0.93734508184956,NA,1
"stimuli/m5.jpg","stimuli/m2.jpg",1,"stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png","stimuli/Electronic device & accessory.png","stimuli/Kitchen & utensil.png",1,0,2,"stimuli/m5.jpg","Outdoor activity & sport item","stimuli/objects/treadmill.jpg",1,2,0,0.445,2,"Hand labour tool & accessory",0.000726649346003701,0.519028760062476,1.10495715556854e-06,1.10495715556854e-06,0.0204582446372414,0.93884383664145,0.0203489593606545,0.0203489593606545,-0.00139041887226323,-0.993143924517584,-2.11429803191067e-06,-2.11429803191067e-06,0.93884383664145,NA,0
"stimuli/m2.jpg","stimuli/m5.jpg",1,"stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png",1,1,2,"stimuli/m2.jpg","Outdoor activity & sport item","stimuli/objects/exercisebike.jpg",1,4,0,1.569,4,"Hand labour tool & accessory",2.11429803191067e-06,2.11429803191067e-06,0.00139041887226323,0.204354819897798,0.132790303054053,0.132790303054053,0.134158253600826,0.600261140291069,-4.04563755726911e-06,-4.04563755726911e-06,-0.00266051934262102,-0.391026015211476,0.132790303054053,NA,0
"stimuli/m5.jpg","stimuli/m2.jpg",2,"stimuli/Hand labour tool & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png",2,1,2,"stimuli/m2.jpg","Outdoor activity & sport item","stimuli/objects/bikelock.jpg",1,2,1,0.824,2,"Outdoor activity & sport item",1.10495715556854e-06,1.10495715556854e-06,0.000726649346003701,0.584186419426846,0.192113220966751,0.192113220966751,0.193144976257882,0.422628581808617,-2.11429803191067e-06,-2.11429803191067e-06,-0.00139041887226323,0.795645180102202,0.422628581808617,NA,1
"stimuli/m5.jpg","stimuli/m2.jpg",2,"stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png",1,1,2,"stimuli/m2.jpg","Outdoor activity & sport item","stimuli/objects/bikepump01.jpg",1,1,1,1.024,1,"Outdoor activity & sport item",5.77463676934315e-07,5.77463676934315e-07,0.000379755541715376,0.782690905301711,0.0798277308806927,0.0798277308806927,0.0800514982984834,0.760293039940131,-1.10495715556854e-06,-1.10495715556854e-06,-0.000726649346003701,0.415813580573154,0.760293039940131,NA,1
"stimuli/m2.jpg","stimuli/m5.jpg",1,"stimuli/Hand labour tool & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png","stimuli/Kitchen & utensil.png",2,1,2,"stimuli/m2.jpg","Outdoor activity & sport item","stimuli/objects/propanetank01.jpg",1,2,1,1.359,2,"Outdoor activity & sport item",3.01789346761521e-07,3.01789346761521e-07,0.000198464737161966,0.886431697171848,0.0425781595052943,0.0425781595052943,0.0426404926309264,0.872203188358485,-5.77463676934315e-07,-5.77463676934315e-07,-0.000379755541715376,0.217309094698289,0.872203188358485,NA,1
"stimuli/m5.jpg","stimuli/m2.jpg",1,"stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png",4,1,2,"stimuli/m5.jpg","Hand labour tool & accessory","stimuli/objects/metalbrush.jpg",1,4,1,0.994,4,"Hand labour tool & accessory",0.000379755541715376,0.748638741950976,5.77463676934315e-07,5.77463676934315e-07,0.0963309216553148,0.711545781396094,0.0960616484742953,0.0960616484742953,-0.000726649346003701,0.480971239937524,-1.10495715556854e-06,-1.10495715556854e-06,0.711545781396094,NA,1
"stimuli/m2.jpg","stimuli/m5.jpg",1,"stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png","stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png",2,0,2,"stimuli/m2.jpg","Hand labour tool & accessory","stimuli/objects/bungeecord02.jpg",1,3,0,1.002,3,"Outdoor activity & sport item",1.5771868163598e-07,1.5771868163598e-07,0.0001037200187227,0.463259688052428,0.0297904527058451,0.0297904527058451,0.0298132370577041,0.910605857530606,-3.01789346761521e-07,-3.01789346761521e-07,-0.000198464737161966,-0.886431697171848,0.910605857530606,NA,0
"stimuli/m2.jpg","stimuli/m5.jpg",2,"stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Electronic device & accessory.png",2,1,2,"stimuli/m5.jpg","Hand labour tool & accessory","stimuli/objects/weedwacker.jpg",1,2,1,0.702,2,"Hand labour tool & accessory",0.000198464737161966,0.868635633897372,3.01789346761521e-07,3.01789346761521e-07,0.0477699657962124,0.856829765691956,0.047700134255916,0.047700134255916,-0.000379755541715376,0.251361258049024,-5.77463676934315e-07,-5.77463676934315e-07,0.856829765691956,NA,1
"stimuli/m5.jpg","stimuli/m2.jpg",2,"stimuli/Electronic device & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png","stimuli/Hand labour tool & accessory.png",3,1,2,"stimuli/m2.jpg","Outdoor activity & sport item","stimuli/objects/toyhockeystick01.jpg",1,3,1,0.744,3,"Outdoor activity & sport item",8.24256482341918e-08,8.24256482341918e-08,5.42053083972189e-05,0.719493165382837,0.111437333979901,0.111437333979901,0.111481867831867,0.66564346420833,-1.5771868163598e-07,-1.5771868163598e-07,-0.0001037200187227,0.536740311947572,0.66564346420833,NA,1
"stimuli/m2.jpg","stimuli/m5.jpg",2,"stimuli/Outdoor activity & sport item.png","stimuli/Electronic device & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Hand labour tool & accessory.png",4,1,2,"stimuli/m5.jpg","Hand labour tool & accessory","stimuli/objects/hedgeshears.jpg",1,4,1,1.11,4,"Hand labour tool & accessory",0.0001037200187227,0.931347428734703,1.5771868163598e-07,1.5771868163598e-07,0.0317304858340414,0.904857041663029,0.031706236251465,0.031706236251465,-0.000198464737161966,0.131364366102628,-3.01789346761521e-07,-3.01789346761521e-07,0.904857041663029,NA,1
"stimuli/m2.jpg","stimuli/m5.jpg",2,"stimuli/Electronic device & accessory.png","stimuli/Hand labour tool & accessory.png","stimuli/Kitchen & utensil.png","stimuli/Outdoor activity & sport item.png",2,1,2,"stimuli/m5.jpg","Hand labour tool & accessory","stimuli/objects/caulking.jpg",1,2,1,0.664,2,"Hand labour tool & accessory",5.42053083972189e-05,0.964121354358346,8.24256482341918e-08,8.24256482341918e-08,0.0254224595482812,0.923752932461745,0.0254123039949869,0.0254123039949869,-0.0001037200187227,0.068652571265297,-1.5771868163598e-07,-1.5771868163598e-07,0.923752932461745,NA,1
