"","SubNum","character","response","respCat","corrCat","accuracy","cumAcc","cumAccBlock","cumAccbyChar","RT","trialNum","trialNbychar","listN","NfromChange","befAft","iCP","trialCond","image","recogAcc","confidence","association","RTrecog","corr_ans_assoc"
"15",1,"m2",2,"Outdoor activity & sport item","Outdoor activity & sport item",1,1,1,1,0.518,15,1,2,2,0,"beforeCP",1,"swimgoggles.jpg",1,4,NA,0.817,NA
"16",1,"m5",2,"Hand labour tool & accessory","Hand labour tool & accessory",1,1,1,1,0.913,16,1,2,4,0,"beforeCP",1,"adjustablewrench01b.jpg",NA,NA,NA,0.817,NA
"17",1,"m2",1,"Hand labour tool & accessory","Outdoor activity & sport item",0,0.666666666666667,0.666666666666667,0.5,1.119,17,2,2,6,0,"beforeCP",1,"patioumbrella.jpg",1,4,NA,0.897,NA
"18",1,"m2",1,"Outdoor activity & sport item","Outdoor activity & sport item",1,0.75,0.75,0.666666666666667,0.738,18,3,2,9,0,"beforeCP",1,"baseball01a.jpg",1,3,"left",0.828,1
"19",1,"m2",4,"Outdoor activity & sport item","Outdoor activity & sport item",1,0.8,0.8,0.75,0.978,19,4,2,10,0,"beforeCP",1,"bikehelmet.jpg",1,2,"left",1.065,1
"20",1,"m2",2,"Outdoor activity & sport item","Outdoor activity & sport item",1,0.833333333333333,0.833333333333333,0.8,0.954,20,5,2,11,0,"beforeCP",1,"canoepaddle02.jpg",1,4,"left",0.819,1
"21",1,"m5",1,"Electronic device & accessory","Hand labour tool & accessory",0,0.714285714285714,0.714285714285714,0.5,0.583,21,2,2,12,0,"beforeCP",1,"leafrake.jpg",NA,NA,NA,0.817,NA
"22",1,"m5",2,"Hand labour tool & accessory","Hand labour tool & accessory",1,0.75,0.75,0.666666666666667,1.262,22,3,2,13,0,"beforeCP",1,"lawnmower.jpg",NA,NA,NA,0.817,NA
"23",1,"m2",2,"Outdoor activity & sport item","Outdoor activity & sport item",1,0.777777777777778,0.777777777777778,0.833333333333333,1.416,23,6,2,14,0,"beforeCP",1,"reflector.jpg",1,4,NA,0.859,NA
"24",1,"m5",3,"Hand labour tool & accessory","Hand labour tool & accessory",1,0.8,0.8,0.75,1.069,24,4,2,17,0,"beforeCP",1,"pliers02b.jpg",1,2,NA,0.813,NA
"25",1,"m2",3,"Kitchen & utensil","Outdoor activity & sport item",0,0.727272727272727,0.727272727272727,0.714285714285714,1.099,25,7,2,19,0,"beforeCP",1,"boatmotor.jpg",1,3,NA,1.612,NA
"26",1,"m5",1,"Hand labour tool & accessory","Hand labour tool & accessory",1,0.75,0.75,0.8,0.653,26,5,2,20,0,"beforeCP",1,"drillbit03a.jpg",NA,NA,NA,0.817,NA
"27",1,"m2",3,"Outdoor activity & sport item","Outdoor activity & sport item",1,0.769230769230769,0.769230769230769,0.75,0.596,27,8,2,21,0,"beforeCP",1,"lifesaver.jpg",NA,NA,NA,0.817,NA
"28",1,"m5",1,"Electronic device & accessory","Hand labour tool & accessory",0,0.714285714285714,0.714285714285714,0.666666666666667,0.56,28,6,2,22,0,"beforeCP",1,"tape02a.jpg",NA,NA,NA,0.817,NA
"29",1,"m2",2,"Kitchen & utensil","Outdoor activity & sport item",0,0.666666666666667,0.666666666666667,0.666666666666667,0.838,29,9,2,23,0,"beforeCP",1,"ellipticalmachine.jpg",NA,NA,NA,0.817,NA
"30",1,"m5",3,"Hand labour tool & accessory","Hand labour tool & accessory",1,0.6875,0.6875,0.714285714285714,0.606,30,7,2,24,0,"beforeCP",1,"wheelbarrow01.jpg",1,3,"right",0.964,1
"31",1,"m5",1,"Hand labour tool & accessory","Hand labour tool & accessory",1,0.705882352941176,0.705882352941176,0.75,0.552,31,8,2,26,1,"beforeCP",1,"boltcutter.jpg",1,3,"left",0.911,0
"32",1,"m5",2,"Hand labour tool & accessory","Hand labour tool & accessory",1,0.722222222222222,0.722222222222222,0.777777777777778,0.651,32,9,2,27,1,"beforeCP",1,"gluetube.jpg",NA,NA,NA,0.817,NA
"33",1,"m2",3,"Electronic device & accessory","Outdoor activity & sport item",0,0.684210526315789,0.684210526315789,0.6,0.758,33,10,2,28,1,"beforeCP",1,"volleyball.jpg",1,1,NA,2.104,NA
"34",1,"m2",3,"Outdoor activity & sport item","Outdoor activity & sport item",1,0.7,0.7,0.636363636363636,1.592,34,11,2,29,1,"beforeCP",1,"sportbag.jpg",NA,NA,NA,0.817,NA
"35",1,"m2",2,"Outdoor activity & sport item","Outdoor activity & sport item",1,0.714285714285714,0.714285714285714,0.666666666666667,0.601,35,12,2,30,1,"beforeCP",1,"hockeygoaliemask.jpg",0,2,NA,0.972,NA
"36",1,"m5",4,"Hand labour tool & accessory","Hand labour tool & accessory",1,0.727272727272727,0.727272727272727,0.8,0.832,36,10,2,31,1,"beforeCP",1,"pressurewasher.jpg",1,2,"left",1.196,0
"37",1,"m5",1,"Hand labour tool & accessory","Hand labour tool & accessory",1,0.739130434782609,0.739130434782609,0.818181818181818,0.78,37,11,2,32,1,"beforeCP",1,"saw02b.jpg",1,2,NA,0.829,NA
"38",1,"m5",2,"Hand labour tool & accessory","Hand labour tool & accessory",1,0.75,0.75,0.833333333333333,0.641,38,12,2,34,1,"beforeCP",1,"wheel01.jpg",1,3,NA,1.695,NA
"39",1,"m5",2,"Hand labour tool & accessory","Hand labour tool & accessory",1,0.76,0.76,0.846153846153846,0.675,39,13,2,35,1,"beforeCP",1,"puttyknife.jpg",NA,NA,NA,0.817,NA
"40",1,"m2",4,"Hand labour tool & accessory","Outdoor activity & sport item",0,0.730769230769231,0.730769230769231,0.615384615384615,1.569,40,13,2,37,1,"beforeCP",1,"exercisebike.jpg",NA,NA,NA,0.817,NA
"41",1,"m2",2,"Outdoor activity & sport item","Outdoor activity & sport item",1,0.740740740740741,0.740740740740741,0.642857142857143,0.824,41,14,2,38,1,"beforeCP",1,"bikelock.jpg",NA,NA,NA,0.817,NA
"42",1,"m2",1,"Outdoor activity & sport item","Outdoor activity & sport item",1,0.75,0.75,0.666666666666667,1.024,42,15,2,39,1,"beforeCP",1,"bikepump01.jpg",1,2,"left",0.808,1
"43",1,"m2",2,"Outdoor activity & sport item","Outdoor activity & sport item",1,0.758620689655172,0.758620689655172,0.6875,1.359,43,16,2,40,1,"beforeCP",1,"propanetank01.jpg",NA,NA,NA,0.817,NA
"44",1,"m5",4,"Hand labour tool & accessory","Hand labour tool & accessory",1,0.766666666666667,0.766666666666667,0.857142857142857,0.994,44,14,2,41,1,"beforeCP",1,"metalbrush.jpg",1,3,NA,2.454,NA
"45",1,"m5",2,"Hand labour tool & accessory","Hand labour tool & accessory",1,0.774193548387097,0.774193548387097,0.866666666666667,0.702,45,15,2,43,1,"beforeCP",1,"weedwacker.jpg",1,3,"left",1.988,0
"46",1,"m2",3,"Outdoor activity & sport item","Outdoor activity & sport item",1,0.78125,0.78125,0.705882352941176,0.744,46,17,2,44,1,"beforeCP",1,"toyhockeystick01.jpg",1,2,NA,1.12,NA
"47",1,"m5",4,"Hand labour tool & accessory","Hand labour tool & accessory",1,0.787878787878788,0.787878787878788,0.875,1.11,47,16,2,45,1,"beforeCP",1,"hedgeshears.jpg",1,2,NA,0.711,NA
"48",1,"m5",2,"Hand labour tool & accessory","Hand labour tool & accessory",1,0.794117647058823,0.794117647058823,0.882352941176471,0.664,48,17,2,46,1,"beforeCP",1,"caulking.jpg",1,3,NA,0.907,NA
"49",1,"m2",4,"Outdoor activity & sport item","Outdoor activity & sport item",1,0.8,0.8,0.722222222222222,0.848,49,18,2,47,1,"beforeCP",1,"soccerball.jpg",1,3,NA,0.765,NA
"50",1,"m5",1,"Hand labour tool & accessory","Hand labour tool & accessory",1,0.805555555555555,0.805555555555555,0.888888888888889,0.76,50,18,2,48,1,"beforeCP",1,"axe01.jpg",1,3,"left",0.704,0
"51",1,"m5",3,"Electronic device & accessory","Kitchen & utensil",0,0.783783783783784,0,0,0.768,51,1,3,1,0,"afterCP",1,"toothpick02.jpg",1,4,NA,1.045,NA
"52",1,"m5",2,"Kitchen & utensil","Kitchen & utensil",1,0.789473684210526,0.5,0.5,0.835,52,2,3,2,0,"afterCP",1,"woodenspoon.jpg",1,4,"left",1.287,0
"53",1,"m5",2,"Outdoor activity & sport item","Kitchen & utensil",0,0.769230769230769,0.333333333333333,0.333333333333333,0.896,53,3,3,4,0,"afterCP",1,"gravyboat.jpg",NA,NA,NA,0.817,NA
"54",1,"m2",3,"Outdoor activity & sport item","Electronic device & accessory",0,0.75,0.25,0,0.975,54,1,3,5,0,"afterCP",1,"videocamera01a.jpg",NA,NA,NA,0.817,NA
"55",1,"m5",2,"Kitchen & utensil","Kitchen & utensil",1,0.75609756097561,0.4,0.5,0.707,55,4,3,6,0,"afterCP",1,"coffeepot03a.jpg",NA,NA,NA,0.817,NA
"56",1,"m2",1,"Electronic device & accessory","Electronic device & accessory",1,0.761904761904762,0.5,0.5,0.913,56,2,3,7,0,"afterCP",1,"filmnegative.jpg",1,4,NA,0.756,NA
"57",1,"m5",3,"Kitchen & utensil","Kitchen & utensil",1,0.767441860465116,0.571428571428571,0.6,0.902,57,5,3,8,0,"beforeCP",1,"dishrack.jpg",NA,NA,NA,0.817,NA
"58",1,"m5",3,"Kitchen & utensil","Kitchen & utensil",1,0.772727272727273,0.625,0.666666666666667,0.761,58,6,3,10,0,"beforeCP",1,"spatula04.jpg",NA,NA,NA,0.817,NA
"59",1,"m2",1,"Outdoor activity & sport item","Electronic device & accessory",0,0.755555555555556,0.555555555555556,0.333333333333333,1.483,59,3,3,12,0,"beforeCP",1,"usbcable01a.jpg",NA,NA,NA,0.817,NA
"60",1,"m2",4,"Electronic device & accessory","Electronic device & accessory",1,0.760869565217391,0.6,0.5,1.151,60,4,3,13,0,"beforeCP",1,"antenna.jpg",1,2,"left",1.245,1
"61",1,"m2",4,"Electronic device & accessory","Electronic device & accessory",1,0.765957446808511,0.636363636363636,0.6,0.906,61,5,3,15,0,"beforeCP",1,"ipad02.jpg",NA,NA,NA,0.817,NA
"62",1,"m2",4,"Electronic device & accessory","Electronic device & accessory",1,0.770833333333333,0.666666666666667,0.666666666666667,1.269,62,6,3,16,0,"beforeCP",1,"fanblades.jpg",1,3,"right",1.222,0
"63",1,"m2",2,"Electronic device & accessory","Electronic device & accessory",1,0.775510204081633,0.692307692307692,0.714285714285714,0.915,63,7,3,18,0,"beforeCP",1,"payphone.jpg",NA,NA,NA,0.817,NA
"64",1,"m5",4,"Kitchen & utensil","Kitchen & utensil",1,0.78,0.714285714285714,0.714285714285714,1.088,64,7,3,19,0,"beforeCP",1,"martiniglass01b.jpg",1,3,"left",1.325,0
"65",1,"m2",2,"Outdoor activity & sport item","Electronic device & accessory",0,0.764705882352941,0.666666666666667,0.625,0.895,65,8,3,20,0,"beforeCP",1,"satellitedish01.jpg",0,2,"left",1.194,1
"66",1,"m2",1,"Electronic device & accessory","Electronic device & accessory",1,0.769230769230769,0.6875,0.666666666666667,0.547,66,9,3,21,0,"beforeCP",1,"electricoutlet.jpg",1,3,"left",0.76,1
"67",1,"m5",2,"Kitchen & utensil","Kitchen & utensil",1,0.773584905660377,0.705882352941176,0.75,0.93,67,8,3,22,0,"beforeCP",1,"handmixer01d.jpg",1,1,"left",1.403,0
"68",1,"m5",4,"Kitchen & utensil","Kitchen & utensil",1,0.777777777777778,0.722222222222222,0.777777777777778,1.471,68,9,3,23,0,"beforeCP",1,"pitcher02b.jpg",1,3,NA,1.359,NA
"69",1,"m2",1,"Electronic device & accessory","Electronic device & accessory",1,0.781818181818182,0.736842105263158,0.7,0.77,69,10,3,24,0,"beforeCP",1,"nintendods.jpg",1,4,"left",1.104,1
"70",1,"m5",4,"Kitchen & utensil","Kitchen & utensil",1,0.785714285714286,0.75,0.8,0.963,70,10,3,25,1,"beforeCP",1,"shotglass.jpg",1,4,"left",1.543,0
"71",1,"m2",4,"Kitchen & utensil","Electronic device & accessory",0,0.771929824561403,0.714285714285714,0.636363636363636,0.987,71,11,3,27,1,"beforeCP",1,"cellphone.jpg",1,2,"right",2.122,0
"72",1,"m2",4,"Electronic device & accessory","Electronic device & accessory",1,0.775862068965517,0.727272727272727,0.666666666666667,1.37,72,12,3,28,1,"beforeCP",1,"vhstape.jpg",1,2,"right",1.035,0
"73",1,"m5",1,"Electronic device & accessory","Kitchen & utensil",0,0.76271186440678,0.695652173913043,0.727272727272727,0.787,73,11,3,31,1,"beforeCP",1,"butterknife.jpg",0,3,NA,1.066,NA
"74",1,"m2",3,"Outdoor activity & sport item","Electronic device & accessory",0,0.75,0.666666666666667,0.615384615384615,1.196,74,13,3,32,1,"beforeCP",1,"gps.jpg",1,3,"left",2.263,1
"75",1,"m5",2,"Electronic device & accessory","Kitchen & utensil",0,0.737704918032787,0.64,0.666666666666667,0.719,75,12,3,34,1,"beforeCP",1,"waterbottle03.jpg",1,3,"left",0.978,0
"76",1,"m5",2,"Kitchen & utensil","Kitchen & utensil",1,0.741935483870968,0.653846153846154,0.692307692307692,0.543,76,13,3,35,1,"beforeCP",1,"peeler01.jpg",NA,NA,NA,0.817,NA
"77",1,"m2",1,"Electronic device & accessory","Electronic device & accessory",1,0.746031746031746,0.666666666666667,0.642857142857143,0.413,77,14,3,36,1,"beforeCP",1,"dvdplayer.jpg",1,3,"right",1.071,0
"78",1,"m5",2,"Kitchen & utensil","Kitchen & utensil",1,0.75,0.678571428571428,0.714285714285714,0.674,78,14,3,37,1,"beforeCP",1,"tupperware03a.jpg",0,2,NA,0.916,NA
"79",1,"m5",3,"Kitchen & utensil","Kitchen & utensil",1,0.753846153846154,0.689655172413793,0.733333333333333,0.933,79,15,3,38,1,"beforeCP",1,"espressomachine.jpg",1,4,"right",1.113,1
"80",1,"m5",2,"Electronic device & accessory","Kitchen & utensil",0,0.742424242424242,0.666666666666667,0.6875,0.712,80,16,3,39,1,"beforeCP",1,"bowl02a.jpg",1,3,"right",1.086,1
"81",1,"m5",2,"Kitchen & utensil","Kitchen & utensil",1,0.746268656716418,0.67741935483871,0.705882352941176,1.118,81,17,3,40,1,"beforeCP",1,"towel01.jpg",1,4,NA,0.833,NA
"82",1,"m2",3,"Electronic device & accessory","Electronic device & accessory",1,0.75,0.6875,0.666666666666667,0.842,82,15,3,42,1,"beforeCP",1,"lightbulb01.jpg",0,2,"left",3.645,1
"83",1,"m2",4,"Electronic device & accessory","Electronic device & accessory",1,0.753623188405797,0.696969696969697,0.6875,0.904,83,16,3,43,1,"beforeCP",1,"outletadapter.jpg",NA,NA,NA,0.817,NA
"84",1,"m2",1,"Electronic device & accessory","Electronic device & accessory",1,0.757142857142857,0.705882352941176,0.705882352941176,1.011,84,17,3,44,1,"beforeCP",1,"securitycamera.jpg",1,4,NA,0.866,NA
"85",1,"m5",2,"Kitchen & utensil","Kitchen & utensil",1,0.76056338028169,0.714285714285714,0.722222222222222,0.686,85,18,3,45,1,"beforeCP",1,"funnel.jpg",1,3,"left",1.231,0
"86",1,"m2",2,"Outdoor activity & sport item","Electronic device & accessory",0,0.75,0.694444444444444,0.666666666666667,1.015,86,18,3,48,1,"beforeCP",1,"expansioncard.jpg",1,2,"right",2.135,0
"87",1,"m2",2,"Electronic device & accessory","Kitchen & utensil",0,0.73972602739726,0,0,1.303,87,1,4,2,0,"afterCP",1,"gasburner.jpg",1,3,"left",1.239,1
"88",1,"m2",1,"Hand labour tool & accessory","Kitchen & utensil",0,0.72972972972973,0,0,1.247,88,2,4,3,0,"afterCP",1,"cork02.jpg",1,4,"left",1.386,1
"89",1,"m2",2,"Kitchen & utensil","Kitchen & utensil",1,0.733333333333333,0.333333333333333,0.333333333333333,1.161,89,3,4,4,0,"afterCP",1,"hourglass.jpg",1,4,"right",1.032,0
"90",1,"m2",1,"Kitchen & utensil","Kitchen & utensil",1,0.736842105263158,0.5,0.5,0.613,90,4,4,5,0,"afterCP",1,"cleaver01.jpg",1,3,"left",1.471,1
"91",1,"m5",2,"Outdoor activity & sport item","Hand labour tool & accessory",0,0.727272727272727,0.4,0,0.646,91,1,4,6,0,"afterCP",1,"mallet01b.jpg",1,1,NA,1.044,NA
"92",1,"m5",2,"Hand labour tool & accessory","Hand labour tool & accessory",1,0.730769230769231,0.5,0.5,0.734,92,2,4,7,0,"afterCP",1,"hoe.jpg",1,3,"left",1.36,0
"93",1,"m2",3,"Kitchen & utensil","Kitchen & utensil",1,0.734177215189873,0.571428571428571,0.6,1.004,93,5,4,9,0,"beforeCP",1,"cookingpot.jpg",1,3,"left",1.086,1
"94",1,"m2",1,"Electronic device & accessory","Kitchen & utensil",0,0.725,0.5,0.5,0.569,94,6,4,11,0,"afterCP",1,"tray.jpg",1,3,"right",1.349,0
"95",1,"m5",4,"Hand labour tool & accessory","Hand labour tool & accessory",1,0.728395061728395,0.555555555555556,0.666666666666667,0.783,95,3,4,12,0,"beforeCP",1,"jumpercables.jpg",1,3,NA,1.274,NA
"96",1,"m5",4,"Hand labour tool & accessory","Hand labour tool & accessory",1,0.731707317073171,0.6,0.75,0.796,96,4,4,13,0,"beforeCP",1,"squeegee01b.jpg",NA,NA,NA,0.817,NA
"97",1,"m5",3,"Hand labour tool & accessory","Hand labour tool & accessory",1,0.734939759036145,0.636363636363636,0.8,0.893,97,5,4,14,0,"beforeCP",1,"painttray.jpg",NA,NA,NA,0.817,NA
"98",1,"m5",3,"Outdoor activity & sport item","Hand labour tool & accessory",0,0.726190476190476,0.583333333333333,0.666666666666667,1.064,98,6,4,17,0,"beforeCP",1,"rope03.jpg",1,3,"left",0.851,0
"99",1,"m2",2,"Hand labour tool & accessory","Kitchen & utensil",0,0.717647058823529,0.538461538461539,0.428571428571429,0.765,99,7,4,19,0,"afterCP",1,"watercooler.jpg",NA,NA,NA,0.817,NA
"100",1,"m5",4,"Hand labour tool & accessory","Hand labour tool & accessory",1,0.720930232558139,0.571428571428571,0.714285714285714,1.01,100,7,4,20,0,"beforeCP",1,"hammer01.jpg",1,3,NA,0.921,NA
"101",1,"m5",3,"Hand labour tool & accessory","Hand labour tool & accessory",1,0.724137931034483,0.6,0.75,1.049,101,8,4,21,0,"beforeCP",1,"jigsaw.jpg",0,2,"right",3.503,1
"102",1,"m5",1,"Hand labour tool & accessory","Hand labour tool & accessory",1,0.727272727272727,0.625,0.777777777777778,0.618,102,9,4,22,0,"beforeCP",1,"level03a.jpg",1,4,"left",1.324,0
"103",1,"m5",3,"Hand labour tool & accessory","Hand labour tool & accessory",1,0.730337078651685,0.647058823529412,0.8,0.54,103,10,4,23,0,"beforeCP",1,"toyhardhat.jpg",1,4,"right",0.89,1
"104",1,"m2",1,"Outdoor activity & sport item","Kitchen & utensil",0,0.722222222222222,0.611111111111111,0.375,1.158,104,8,4,24,0,"beforeCP",1,"jar02.jpg",NA,NA,NA,0.817,NA
"105",1,"m5",1,"Hand labour tool & accessory","Hand labour tool & accessory",1,0.725274725274725,0.631578947368421,0.818181818181818,0.939,105,11,4,25,1,"beforeCP",1,"drill01b.jpg",1,1,NA,1.473,NA
"106",1,"m2",3,"Kitchen & utensil","Kitchen & utensil",1,0.728260869565217,0.65,0.444444444444444,0.997,106,9,4,28,1,"beforeCP",1,"saladspinner.jpg",1,3,"right",1.198,0
"107",1,"m5",2,"Hand labour tool & accessory","Hand labour tool & accessory",1,0.731182795698925,0.666666666666667,0.833333333333333,0.968,107,12,4,29,1,"beforeCP",1,"knifesharpener.jpg",NA,NA,NA,0.817,NA
"108",1,"m2",4,"Kitchen & utensil","Kitchen & utensil",1,0.734042553191489,0.681818181818182,0.5,1.356,108,10,4,31,1,"beforeCP",1,"thermos.jpg",0,3,NA,2.535,NA
"109",1,"m2",3,"Outdoor activity & sport item","Kitchen & utensil",0,0.726315789473684,0.652173913043478,0.454545454545455,0.835,109,11,4,32,1,"beforeCP",1,"aluminiumfoil.jpg",NA,NA,NA,0.817,NA
"110",1,"m5",3,"Hand labour tool & accessory","Hand labour tool & accessory",1,0.729166666666667,0.666666666666667,0.846153846153846,0.869,110,13,4,33,1,"beforeCP",1,"wateringcan.jpg",0,4,NA,0.779,NA
"111",1,"m5",2,"Hand labour tool & accessory","Hand labour tool & accessory",1,0.731958762886598,0.68,0.857142857142857,0.893,111,14,4,34,1,"beforeCP",1,"gardenshears01a.jpg",1,3,"left",1.073,0
"112",1,"m2",1,"Kitchen & utensil","Kitchen & utensil",1,0.73469387755102,0.692307692307692,0.5,1,112,12,4,35,1,"beforeCP",1,"spoon01.jpg",0,1,NA,3.082,NA
"113",1,"m2",3,"Kitchen & utensil","Kitchen & utensil",1,0.737373737373737,0.703703703703704,0.538461538461539,1.068,113,13,4,36,1,"beforeCP",1,"corkscrew03a.jpg",1,2,NA,1.27,NA
"114",1,"m2",1,"Hand labour tool & accessory","Kitchen & utensil",0,0.73,0.678571428571428,0.5,0.833,114,14,4,37,1,"beforeCP",1,"bottlecap.jpg",NA,NA,NA,0.817,NA
"115",1,"m2",4,"Kitchen & utensil","Kitchen & utensil",1,0.732673267326733,0.689655172413793,0.533333333333333,0.819,115,15,4,38,1,"beforeCP",1,"pot01.jpg",1,1,NA,1.032,NA
"116",1,"m5",1,"Hand labour tool & accessory","Hand labour tool & accessory",1,0.735294117647059,0.7,0.866666666666667,0.647,116,15,4,39,1,"beforeCP",1,"gastank.jpg",NA,NA,NA,0.817,NA
"117",1,"m5",1,"Hand labour tool & accessory","Hand labour tool & accessory",1,0.737864077669903,0.709677419354839,0.875,0.523,117,16,4,40,1,"beforeCP",1,"stubbywrench01a.jpg",1,2,NA,0.925,NA
"118",1,"m2",1,"Kitchen & utensil","Kitchen & utensil",1,0.740384615384615,0.71875,0.5625,1.175,118,16,4,41,1,"beforeCP",1,"potatomasher03b.jpg",NA,NA,NA,0.817,NA
"119",1,"m2",3,"Kitchen & utensil","Kitchen & utensil",1,0.742857142857143,0.727272727272727,0.588235294117647,0.907,119,17,4,43,1,"beforeCP",1,"oven.jpg",1,4,"left",1.385,1
"120",1,"m5",4,"Electronic device & accessory","Hand labour tool & accessory",0,0.735849056603774,0.705882352941176,0.823529411764706,0.99,120,17,4,45,1,"beforeCP",1,"snowblower.jpg",1,2,"left",2.279,0
"121",1,"m5",3,"Outdoor activity & sport item","Hand labour tool & accessory",0,0.728971962616822,0.685714285714286,0.777777777777778,1.415,121,18,4,46,1,"beforeCP",1,"paintroller01.jpg",1,3,NA,0.952,NA
"122",1,"m2",3,"Electronic device & accessory","Kitchen & utensil",0,0.722222222222222,0.666666666666667,0.555555555555556,0.926,122,18,4,47,1,"beforeCP",1,"pastaspoon.jpg",1,4,"left",0.891,1
"123",1,"m2",1,"Kitchen & utensil","Outdoor activity & sport item",0,0.715596330275229,0,0,1.044,123,1,5,1,0,"afterCP",1,"badmintonracket.jpg",NA,NA,NA,0.817,NA
"124",1,"m2",1,"Electronic device & accessory","Outdoor activity & sport item",0,0.709090909090909,0,0,0.696,124,2,5,3,0,"afterCP",1,"shinpad.jpg",1,3,"left",5.293,1
"125",1,"m2",4,"Electronic device & accessory","Outdoor activity & sport item",0,0.702702702702703,0,0,1.113,125,3,5,4,0,"afterCP",1,"surfboard.jpg",0,1,NA,2.819,NA
"126",1,"m5",4,"Hand labour tool & accessory","Electronic device & accessory",0,0.696428571428571,0,0,0.804,126,1,5,5,0,"afterCP",1,"alarmclock01.jpg",1,1,NA,1.278,NA
"127",1,"m5",4,"Electronic device & accessory","Electronic device & accessory",1,0.699115044247788,0.2,0.5,1.049,127,2,5,8,0,"afterCP",1,"fan.jpg",1,4,NA,0.792,NA
"128",1,"m2",3,"Hand labour tool & accessory","Outdoor activity & sport item",0,0.692982456140351,0.166666666666667,0,0.916,128,4,5,9,0,"afterCP",1,"podium.jpg",1,4,"left",0.97,1
"129",1,"m2",3,"Outdoor activity & sport item","Outdoor activity & sport item",1,0.695652173913043,0.285714285714286,0.2,1.017,129,5,5,10,0,"afterCP",1,"iceskate.jpg",1,4,"right",0.817,0
"130",1,"m5",3,"Hand labour tool & accessory","Electronic device & accessory",0,0.689655172413793,0.25,0.333333333333333,0.602,130,3,5,11,0,"afterCP",1,"filmroll.jpg",NA,NA,NA,0.817,NA
"131",1,"m5",3,"Electronic device & accessory","Electronic device & accessory",1,0.692307692307692,0.333333333333333,0.5,1.341,131,4,5,13,0,"afterCP",1,"chandelier.jpg",1,3,NA,1.005,NA
"132",1,"m2",4,"Outdoor activity & sport item","Outdoor activity & sport item",1,0.694915254237288,0.4,0.333333333333333,0.972,132,6,5,14,0,"afterCP",1,"cooler01.jpg",1,2,"left",5.968,1
"133",1,"m5",1,"Electronic device & accessory","Electronic device & accessory",1,0.697478991596639,0.454545454545455,0.6,0.801,133,5,5,15,0,"afterCP",1,"lectern01.jpg",0,2,"left",1.832,0
"134",1,"m2",4,"Outdoor activity & sport item","Outdoor activity & sport item",1,0.7,0.5,0.428571428571429,0.834,134,7,5,16,0,"afterCP",1,"fishinghook03.jpg",NA,NA,NA,0.817,NA
"135",1,"m5",3,"Electronic device & accessory","Electronic device & accessory",1,0.702479338842975,0.538461538461539,0.666666666666667,1.131,135,6,5,17,0,"afterCP",1,"coffeemachine.jpg",NA,NA,NA,0.817,NA
"136",1,"m2",1,"Outdoor activity & sport item","Outdoor activity & sport item",1,0.704918032786885,0.571428571428571,0.5,0.608,136,8,5,18,0,"beforeCP",1,"kiddiepool.jpg",NA,NA,NA,0.817,NA
"137",1,"m2",3,"Outdoor activity & sport item","Outdoor activity & sport item",1,0.707317073170732,0.6,0.555555555555556,1.327,137,9,5,19,0,"beforeCP",1,"snowboard.jpg",1,1,NA,1.453,NA
"138",1,"m2",3,"Electronic device & accessory","Outdoor activity & sport item",0,0.701612903225806,0.5625,0.5,1.307,138,10,5,20,0,"beforeCP",1,"handgripper.jpg",1,4,NA,1.08,NA
"139",1,"m2",2,"Outdoor activity & sport item","Outdoor activity & sport item",1,0.704,0.588235294117647,0.545454545454545,0.609,139,11,5,21,0,"beforeCP",1,"hockeypuck.jpg",1,1,NA,1.4,NA
"140",1,"m2",1,"Outdoor activity & sport item","Outdoor activity & sport item",1,0.706349206349206,0.611111111111111,0.583333333333333,0.805,140,12,5,23,0,"beforeCP",1,"backpack01a.jpg",1,3,NA,0.925,NA
"141",1,"m5",4,"Electronic device & accessory","Electronic device & accessory",1,0.708661417322835,0.631578947368421,0.714285714285714,1.073,141,7,5,26,1,"beforeCP",1,"crocodileclips.jpg",1,2,NA,1.432,NA
"142",1,"m5",3,"Hand labour tool & accessory","Electronic device & accessory",0,0.703125,0.6,0.625,1.161,142,8,5,28,1,"beforeCP",1,"fluorescentlightbulb.jpg",0,3,NA,1.212,NA
"143",1,"m5",3,"Outdoor activity & sport item","Electronic device & accessory",0,0.697674418604651,0.571428571428571,0.555555555555556,0.983,143,9,5,31,1,"beforeCP",1,"ipod.jpg",1,1,NA,0.997,NA
"144",1,"m5",4,"Electronic device & accessory","Electronic device & accessory",1,0.7,0.590909090909091,0.6,1.05,144,10,5,32,1,"beforeCP",1,"telephone01b.jpg",1,3,NA,1.215,NA
"145",1,"m5",3,"Electronic device & accessory","Electronic device & accessory",1,0.702290076335878,0.608695652173913,0.636363636363636,0.904,145,11,5,33,1,"beforeCP",1,"slidetray.jpg",1,3,NA,1.035,NA
"146",1,"m5",4,"Electronic device & accessory","Electronic device & accessory",1,0.704545454545455,0.625,0.666666666666667,0.933,146,12,5,34,1,"beforeCP",1,"photocopier.jpg",1,2,"left",1.192,0
"147",1,"m5",3,"Electronic device & accessory","Electronic device & accessory",1,0.706766917293233,0.64,0.692307692307692,0.864,147,13,5,35,1,"beforeCP",1,"desktopcomputer.jpg",1,3,"left",1.6,0
