"SubNum","character","response","respCat","corrCat","accuracy","cumAcc","cumAccBlock","cumAccbyChar","RT","trialNum","trialNbychar","listN","NfromChange","befAft","iCP","trialCond","image"
"1","m5","1","Hand labour tool & accessory","Hand labour tool & accessory","1","0.739130434782609","0.739130434782609","0.818181818181818","0.78","37","11","2","32","1","beforeCP","1","saw02b.jpg"
"1","m5","2","Hand labour tool & accessory","Hand labour tool & accessory","1","0.75","0.75","0.833333333333333","0.641","38","12","2","34","1","beforeCP","1","wheel01.jpg"
"1","m5","2","Hand labour tool & accessory","Hand labour tool & accessory","1","0.76","0.76","0.846153846153846","0.675","39","13","2","35","1","beforeCP","1","puttyknife.jpg"
"1","m2","4","Hand labour tool & accessory","Outdoor activity & sport item","0","0.730769230769231","0.730769230769231","0.615384615384615","1.569","40","13","2","37","1","beforeCP","1","exercisebike.jpg"
"1","m2","2","Outdoor activity & sport item","Outdoor activity & sport item","1","0.740740740740741","0.740740740740741","0.642857142857143","0.824","41","14","2","38","1","beforeCP","1","bikelock.jpg"
"1","m2","1","Outdoor activity & sport item","Outdoor activity & sport item","1","0.75","0.75","0.666666666666667","1.024","42","15","2","39","1","beforeCP","1","bikepump01.jpg"
"1","m2","2","Outdoor activity & sport item","Outdoor activity & sport item","1","0.758620689655172","0.758620689655172","0.6875","1.359","43","16","2","40","1","beforeCP","1","propanetank01.jpg"
"1","m5","4","Hand labour tool & accessory","Hand labour tool & accessory","1","0.766666666666667","0.766666666666667","0.857142857142857","0.994","44","14","2","41","1","beforeCP","1","metalbrush.jpg"
"1","m5","2","Hand labour tool & accessory","Hand labour tool & accessory","1","0.774193548387097","0.774193548387097","0.866666666666667","0.702","45","15","2","43","1","beforeCP","1","weedwacker.jpg"
"1","m2","3","Outdoor activity & sport item","Outdoor activity & sport item","1","0.78125","0.78125","0.705882352941176","0.744","46","17","2","44","1","beforeCP","1","toyhockeystick01.jpg"
"1","m5","4","Hand labour tool & accessory","Hand labour tool & accessory","1","0.787878787878788","0.787878787878788","0.875","1.11","47","16","2","45","1","beforeCP","1","hedgeshears.jpg"
"1","m5","2","Hand labour tool & accessory","Hand labour tool & accessory","1","0.794117647058823","0.794117647058823","0.882352941176471","0.664","48","17","2","46","1","beforeCP","1","caulking.jpg"
"1","m2","4","Outdoor activity & sport item","Outdoor activity & sport item","1","0.8","0.8","0.722222222222222","0.848","49","18","2","47","1","beforeCP","1","soccerball.jpg"
"1","m5","1","Hand labour tool & accessory","Hand labour tool & accessory","1","0.805555555555555","0.805555555555555","0.888888888888889","0.76","50","18","2","48","1","beforeCP","1","axe01.jpg"
"1","m5","3","Electronic device & accessory","Kitchen & utensil","0","0.783783783783784","0","0","0.768","51","1","3","1","0","afterCP","1","toothpick02.jpg"
"1","m5","2","Kitchen & utensil","Kitchen & utensil","1","0.789473684210526","0.5","0.5","0.835","52","2","3","2","0","afterCP","1","woodenspoon.jpg"
"1","m5","2","Outdoor activity & sport item","Kitchen & utensil","0","0.769230769230769","0.333333333333333","0.333333333333333","0.896","53","3","3","4","0","afterCP","1","gravyboat.jpg"
"1","m2","3","Outdoor activity & sport item","Electronic device & accessory","0","0.75","0.25","0","0.975","54","1","3","5","0","afterCP","1","videocamera01a.jpg"
"1","m5","2","Kitchen & utensil","Kitchen & utensil","1","0.75609756097561","0.4","0.5","0.707","55","4","3","6","0","afterCP","1","coffeepot03a.jpg"
"1","m2","1","Electronic device & accessory","Electronic device & accessory","1","0.761904761904762","0.5","0.5","0.913","56","2","3","7","0","afterCP","1","filmnegative.jpg"
"1","m5","3","Kitchen & utensil","Kitchen & utensil","1","0.767441860465116","0.571428571428571","0.6","0.902","57","5","3","8","0","beforeCP","1","dishrack.jpg"
"1","m5","3","Kitchen & utensil","Kitchen & utensil","1","0.772727272727273","0.625","0.666666666666667","0.761","58","6","3","10","0","beforeCP","1","spatula04.jpg"
"1","m2","1","Outdoor activity & sport item","Electronic device & accessory","0","0.755555555555556","0.555555555555556","0.333333333333333","1.483","59","3","3","12","0","beforeCP","1","usbcable01a.jpg"
"1","m2","4","Electronic device & accessory","Electronic device & accessory","1","0.760869565217391","0.6","0.5","1.151","60","4","3","13","0","beforeCP","1","antenna.jpg"
"1","m2","4","Electronic device & accessory","Electronic device & accessory","1","0.765957446808511","0.636363636363636","0.6","0.906","61","5","3","15","0","beforeCP","1","ipad02.jpg"
"1","m2","4","Electronic device & accessory","Electronic device & accessory","1","0.770833333333333","0.666666666666667","0.666666666666667","1.269","62","6","3","16","0","beforeCP","1","fanblades.jpg"
"1","m2","2","Electronic device & accessory","Electronic device & accessory","1","0.775510204081633","0.692307692307692","0.714285714285714","0.915","63","7","3","18","0","beforeCP","1","payphone.jpg"
"1","m5","4","Kitchen & utensil","Kitchen & utensil","1","0.78","0.714285714285714","0.714285714285714","1.088","64","7","3","19","0","beforeCP","1","martiniglass01b.jpg"
"1","m2","2","Outdoor activity & sport item","Electronic device & accessory","0","0.764705882352941","0.666666666666667","0.625","0.895","65","8","3","20","0","beforeCP","1","satellitedish01.jpg"
"1","m2","1","Electronic device & accessory","Electronic device & accessory","1","0.769230769230769","0.6875","0.666666666666667","0.547","66","9","3","21","0","beforeCP","1","electricoutlet.jpg"
"1","m5","2","Kitchen & utensil","Kitchen & utensil","1","0.773584905660377","0.705882352941176","0.75","0.93","67","8","3","22","0","beforeCP","1","handmixer01d.jpg"
"1","m5","4","Kitchen & utensil","Kitchen & utensil","1","0.777777777777778","0.722222222222222","0.777777777777778","1.471","68","9","3","23","0","beforeCP","1","pitcher02b.jpg"
"1","m2","1","Electronic device & accessory","Electronic device & accessory","1","0.781818181818182","0.736842105263158","0.7","0.77","69","10","3","24","0","beforeCP","1","nintendods.jpg"
"1","m5","4","Kitchen & utensil","Kitchen & utensil","1","0.785714285714286","0.75","0.8","0.963","70","10","3","25","1","beforeCP","1","shotglass.jpg"
"1","m2","4","Kitchen & utensil","Electronic device & accessory","0","0.771929824561403","0.714285714285714","0.636363636363636","0.987","71","11","3","27","1","beforeCP","1","cellphone.jpg"
"1","m2","4","Electronic device & accessory","Electronic device & accessory","1","0.775862068965517","0.727272727272727","0.666666666666667","1.37","72","12","3","28","1","beforeCP","1","vhstape.jpg"
"1","m5","1","Electronic device & accessory","Kitchen & utensil","0","0.76271186440678","0.695652173913043","0.727272727272727","0.787","73","11","3","31","1","beforeCP","1","butterknife.jpg"
"1","m2","3","Outdoor activity & sport item","Electronic device & accessory","0","0.75","0.666666666666667","0.615384615384615","1.196","74","13","3","32","1","beforeCP","1","gps.jpg"
"1","m5","2","Electronic device & accessory","Kitchen & utensil","0","0.737704918032787","0.64","0.666666666666667","0.719","75","12","3","34","1","beforeCP","1","waterbottle03.jpg"
"1","m5","2","Kitchen & utensil","Kitchen & utensil","1","0.741935483870968","0.653846153846154","0.692307692307692","0.543","76","13","3","35","1","beforeCP","1","peeler01.jpg"
"1","m2","1","Electronic device & accessory","Electronic device & accessory","1","0.746031746031746","0.666666666666667","0.642857142857143","0.413","77","14","3","36","1","beforeCP","1","dvdplayer.jpg"
"1","m5","2","Kitchen & utensil","Kitchen & utensil","1","0.75","0.678571428571428","0.714285714285714","0.674","78","14","3","37","1","beforeCP","1","tupperware03a.jpg"
"1","m5","3","Kitchen & utensil","Kitchen & utensil","1","0.753846153846154","0.689655172413793","0.733333333333333","0.933","79","15","3","38","1","beforeCP","1","espressomachine.jpg"
"1","m5","2","Electronic device & accessory","Kitchen & utensil","0","0.742424242424242","0.666666666666667","0.6875","0.712","80","16","3","39","1","beforeCP","1","bowl02a.jpg"
"1","m5","2","Kitchen & utensil","Kitchen & utensil","1","0.746268656716418","0.67741935483871","0.705882352941176","1.118","81","17","3","40","1","beforeCP","1","towel01.jpg"
"1","m2","3","Electronic device & accessory","Electronic device & accessory","1","0.75","0.6875","0.666666666666667","0.842","82","15","3","42","1","beforeCP","1","lightbulb01.jpg"
"1","m2","4","Electronic device & accessory","Electronic device & accessory","1","0.753623188405797","0.696969696969697","0.6875","0.904","83","16","3","43","1","beforeCP","1","outletadapter.jpg"
"1","m2","1","Electronic device & accessory","Electronic device & accessory","1","0.757142857142857","0.705882352941176","0.705882352941176","1.011","84","17","3","44","1","beforeCP","1","securitycamera.jpg"
"1","m5","2","Kitchen & utensil","Kitchen & utensil","1","0.76056338028169","0.714285714285714","0.722222222222222","0.686","85","18","3","45","1","beforeCP","1","funnel.jpg"
"1","m2","2","Outdoor activity & sport item","Electronic device & accessory","0","0.75","0.694444444444444","0.666666666666667","1.015","86","18","3","48","1","beforeCP","1","expansioncard.jpg"
"1","m2","2","Electronic device & accessory","Kitchen & utensil","0","0.73972602739726","0","0","1.303","87","1","4","2","0","afterCP","1","gasburner.jpg"
"1","m2","1","Hand labour tool & accessory","Kitchen & utensil","0","0.72972972972973","0","0","1.247","88","2","4","3","0","afterCP","1","cork02.jpg"
"1","m2","2","Kitchen & utensil","Kitchen & utensil","1","0.733333333333333","0.333333333333333","0.333333333333333","1.161","89","3","4","4","0","afterCP","1","hourglass.jpg"
"1","m2","1","Kitchen & utensil","Kitchen & utensil","1","0.736842105263158","0.5","0.5","0.613","90","4","4","5","0","afterCP","1","cleaver01.jpg"
"1","m5","2","Outdoor activity & sport item","Hand labour tool & accessory","0","0.727272727272727","0.4","0","0.646","91","1","4","6","0","afterCP","1","mallet01b.jpg"
"1","m5","2","Hand labour tool & accessory","Hand labour tool & accessory","1","0.730769230769231","0.5","0.5","0.734","92","2","4","7","0","afterCP","1","hoe.jpg"
"1","m2","3","Kitchen & utensil","Kitchen & utensil","1","0.734177215189873","0.571428571428571","0.6","1.004","93","5","4","9","0","beforeCP","1","cookingpot.jpg"
"1","m2","1","Electronic device & accessory","Kitchen & utensil","0","0.725","0.5","0.5","0.569","94","6","4","11","0","afterCP","1","tray.jpg"
"1","m5","4","Hand labour tool & accessory","Hand labour tool & accessory","1","0.728395061728395","0.555555555555556","0.666666666666667","0.783","95","3","4","12","0","beforeCP","1","jumpercables.jpg"
"1","m5","4","Hand labour tool & accessory","Hand labour tool & accessory","1","0.731707317073171","0.6","0.75","0.796","96","4","4","13","0","beforeCP","1","squeegee01b.jpg"
"1","m5","3","Hand labour tool & accessory","Hand labour tool & accessory","1","0.734939759036145","0.636363636363636","0.8","0.893","97","5","4","14","0","beforeCP","1","painttray.jpg"
"1","m5","3","Outdoor activity & sport item","Hand labour tool & accessory","0","0.726190476190476","0.583333333333333","0.666666666666667","1.064","98","6","4","17","0","beforeCP","1","rope03.jpg"
"1","m2","2","Hand labour tool & accessory","Kitchen & utensil","0","0.717647058823529","0.538461538461539","0.428571428571429","0.765","99","7","4","19","0","afterCP","1","watercooler.jpg"
"1","m5","4","Hand labour tool & accessory","Hand labour tool & accessory","1","0.720930232558139","0.571428571428571","0.714285714285714","1.01","100","7","4","20","0","beforeCP","1","hammer01.jpg"
"1","m5","3","Hand labour tool & accessory","Hand labour tool & accessory","1","0.724137931034483","0.6","0.75","1.049","101","8","4","21","0","beforeCP","1","jigsaw.jpg"
"1","m5","1","Hand labour tool & accessory","Hand labour tool & accessory","1","0.727272727272727","0.625","0.777777777777778","0.618","102","9","4","22","0","beforeCP","1","level03a.jpg"
"1","m5","3","Hand labour tool & accessory","Hand labour tool & accessory","1","0.730337078651685","0.647058823529412","0.8","0.54","103","10","4","23","0","beforeCP","1","toyhardhat.jpg"
"1","m2","1","Outdoor activity & sport item","Kitchen & utensil","0","0.722222222222222","0.611111111111111","0.375","1.158","104","8","4","24","0","beforeCP","1","jar02.jpg"
"1","m5","1","Hand labour tool & accessory","Hand labour tool & accessory","1","0.725274725274725","0.631578947368421","0.818181818181818","0.939","105","11","4","25","1","beforeCP","1","drill01b.jpg"
"1","m2","3","Kitchen & utensil","Kitchen & utensil","1","0.728260869565217","0.65","0.444444444444444","0.997","106","9","4","28","1","beforeCP","1","saladspinner.jpg"
"1","m5","2","Hand labour tool & accessory","Hand labour tool & accessory","1","0.731182795698925","0.666666666666667","0.833333333333333","0.968","107","12","4","29","1","beforeCP","1","knifesharpener.jpg"
"1","m2","4","Kitchen & utensil","Kitchen & utensil","1","0.734042553191489","0.681818181818182","0.5","1.356","108","10","4","31","1","beforeCP","1","thermos.jpg"
"1","m2","3","Outdoor activity & sport item","Kitchen & utensil","0","0.726315789473684","0.652173913043478","0.454545454545455","0.835","109","11","4","32","1","beforeCP","1","aluminiumfoil.jpg"
"1","m5","3","Hand labour tool & accessory","Hand labour tool & accessory","1","0.729166666666667","0.666666666666667","0.846153846153846","0.869","110","13","4","33","1","beforeCP","1","wateringcan.jpg"
"1","m5","2","Hand labour tool & accessory","Hand labour tool & accessory","1","0.731958762886598","0.68","0.857142857142857","0.893","111","14","4","34","1","beforeCP","1","gardenshears01a.jpg"
"1","m2","1","Kitchen & utensil","Kitchen & utensil","1","0.73469387755102","0.692307692307692","0.5","1","112","12","4","35","1","beforeCP","1","spoon01.jpg"
"1","m2","3","Kitchen & utensil","Kitchen & utensil","1","0.737373737373737","0.703703703703704","0.538461538461539","1.068","113","13","4","36","1","beforeCP","1","corkscrew03a.jpg"
"1","m2","1","Hand labour tool & accessory","Kitchen & utensil","0","0.73","0.678571428571428","0.5","0.833","114","14","4","37","1","beforeCP","1","bottlecap.jpg"
"1","m2","4","Kitchen & utensil","Kitchen & utensil","1","0.732673267326733","0.689655172413793","0.533333333333333","0.819","115","15","4","38","1","beforeCP","1","pot01.jpg"
"1","m5","1","Hand labour tool & accessory","Hand labour tool & accessory","1","0.735294117647059","0.7","0.866666666666667","0.647","116","15","4","39","1","beforeCP","1","gastank.jpg"
"1","m5","1","Hand labour tool & accessory","Hand labour tool & accessory","1","0.737864077669903","0.709677419354839","0.875","0.523","117","16","4","40","1","beforeCP","1","stubbywrench01a.jpg"
"1","m2","1","Kitchen & utensil","Kitchen & utensil","1","0.740384615384615","0.71875","0.5625","1.175","118","16","4","41","1","beforeCP","1","potatomasher03b.jpg"
"1","m2","3","Kitchen & utensil","Kitchen & utensil","1","0.742857142857143","0.727272727272727","0.588235294117647","0.907","119","17","4","43","1","beforeCP","1","oven.jpg"
"1","m5","4","Electronic device & accessory","Hand labour tool & accessory","0","0.735849056603774","0.705882352941176","0.823529411764706","0.99","120","17","4","45","1","beforeCP","1","snowblower.jpg"
"1","m5","3","Outdoor activity & sport item","Hand labour tool & accessory","0","0.728971962616822","0.685714285714286","0.777777777777778","1.415","121","18","4","46","1","beforeCP","1","paintroller01.jpg"
"1","m2","3","Electronic device & accessory","Kitchen & utensil","0","0.722222222222222","0.666666666666667","0.555555555555556","0.926","122","18","4","47","1","beforeCP","1","pastaspoon.jpg"
"1","m2","1","Kitchen & utensil","Outdoor activity & sport item","0","0.715596330275229","0","0","1.044","123","1","5","1","0","afterCP","1","badmintonracket.jpg"
"1","m2","1","Electronic device & accessory","Outdoor activity & sport item","0","0.709090909090909","0","0","0.696","124","2","5","3","0","afterCP","1","shinpad.jpg"
"1","m2","4","Electronic device & accessory","Outdoor activity & sport item","0","0.702702702702703","0","0","1.113","125","3","5","4","0","afterCP","1","surfboard.jpg"
"1","m5","4","Hand labour tool & accessory","Electronic device & accessory","0","0.696428571428571","0","0","0.804","126","1","5","5","0","afterCP","1","alarmclock01.jpg"
"1","m5","4","Electronic device & accessory","Electronic device & accessory","1","0.699115044247788","0.2","0.5","1.049","127","2","5","8","0","afterCP","1","fan.jpg"
"1","m2","3","Hand labour tool & accessory","Outdoor activity & sport item","0","0.692982456140351","0.166666666666667","0","0.916","128","4","5","9","0","afterCP","1","podium.jpg"
"1","m2","3","Outdoor activity & sport item","Outdoor activity & sport item","1","0.695652173913043","0.285714285714286","0.2","1.017","129","5","5","10","0","afterCP","1","iceskate.jpg"
"1","m5","3","Hand labour tool & accessory","Electronic device & accessory","0","0.689655172413793","0.25","0.333333333333333","0.602","130","3","5","11","0","afterCP","1","filmroll.jpg"
"1","m5","3","Electronic device & accessory","Electronic device & accessory","1","0.692307692307692","0.333333333333333","0.5","1.341","131","4","5","13","0","afterCP","1","chandelier.jpg"
"1","m2","4","Outdoor activity & sport item","Outdoor activity & sport item","1","0.694915254237288","0.4","0.333333333333333","0.972","132","6","5","14","0","afterCP","1","cooler01.jpg"
"1","m5","1","Electronic device & accessory","Electronic device & accessory","1","0.697478991596639","0.454545454545455","0.6","0.801","133","5","5","15","0","afterCP","1","lectern01.jpg"
"1","m2","4","Outdoor activity & sport item","Outdoor activity & sport item","1","0.7","0.5","0.428571428571429","0.834","134","7","5","16","0","afterCP","1","fishinghook03.jpg"
"1","m5","3","Electronic device & accessory","Electronic device & accessory","1","0.702479338842975","0.538461538461539","0.666666666666667","1.131","135","6","5","17","0","afterCP","1","coffeemachine.jpg"
"1","m2","1","Outdoor activity & sport item","Outdoor activity & sport item","1","0.704918032786885","0.571428571428571","0.5","0.608","136","8","5","18","0","beforeCP","1","kiddiepool.jpg"
"1","m2","3","Outdoor activity & sport item","Outdoor activity & sport item","1","0.707317073170732","0.6","0.555555555555556","1.327","137","9","5","19","0","beforeCP","1","snowboard.jpg"
"1","m2","3","Electronic device & accessory","Outdoor activity & sport item","0","0.701612903225806","0.5625","0.5","1.307","138","10","5","20","0","beforeCP","1","handgripper.jpg"
"1","m2","2","Outdoor activity & sport item","Outdoor activity & sport item","1","0.704","0.588235294117647","0.545454545454545","0.609","139","11","5","21","0","beforeCP","1","hockeypuck.jpg"
"1","m2","1","Outdoor activity & sport item","Outdoor activity & sport item","1","0.706349206349206","0.611111111111111","0.583333333333333","0.805","140","12","5","23","0","beforeCP","1","backpack01a.jpg"
"1","m5","4","Electronic device & accessory","Electronic device & accessory","1","0.708661417322835","0.631578947368421","0.714285714285714","1.073","141","7","5","26","1","beforeCP","1","crocodileclips.jpg"
"1","m5","3","Hand labour tool & accessory","Electronic device & accessory","0","0.703125","0.6","0.625","1.161","142","8","5","28","1","beforeCP","1","fluorescentlightbulb.jpg"
"1","m5","3","Outdoor activity & sport item","Electronic device & accessory","0","0.697674418604651","0.571428571428571","0.555555555555556","0.983","143","9","5","31","1","beforeCP","1","ipod.jpg"
"1","m5","4","Electronic device & accessory","Electronic device & accessory","1","0.7","0.590909090909091","0.6","1.05","144","10","5","32","1","beforeCP","1","telephone01b.jpg"
"1","m5","3","Electronic device & accessory","Electronic device & accessory","1","0.702290076335878","0.608695652173913","0.636363636363636","0.904","145","11","5","33","1","beforeCP","1","slidetray.jpg"
"1","m5","4","Electronic device & accessory","Electronic device & accessory","1","0.704545454545455","0.625","0.666666666666667","0.933","146","12","5","34","1","beforeCP","1","photocopier.jpg"
"1","m5","3","Electronic device & accessory","Electronic device & accessory","1","0.706766917293233","0.64","0.692307692307692","0.864","147","13","5","35","1","beforeCP","1","desktopcomputer.jpg"
"1","m2","3","Outdoor activity & sport item","Outdoor activity & sport item","1","0.708955223880597","0.653846153846154","0.615384615384615","0.901","148","13","5","36","1","beforeCP","1","bikewheel.jpg"
"1","m5","3","Electronic device & accessory","Electronic device & accessory","1","0.711111111111111","0.666666666666667","0.714285714285714","0.923","149","14","5","37","1","beforeCP","1","fuse.jpg"
"1","m2","3","Outdoor activity & sport item","Outdoor activity & sport item","1","0.713235294117647","0.678571428571428","0.642857142857143","0.679","150","14","5","38","1","beforeCP","1","poolnet.jpg"
"1","m5","3","Electronic device & accessory","Electronic device & accessory","1","0.715328467153285","0.689655172413793","0.733333333333333","1.072","151","15","5","39","1","beforeCP","1","floppydisk02a.jpg"
"1","m2","2","Outdoor activity & sport item","Outdoor activity & sport item","1","0.717391304347826","0.7","0.666666666666667","0.957","152","15","5","40","1","beforeCP","1","hockeygoaliepad.jpg"
"1","m2","1","Outdoor activity & sport item","Outdoor activity & sport item","1","0.719424460431655","0.709677419354839","0.6875","1.027","153","16","5","41","1","beforeCP","1","skihelmet01.jpg"
"1","m2","2","Outdoor activity & sport item","Outdoor activity & sport item","1","0.721428571428571","0.71875","0.705882352941176","0.739","154","17","5","42","1","beforeCP","1","anchor.jpg"
"1","m5","1","Electronic device & accessory","Electronic device & accessory","1","0.723404255319149","0.727272727272727","0.75","0.91","155","16","5","43","1","beforeCP","1","carantenna.jpg"
"1","m2","4","Outdoor activity & sport item","Outdoor activity & sport item","1","0.725352112676056","0.735294117647059","0.722222222222222","0.803","156","18","5","44","1","beforeCP","1","fishingrod.jpg"
"1","m5","1","Electronic device & accessory","Electronic device & accessory","1","0.727272727272727","0.742857142857143","0.764705882352941","0.652","157","17","5","45","1","beforeCP","1","lamp04a.jpg"
"1","m5","4","Electronic device & accessory","Electronic device & accessory","1","0.729166666666667","0.75","0.777777777777778","0.932","158","18","5","46","1","beforeCP","1","extensioncord.jpg"
"2","m5","2","Hand labour tool & accessory","Hand labour tool & accessory","1","1","1","1","1.431","1","1","0","1","0","beforeCP","1","handrake01a.jpg"
"2","m5","4","Hand labour tool & accessory","Hand labour tool & accessory","1","1","1","1","2.615","2","2","0","2","0","beforeCP","1","jumpingjack.jpg"
"2","m2","3","Outdoor activity & sport item","Outdoor activity & sport item","1","1","1","1","1.338","3","1","0","3","0","beforeCP","1","racquetballracket.jpg"
"2","m2","4","Outdoor activity & sport item","Outdoor activity & sport item","1","1","1","1","1.232","4","2","0","4","0","beforeCP","1","racquetballracket.jpg"
"2","m2","1","Outdoor activity & sport item","Outdoor activity & sport item","1","1","1","1","1.42","5","3","0","5","0","beforeCP","1","crosscountryski.jpg"
"2","m2","1","Outdoor activity & sport item","Outdoor activity & sport item","1","1","1","1","0.787","6","4","0","6","0","beforeCP","1","crosscountryski.jpg"
