"simAlpha","fitAlpha","simBeta","fitBeta","simEta","fitEta","BIC"
0.25,1,1,1,0.25,0.425373041341999,272.989566513408
0.25,0.498943913352149,1,1.59554044065867,0.5,0.028803849673933,266.247875137701
0.25,1,1,1.2241810784719,0.5,0.457954238357313,266.983000730089
0.25,0,1,1,0.75,1,273.73308858938
0.25,0.123423171663712,1,3.33735720819015,0,0,261.755558525671
0.25,0,1,1.97106162540049,0.25,0.323437056985277,269.286202156589
0.25,0,1,1.06389833833875,1,0.948482340292622,271.696453047539
0.25,0,1,1.96286012776414,0.75,0.0157061913190004,270.302621124181
0.25,0.799521185570116,1,1,0.5,0.397815968026627,277.617617840267
0.25,0.266735132894111,1,2.24467398561944,1,1,266.952398668569
0.25,0,1,1,0.75,0.312951224182144,274.971521403823
0.25,0,1,1,1,0.94090917912334,280.127223586032
0.25,0.199727192000132,5.75,7.26492867579083,0,0.00580218712338803,157.827483052859
0.25,0.20348740425155,5.75,6.87599091749166,0,0,170.31077497249
0.25,0.677337422660609,5.75,6.58611686445283,0.25,0.352423095270065,133.769581315158
0.25,0.124052244114282,5.75,6.74276891281884,0,0,221.621674056648
0.25,0.0646987042056639,5.75,5.29594837341991,0.5,0.709410414623427,115.824307447873
0.25,0.102416022193124,5.75,6.97998913808653,0.25,0.199557114413381,112.656384837237
0.25,0,5.75,7.2965431703101,0.25,0.324219351403606,134.768634780246
0.25,0.513938634408278,5.75,7.41206673681359,0.5,0.56489209906847,149.678652474198
0.25,0.477015938746568,5.75,4.91371420230643,0.75,0.643049963902236,193.377319347351
0.25,0,5.75,5.02449064788361,0.75,0.828843869391925,187.099253389966
0.25,0,5.75,6.79383948269723,1,0.95924173863374,162.950076600498
0.25,0.639528435940112,5.75,5.73699999114397,0.5,0.518966722617256,112.025128739833
0.25,0.251142339461904,5.75,5.78629329974292,0.75,0.856815708440671,179.704246529263
0.25,0.209054423256217,10.5,10,0,0,126.391699309546
0.25,0.864352837914578,5.75,5.13177776537785,1,0.990622686509588,228.797384270671
0.25,0.218180821633521,5.75,5.66855648879738,1,1,194.883210012887
0.25,0.141599996001493,10.5,10,0.25,0.363880077471123,122.509719113502
0.25,0.158671221400955,10.5,8.34017149554625,0,0.343113587651276,140.736962746197
0.25,0.464151364097752,10.5,10,0.5,0.583444943028616,145.407878188703
0.25,0.250948808927759,10.5,10,0.25,0.152771318234032,115.037652578183
0.25,0.290388978219125,10.5,9.11207076765523,0,0,92.1812631735689
0.25,0.112929132598988,10.5,9.84043177862043,0.75,0.797283522096547,184.02198701972
0.25,0.726871244776997,10.5,10,0.25,0.281995847515172,77.6907510649642
0.25,0,10.5,10,0.5,0.519822572539932,132.596232360478
0.25,0,10.5,10,0.5,0.553829527463573,71.9908356132588
0.25,0.347687335420472,10.5,8.57238597683079,1,0.995770003350507,236.447658846175
0.25,1,10.5,10,0.75,0.676177007099169,70.7988262613279
0.25,0.131609470274258,10.5,10,0.75,0.811111816294573,63.5780176007348
0.25,0.515331517536388,10.5,10,1,0.966998962155275,98.0509689232334
0.25,0.367591878900403,10.5,10,1,0.997776902651073,187.016250340767
0.25,0.297857428439023,15.25,10,0,0,92.1301806375693
0.25,0.242990577636671,15.25,10,0,0.00335100309013963,65.3352202693917
0.25,0.244075264556157,15.25,10,0,0,114.974363101438
0.25,0.42041318039212,15.25,10,0.25,0.239650317221893,79.4346338350693
0.25,0.340554186733761,15.25,10,0.25,0.192080466234239,89.9282493562128
0.25,0.0980356431971104,15.25,10,0.25,0.114734575561302,118.623062323218
0.25,0.51038736212952,15.25,10,0.5,0.447442837872479,73.778084334636
0.25,0.673365856560371,15.25,10,0.5,0.401685612813335,140.270889511437
0.25,1,15.25,10,0.5,0.57579354189254,63.4827855584013
0.25,0.434307661034806,15.25,10,0.75,0.583812089968248,113.943609060876
0.25,0.495316434834298,15.25,10,0.75,0.572950835050949,143.662647175559
0.25,0.600078152037421,15.25,10,0.75,0.638062611819733,72.1655262713284
0.25,0.252641277075439,15.25,10,1,0.998032408315651,227.653888015887
0.25,0.0778104937226724,15.25,10,1,0.99195848168486,180.219760861108
0.25,0.54212762337815,15.25,10,1,0.974486211179276,114.447745294667
0.25,0.677817232995665,20,10,0,0.0503580248013113,99.6961063450236
0.25,0.61148942936762,20,10,0,0.0603702979897772,88.5647239509896
0.25,0.389600298481995,20,10,0,0,104.435942726787
0.25,0.506960837102197,20,10,0.25,0.219215910198331,60.9638459533792
0.25,0.391355149602057,20,10,0.25,0.204143671747414,89.7369464612718
0.25,0.588065932465259,20,10,0.25,0.03198228189899,183.917479816009
0.25,0.591977150127616,20,10,0.5,0.232144391102839,78.6288189796907
0.25,0.342931873805121,20,10,0.75,0.495748111520195,108.76323813745
0.25,0.494673234848422,20,10,0.5,0.234946703021994,151.389050548094
0.25,0.41670454278852,20,10,0.5,0.281585862852595,98.8233861851557
0.25,0.19121915104178,20,10,0.75,0.676855975391458,130.610899459291
0.25,0.411524538306125,20,10,1,0.992939673680188,149.412012858554
0.25,0,20,10,0.75,0.607982031170412,134.384110313978
0.25,1,20,10,1,1,83.0392395198206
0.25,0.206602018181146,20,10,1,0.994209517804399,175.551433026499
0.5,1,1,1.35752895320151,0,0.564507368774929,274.90288911951
0.5,1,1,1,0.25,0.565345399332415,272.6105535418
0.5,0,1,1.15047867239533,0.5,0.420135720837454,270.415216902946
0.5,0,1,2.116523857161,0,0.0119103446912239,271.573353115231
0.5,1,1,1,0,0.00240157252775918,271.254509570217
0.5,1,1,1,0.75,1,265.867248293172
0.5,1,1,1.11562248074153,0.25,0.564752814733188,272.909944180607
0.5,0.422086850209874,1,2.76011532414328,1,0.906722336021972,267.341508018213
0.5,0,1,1.93503312471908,0.5,0.575599089106336,264.088995277592
0.5,0.0533098138284829,1,1.13128639491516,0.25,0.0382033621059376,271.15628634207
0.5,1,1,1,0.75,1,278.67673832607
0.5,1,5.75,5.7277853773868,0,0.0578525120557897,135.2645291556
0.5,0,1,1,0.5,0.513273777530098,275.83159675608
0.5,1,1,1.98199012497537,1,0.402373288498038,257.129630754705
0.5,0.539629066876324,5.75,5.03360341111829,0.25,0.329761263158456,149.704609026215
0.5,0,1,1.28085092471194,0.75,0.181946307948409,275.3760665985
0.5,0.753187432026356,5.75,6.68607920354657,0.5,0.164920000021388,179.365608756197
0.5,0.895602183618014,1,1.16980464380621,1,0.916067374422417,260.063047978877
0.5,0.591158887010196,5.75,5.97386606723389,0,0.00774936222297342,132.546102224276
0.5,0.141224291767112,5.75,4.01759820656425,0.75,0.61384800724188,225.685654374447
0.5,0.449364374688827,5.75,5.75038247862326,0,0,168.805870494043
0.5,0.549523961494331,5.75,5.98119125502654,1,1,223.727740424419
0.5,1,5.75,5.28500810230596,0.25,0.126720889761999,155.235960618998
0.5,0.211949114630732,5.75,8.51993827218985,0.25,0.050977959148665,109.230113701953
0.5,0,5.75,5.5739063734683,0.5,0.615040447166148,173.282903607582
0.5,0.767091959496761,5.75,4.93752159270601,0.5,0.643892361013071,186.484129505398
0.5,1,5.75,4.32008390314942,0.75,0.759426756737097,195.970640672456
0.5,1,5.75,7.33293165653464,0.75,0.609164209469242,142.960697086417
0.5,1,5.75,5.75843479432844,1,0.962315865211463,179.079087511462
0.5,0.703136859533429,5.75,7.4941579021417,1,1,255.361044108395
0.5,0.622195119925477,10.5,10,0,0.00420137454135165,94.8720527787771
0.5,0.750788762104354,10.5,8.69440817466588,0,0.0217873472101022,89.7945066188747
0.5,0.567188929551264,10.5,9.35750615805874,0,0.00561729566844666,107.998674946083
0.5,0.82166308465873,10.5,10,0.25,0.0412655648315941,98.2250854988081
0.5,0.465803994038182,10.5,10,0.25,0.234003703274585,105.455094014917
0.5,0.506826623535703,10.5,10,0.25,0.00730814003536222,93.6555307237948
0.5,0.696287303986849,10.5,10,0.5,0.664824984510768,106.731631050539
0.5,0.619503506811263,10.5,10,0.5,0.585353225297096,100.219077310084
0.5,0.497224454980587,10.5,10,0.75,0.706535414686287,73.4568388384771
0.5,0.632418445245139,10.5,10,0.75,0.833923928484168,153.994924031848
0.5,0.391774082597231,10.5,9.429771590394,0.5,0.508478311693144,123.847612226366
0.5,0.184187506719103,10.5,10,1,1,131.40135351162
0.5,0.541732042295898,10.5,10,1,1,118.237476632022
0.5,1,15.25,10,0,0.046093622093515,88.5270989567232
0.5,0.00509739684674073,10.5,9.69188011032335,0.75,0.769439984434857,184.815981978972
0.5,0.377843865603549,15.25,10,0,0.276599841752993,47.6206860541701
0.5,0.539986764179064,15.25,10,0.25,0.219954638968674,89.6751410307126
0.5,0.567074628802983,15.25,10,0.25,0.322351922248354,99.0858636217645
0.5,0.656907388973583,15.25,10,0.5,0.337722718143185,157.535183268879
0.5,0.205843529812188,10.5,8.24273367669821,1,0.969099624305436,143.312514628532
0.5,0.275708908268513,15.25,10,0.5,0.379935600022028,74.2504461722926
0.5,1,15.25,10,0.75,0.790614268107252,136.344871302878
0.5,0.755466824588892,15.25,10,0.75,0.646456348778483,123.20974647621
0.5,0.136967378062021,15.25,6.2686442244336,0,0.529757160869149,142.146552760603
0.5,0.341142369432479,15.25,10,1,1,213.663623271156
0.5,0.556446409670088,15.25,10,1,1,241.669310265055
0.5,1,15.25,10,0.25,0.215454076260203,58.3490597184755
0.5,0.681002452326926,20,10,0,0.460890304515946,81.770210809831
0.5,1,15.25,10,0.5,0.479780793675164,73.8732837652014
0.5,0.619363719675109,20,10,0,0.0121888562075859,82.4889195825717
0.5,0.51376533329927,15.25,10,0.75,0.705520044963422,194.305455085943
0.5,0.824695942506746,20,10,0.25,0.0842064699660407,108.801132502014
0.5,0.199626925170017,15.25,10,1,1,183.878651527019
0.5,0.894563210401212,20,10,0.25,0.234450931034426,71.135038750584
0.5,0.533531499956463,20,10,0.5,0.497149115632116,155.400793755524
0.5,0.573693577370506,20,10,0,0.448729332414539,70.2939934075273
0.5,0.461059307108568,20,10,0.5,0.435221158207767,79.7583300981091
0.5,0.719030155945359,20,10,0.75,0.694870643190885,129.477415855463
0.5,0.511474753300512,20,10,0.75,0.523854696375897,88.3238532613708
0.5,0.928845982906462,20,10,0.25,0.179754982543587,80.2290677744401
0.5,0.323463964045897,20,10,1,1,188.970046500564
0.5,1,20,10,0.5,0.440646669291887,66.6908912970167
0.5,0.526891545314648,20,10,1,0.996585761471975,130.952227802443
0.75,0.719469920682556,1,1.71157975635576,0,0,249.074803380757
0.75,0.67492485939333,1,1.02065277308904,0,0,267.66296615442
0.5,0.0815517130061808,20,10,0.75,0.661861053982823,98.1143914764441
0.75,0,1,1,0.25,0.194404598267534,278.624058493713
0.5,0.284428691523403,20,10,1,0.966185295421052,191.787962010838
0.75,0,1,1.98435275526526,0.5,0.0170402773604052,271.631995259289
0.75,1,1,1.41797123108024,0.25,0.0865552175404379,263.433050964117
0.75,0.326894094132457,1,1,0,0.0822017221042333,277.639952005252
0.75,1,1,1.23754940481079,0.75,0.13311983614785,274.824002375789
0.75,0.68924301341363,1,1.01479557558682,0.5,0,270.807168632481
0.75,0.0273931993225337,1,1.95933888678696,0.25,0.0764551456630867,259.533187367294
0.75,0.677057251945537,1,1,0.75,0,275.590170252535
0.75,0.0383951036530677,1,1.29131055384838,1,0.0559994695513825,270.007838971106
0.75,0,1,1.34650567854896,0.5,1,276.44203063946
0.75,0.543722470796681,1,1.38856720100064,1,0.185860255146003,269.719270451206
0.75,0,1,1,0.75,0.521397515512286,279.436528058455
0.75,0,1,1.49346323727898,1,1,259.346502686279
0.75,0.757571887493589,5.75,5.6680486930655,0,0,165.524232254413
0.75,0.44429226285768,5.75,5.83073938931277,0.25,0.377486528740995,163.415145216965
0.75,0.492601668802723,5.75,6.38271703760262,0.5,0.438462708189683,142.219373990496
0.75,0.876250909566602,5.75,4.66697731939378,0,0.00771483740552527,173.790636348561
0.75,0.978400191331328,5.75,7.79233583754391,0,0.00332880642203585,167.031517136349
0.75,0,5.75,6.56766641770524,0.75,0.210481681662143,148.515626030909
0.75,0.756000165303705,5.75,9.30398190251509,0.25,0.320225620650839,175.73377775158
0.75,1,5.75,4.50636103198143,1,0.871484304180484,230.051944096242
0.75,0.293321870267448,5.75,9.0925654361179,0.25,0.497996092710452,133.098011508799
0.75,0.283990131837788,5.75,6.65852674457454,0.5,0.588739191707222,172.526575197527
0.75,0.434258567396365,5.75,6.02968324742693,0.5,0.072273728560979,135.280098440281
0.75,0.941491449104836,5.75,6.00903558827766,0.75,0.808919074224334,149.222628458593
0.75,1,5.75,10,0.75,0.776532747517628,91.2564288220446
0.75,0,5.75,6.32294631579664,1,1,177.109621838902
0.75,0.496966573704461,5.75,6.38082691282691,1,0.988810139249455,197.860292100665
0.75,0.716109060357941,10.5,8.49019194292703,0,0,101.317056181711
0.75,0.982843348353894,10.5,7.89995247919797,0,0.0150028821617471,133.674904334028
0.75,1,10.5,8.10450235805365,0.25,0.0811266434659435,123.233793638131
0.75,1,10.5,10,0.5,0.471734750647614,130.485861322375
0.75,0.837251403639694,10.5,10,0,0.000497728944580321,112.820211319597
0.75,0.682239631335382,10.5,10,0.25,0.0445497733221973,81.4359721867642
0.75,0.865116574076336,10.5,10,0.75,0.736924395377093,133.048092771993
0.75,0.781121018500605,10.5,10,0.5,0.448585067551724,75.9549990386934
0.75,0.401813952197833,10.5,10,0.25,0,93.1070634095889
0.75,0.828169482827302,10.5,10,1,0.98422867286052,76.8398554303293
0.75,0.873570507956818,10.5,10,0.75,0.771924150945985,112.348641328158
0.75,0.671860888370065,10.5,10,0.5,0.488784815423078,156.796984444367
0.75,0.173337556812434,15.25,7.19229200859925,0,0.755952191262298,103.737144732603
0.75,0.448107788283763,10.5,10,0.75,0.847418222122159,139.662359095453
0.75,1,15.25,10,0.25,0.363412360633571,65.8977440751861
0.75,0.377862276091036,10.5,7.74581784160509,1,0.981700715849932,195.882834994535
0.75,0.71738396398952,15.25,10,0.5,0.344051721868272,90.42951267286
0.75,0.30659180935792,10.5,10,1,0.966513952293091,143.164141920451
0.75,0.579320775690248,15.25,9.08163418110884,0.75,0.527234385270871,103.081000784153
0.75,0.669574414212876,15.25,10,0,0,131.649784990754
0.75,0.846505429929093,15.25,10,0,0.0128498183761401,81.2887126313566
0.75,0.606311342749314,15.25,9.61296490509621,1,0.986265598955824,203.804520088921
0.75,0.80205612765889,15.25,10,0.25,0.382288445678603,74.3048931738268
0.75,0.719322883488198,15.25,10,0.25,0.231309036327654,78.9370623144952
0.75,0.466453683615649,20,5.61375194698897,0,0.739648782476064,110.120896535793
0.75,0.618185595026915,15.25,10,0.5,0.463543217367457,106.876077498817
0.75,1,15.25,10,0.5,0.477171486144275,126.216254019825
0.75,0.802901035903176,20,10,0.25,0.270677722444453,148.998090729964
0.75,1,15.25,10,0.75,0.703345129820534,111.359723601301
0.75,0.737260113417092,15.25,10,0.75,0.698756951661165,108.702685528766
0.75,1,20,10,0.5,0.46303829306024,95.0796931797835
0.75,0.524244300258956,15.25,10,1,0.997965668471358,200.230563618351
0.75,0.341815740220419,15.25,10,1,0.978432703989834,142.836604928123
0.75,0.268161215234377,20,10,0,1,94.4590484278223
0.75,0.713401102251734,20,10,0.75,0.733031062346135,121.818091895582
0.75,0.726949274220913,20,10,0.25,0.138625868928623,101.32116055733
0.75,1,20,3.49308891687076,1,0.047587055672732,199.938530524545
0.75,0.54710637526228,20,10,0.5,0.207218159576257,77.8652077475919
0.75,0.696134876749276,20,10,0,0.0118000406948008,91.6776576896437
0.75,0.624707221208879,20,10,0.75,0.765117995277312,122.03976657512
1,0.188351257641347,1,1,0,0.0110710044230811,276.410837857052
1,0,1,1,0.25,0.634576003406019,277.091270789827
0.75,0.739275339899875,20,10,1,0.0159635068215793,97.9836819962713
0.75,0.89411440868391,20,10,0.25,0.107818356978522,155.419349513012
1,0.627808293465427,1,1.07877399711658,0.5,0.565255716628263,269.515838466588
0.75,0.803162348783172,20,10,0.5,0.380644072410113,72.2650589214528
1,0.828185160898379,1,1.64233173484424,0.75,0.0702377850028975,263.352736376011
0.75,1,20,10,0.75,0.649562985394604,104.488905370784
1,1,1,1.26144306334047,1,1,261.204262323258
0.75,0.861737012941488,20,10,1,0.993436370178568,156.279463557325
1,0.0154942790798405,1,10,0,0,273.477746178211
1,0.259795518243571,1,1.24520705205285,0.25,0,274.478141929093
1,0.830401302211587,1,1.5635607320683,0,0.0152810422272054,251.034674788244
1,0.558111233033844,1,1.0479706363346,0.5,0.310415130785932,272.542184253629
1,0.157450171471371,1,2.32505175234607,0.75,0,264.183824697723
1,0.695211650302981,1,1.30596298337235,0.25,0.0897568286576933,268.724936037316
1,1,5.75,5.32951127005183,0,0.00211085800462043,162.757566599396
1,1,1,1,0.5,1,277.732707759601
1,0,1,1.02279452420282,0.75,0.545743890027399,267.982732737531
1,0.708199801999796,5.75,5.62778993623268,0.25,0.172997133585114,136.351849314737
1,1,1,1,1,0.0197858149994273,281.519344703743
1,1,1,1.05206560624207,1,1,276.092929681848
1,0.881366225536736,5.75,5.05251529404286,0.5,0.579800816266542,134.891402231918
1,1,5.75,6.41997537592834,0,0,188.154177119433
1,1,5.75,7.04937937484434,0.75,0.809986580984706,157.710862458576
1,0.0739124222287878,5.75,4.84712049357447,0.25,0.28393089835667,190.752874742024
1,0.978780980168409,5.75,4.8487969734088,0,0,198.106833304862
1,0.723195204569314,5.75,5.50027984386735,1,1,215.233855394349
1,1,5.75,4.70916754717706,0.5,0.568772116536622,129.3052952973
1,0.325595681275067,5.75,8.39403274738133,0.25,0.44417975411239,112.996211350842
1,1,5.75,9.01783394938828,0.75,0.828238102133158,152.276369448808
1,0.985847409885631,10.5,10,0,0,181.362855790142
1,0.992746855431116,5.75,5.69455889716454,0.5,0.345310878804509,115.262668143101
1,1,5.75,5.58216763787412,1,0.888407105539413,216.66819926036
1,1,10.5,7.81719480979194,0,0,167.259493173507
1,0.702077133282084,5.75,6.64492900586683,0.75,0.790618530450983,185.429248297868
1,0.538004423226465,10.5,9.20708491007234,0.25,0.265610603952962,83.580169412861
1,1,5.75,8.08613574975405,1,1,198.359639000679
1,0.643815462874317,10.5,10,0.25,0.177572783177126,53.3890714694515
1,1,10.5,10,0,0,173.20366368079
1,1,10.5,10,0.5,0.500537612265042,137.453003923729
1,0.703521377578803,10.5,10,0.5,0.521305136665112,66.3659333486976
1,1,10.5,10,0.75,0.812169935434934,98.2081661903872
1,0.896625202804365,10.5,10,0.25,0.199535713050354,99.4469664273015
1,1,10.5,10,1,1,157.165217127752
1,1,10.5,10,0.75,0.654093323309655,180.472830591352
1,1,15.25,10,0,0,162.117441691063
1,1,10.5,8.68495609394555,1,0.96872567243646,209.974827282112
1,1,15.25,10,0.25,0.1218531652352,101.189781633171
1,0.320839827378206,10.5,9.38889526053331,0.5,0.012818755391592,130.90487314568
1,0.92413837439287,15.25,8.08549909378536,0,0,181.665195250455
1,0.736926781346589,15.25,10,0.5,0.418569144159139,109.336343561751
1,0.976804758273624,10.5,10,0.75,0.796401532407661,120.516220446039
1,1,15.25,10,0.25,0.359111319594605,175.152876583903
1,1,15.25,10,0.75,0.681063960201287,80.4511512207501
1,1,10.5,10,1,0.988145837579761,194.289183473251
1,1,15.25,10,0.5,0.41116121870631,94.9688840986659
1,1,15.25,10,1,0.994061875658877,249.369711539437
1,0.807221449881776,15.25,10,0.75,0.63365806138921,139.484599968769
1,0.893650980224991,15.25,10,1,0.974037447681371,115.654843380321
1,1,15.25,10,0,0.000586278322346314,158.758379123807
1,1,20,10,0,0,156.571795579572
1,1,15.25,10,0.25,0.076614263216289,81.9592551814854
1,1,20,10,0,0.000965776940441439,141.967747398349
1,0.956051530768563,20,10,0.25,0.323915920728331,75.267845453551
1,0.634932035707285,20,10,0.25,0.13235372878716,91.2717733190913
1,0.348505863672433,15.25,10,0.5,0.576300549000184,88.5296735923199
1,1,20,10,0.5,0.395434694128558,90.7468703217261
1,0.668050713205938,20,10,0.5,0.295557890177759,83.1834369047045
1,1,15.25,6.4269841859609,0.75,0.0113349386214936,136.010585715622
1,1,15.25,10,1,1,178.73243546488
1,1,20,10,0.75,0.608685629513031,109.774954624625
1,1,20,10,1,1,72.4938441718364
1,0.927539579777459,20,10,0.75,0.57916853660127,121.189772182583
1,1,20,10,0,0,164.892802950812
1,1,20,10,1,1,218.236022986921
1,0.801689990789218,20,10,0.25,0.139919346685444,142.432752428287
1,1,20,10,0.5,0.341968205106528,124.586893204846
1,1,20,10,0.75,0.666580652783457,164.133860399842
1,0.931355072455721,20,10,1,1,127.486464470721
