instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,instructions_loop.ran,text1,text2,text3,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,recog_resp.keys,recog_resp.rt,conf_resp.keys,conf_resp.rt,recog_loop.thisRepN,recog_loop.thisTrialN,recog_loop.thisN,recog_loop.thisIndex,recog_loop.ran,images,corr_ans,type,order,resp_assoc.keys,resp_assoc.rt,assoc_loop.thisRepN,assoc_loop.thisTrialN,assoc_loop.thisN,assoc_loop.thisIndex,assoc_loop.ran,key_resp_break.keys,key_resp_break.rt,list_loop.thisRepN,list_loop.thisTrialN,list_loop.thisN,list_loop.thisIndex,list_loop.ran,recog_list
0,0,0,0,1,Welcome to the last phase of this experiment!,.,Please press the space bar to continue,9,2021-04-27_10h33.28.948,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,.,"In this phase, you will see some objects. 

For each object, you should indicate whether you have seen it before during the experiment.

Press LEFT ARROW for YES
Press RIGHT ARROW for NO

",Please press the space bar to continue ,9,2021-04-27_10h33.28.948,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,2,2,1,.,"After that, you will be asked how confident you are of your choice.

Please rate the confidence in your choice with the numbers from 1 to 4 of your keyboard. 

The numbers correspond to:

1 = Very unsure
2 = Unsure
3 = Sure
4 = Very Sure",Please press the space bar to continue,9,2021-04-27_10h33.28.948,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,9,2021-04-27_10h33.28.948,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,space,55.798,space,2.527,right,4.737,1,2.506,0,0,0,35,1,stimuli/objects/alarmclock01.jpg,left,old,36,,,,,,,,,,,,,,,
,,,,,,,,9,2021-04-27_10h33.28.948,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,right,2.91,2,0.998,0,1,1,85,1,stimuli/objects/golfball.jpg,right,new,86,,,,,,,,,,,,,,,
,,,,,,,,9,2021-04-27_10h33.28.948,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,right,1.137,2,0.665,0,2,2,142,1,stimuli/objects/martiniglass01b.jpg,left,old,143,,,,,,,,,,,,,,,
,,,,,,,,9,2021-04-27_10h33.28.948,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,right,0.935,2,0.58,0,3,3,138,1,stimuli/objects/taperecorder.jpg,right,new,139,,,,,,,,,,,,,,,
,,,,,,,,9,2021-04-27_10h33.28.948,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,right,0.937,3,0.72,0,4,4,4,1,stimuli/objects/microphone01.jpg,right,new,5,,,,,,,,,,,,,,,
,,,,,,,,9,2021-04-27_10h33.28.948,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,right,1.189,3,0.315,0,5,5,71,1,stimuli/objects/faxmachine.jpg,right,new,72,,,,,,,,,,,,,,,
,,,,,,,,9,2021-04-27_10h33.28.948,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,right,0.822,2,0.522,0,6,6,93,1,stimuli/objects/icepack.jpg,right,new,94,,,,,,,,,,,,,,,
,,,,,,,,9,2021-04-27_10h33.28.948,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,right,0.86,3,0.364,0,7,7,81,1,stimuli/objects/avcable.jpg,right,new,82,,,,,,,,,,,,,,,
,,,,,,,,9,2021-04-27_10h33.28.948,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,right,0.81,2,0.47,0,8,8,67,1,stimuli/objects/fishingrod.jpg,left,old,68,,,,,,,,,,,,,,,
,,,,,,,,9,2021-04-27_10h33.28.948,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,left,0.669,3,0.348,,,,,,,,,,left,2.4,0,0,0,0,1,,,,,,,,
,,,,,,,,9,2021-04-27_10h33.28.948,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,0,9,9,34,1,stimuli/objects/lifesaver.jpg,left,old,35,,,,,,,,,,,,,,,
,,,,,,,,9,2021-04-27_10h33.28.948,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,right,0.926,3,0.868,0,10,10,19,1,stimuli/objects/peppermill02b.jpg,right,new,20,,,,,,,,,,,,,,,
,,,,,,,,9,2021-04-27_10h33.28.948,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,right,0.637,3,0.299,0,11,11,20,1,stimuli/objects/laptop01a.jpg,right,new,21,,,,,,,,,,,,,,,
,,,,,,,,9,2021-04-27_10h33.28.948,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,left,2.869,3,1.03,,,,,,,,,,left,2.668,0,0,0,0,1,,,,,,,,
