instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,instructions_loop.ran,text1,text2,text3,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,recog_resp.keys,recog_resp.rt,conf_resp.keys,conf_resp.rt,resp_assoc.keys,resp_assoc.rt,assoc_loop.thisRepN,assoc_loop.thisTrialN,assoc_loop.thisN,assoc_loop.thisIndex,assoc_loop.ran,recog_loop.thisRepN,recog_loop.thisTrialN,recog_loop.thisN,recog_loop.thisIndex,recog_loop.ran,images,corr_ans,type,order,key_resp_break.keys,key_resp_break.rt,list_loop.thisRepN,list_loop.thisTrialN,list_loop.thisN,list_loop.thisIndex,list_loop.ran,recog_list
0,0,0,0,1,Welcome to the last phase of this experiment!,.,Please press the space bar to continue,28,2021-11-29_18h58.49.514,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,.,"In this phase, you will see some objects. 

For each object, you should indicate whether you have seen it before during the experiment.

Press LEFT ARROW for YES
Press RIGHT ARROW for NO

",Please press the space bar to continue ,28,2021-11-29_18h58.49.514,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,2,2,1,.,"After that, you will be asked how confident you are of your choice.

Please rate the confidence in your choice with the numbers from 1 to 4 of your keyboard. 

The numbers correspond to:

1 = Very unsure
2 = Unsure
3 = Sure
4 = Very Sure",Please press the space bar to continue,28,2021-11-29_18h58.49.514,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,28,2021-11-29_18h58.49.514,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,space,14.004,space,11.2096,left,1.6945,4,1.7199,left,3.5198,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,28,2021-11-29_18h58.49.514,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,0,0,0,8,1,stimuli/objects/basketballhoop01.jpg,right,new,9,,,,,,,,
,,,,,,,,28,2021-11-29_18h58.49.514,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,2.2059,2,1.1368,right,1.6375,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,28,2021-11-29_18h58.49.514,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,0,1,1,50,1,stimuli/objects/chisel02b.jpg,right,new,51,,,,,,,,
,,,,,,,,28,2021-11-29_18h58.49.514,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,1.3816,4,1.2342,right,1.4921,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,28,2021-11-29_18h58.49.514,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,0,2,2,15,1,stimuli/objects/spicerack.jpg,left,old,16,,,,,,,,
,,,,,,,,28,2021-11-29_18h58.49.514,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,right,1.468,3,2.2838,,,,,,,,0,3,3,51,1,stimuli/objects/webcam.jpg,right,new,52,,,,,,,,
