instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,instructions_loop.ran,text1,text2,text3,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,recog_resp.keys,recog_resp.rt,conf_resp.keys,conf_resp.rt,resp_assoc.keys,resp_assoc.rt,assoc_loop.thisRepN,assoc_loop.thisTrialN,assoc_loop.thisN,assoc_loop.thisIndex,assoc_loop.ran,recog_loop.thisRepN,recog_loop.thisTrialN,recog_loop.thisN,recog_loop.thisIndex,recog_loop.ran,images,corr_ans,type,order,key_resp_break.keys,key_resp_break.rt,list_loop.thisRepN,list_loop.thisTrialN,list_loop.thisN,list_loop.thisIndex,list_loop.ran,recog_list
0,0,0,0,1,Welcome to the last phase of this experiment!,.,Please press the space bar to continue,20,2021-06-06_13h45.30.524,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,.,"In this phase, you will see some objects. 

For each object, you should indicate whether you have seen it before during the experiment.

Press LEFT ARROW for YES
Press RIGHT ARROW for NO

",Please press the space bar to continue ,20,2021-06-06_13h45.30.524,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,2,2,1,.,"After that, you will be asked how confident you are of your choice.

Please rate the confidence in your choice with the numbers from 1 to 4 of your keyboard. 

The numbers correspond to:

1 = Very unsure
2 = Unsure
3 = Sure
4 = Very Sure",Please press the space bar to continue,20,2021-06-06_13h45.30.524,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,20,2021-06-06_13h45.30.524,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,space,21.855,space,19.899,left,6.179,2,4.727,right,7.674,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,20,2021-06-06_13h45.30.524,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,0,0,0,31,1,stimuli/objects/outdoorheater.jpg,left,old,175,,,,,,,,
,,,,,,,,20,2021-06-06_13h45.30.524,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,left,7.685,2,3.296,right,2.873,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,20,2021-06-06_13h45.30.524,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,0,1,1,113,1,stimuli/objects/boltcutter.jpg,left,old,257,,,,,,,,
,,,,,,,,20,2021-06-06_13h45.30.524,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,left,3.087,4,1.247,left,15.495,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,20,2021-06-06_13h45.30.524,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,0,2,2,71,1,stimuli/objects/anchor.jpg,left,old,215,,,,,,,,
,,,,,,,,20,2021-06-06_13h45.30.524,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,left,6.517,3,4.251,right,2.977,0,0,0,0,1,,,,,,,,,,,,,,,,,
