myownaccuracy,respcorrs,minNrPractice,considerNrTrials,Instr_resp.keys,Instr_resp.rt,key_resp_2.keys,key_resp_2.rt,Instruction_loop.thisRepN,Instruction_loop.thisTrialN,Instruction_loop.thisN,Instruction_loop.thisIndex,Instruction_loop.ran,slides,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt,taskGoresp.keys,taskGoresp.rt,pract_resp.keys,pract_resp.corr,myownaccuracyCORR,pract_loop.thisRepN,pract_loop.thisTrialN,pract_loop.thisN,pract_loop.thisIndex,pract_loop.ran,first_character,second_character,Cue,left_categ,centleft_categ,centright_categ,right_categ,corr_ans,trial_cond,switch_cond,cuedCharacter,corrCat,image,pract_resp.rt,rep_resp.keys,rep_resp.rt,repeat_pract.thisRepN,repeat_pract.thisTrialN,repeat_pract.thisN,repeat_pract.thisIndex,repeat_pract.ran,task_resp.keys,task_resp.corr,task_resp.rt,task_loop.thisRepN,task_loop.thisTrialN,task_loop.thisN,task_loop.thisIndex,task_loop.ran,obj_category,rep_resp_2.keys,rep_resp_2.rt,repeat_task2.thisRepN,repeat_task2.thisTrialN,repeat_task2.thisN,repeat_task2.thisIndex,repeat_task2.ran
1,"[0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0]",,,,,,,,,,,,,21,2021-11-10_12h33.03.364,premceCat2_ses-01_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,1,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,1,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,2,1,1,stimuli/m2.jpg,,stimuli/objects/punchingbag.jpg,,,,,,,,,2,1,1.8471,0,14,14,14,1,Outdoor activity & sport item,,,,,,,
0,"[0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1]",,,,,,,,,,,,,21,2021-11-10_12h33.03.364,premceCat2_ses-01_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,1,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,1,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,2,0,1,stimuli/m5.jpg,,stimuli/objects/footballhelmet.jpg,,,,,,,,,1,0,2.133,0,15,15,15,1,Outdoor activity & sport item,,,,,,,
0,"[0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1]",,,,,,,,,,,,,21,2021-11-10_12h33.03.364,premceCat2_ses-01_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,1,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,1,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,4,0,1,stimuli/m5.jpg,,stimuli/objects/swing.jpg,,,,,,,,,3,0,3.5163,0,16,16,16,1,Outdoor activity & sport item,,,,,,,
0,"[0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1]",,,,,,,,,,,,,21,2021-11-10_12h33.03.364,premceCat2_ses-01_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,0,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,2,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,1,1,1,stimuli/m5.jpg,,stimuli/objects/pitchfork.jpg,,,,,,,,,3,0,1.6351,0,17,17,17,1,Hand labour tool & accessory,,,,,,,
0,"[0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0]",,,,,,,,,,,,,21,2021-11-10_12h33.03.364,premceCat2_ses-01_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,0,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,2,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,2,1,1,stimuli/m2.jpg,,stimuli/objects/bicycle.jpg,,,,,,,,,4,0,2.3817,0,18,18,18,1,Outdoor activity & sport item,,,,,,,
0,"[0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0]",,,,,,,,,,,,,21,2021-11-10_12h33.03.364,premceCat2_ses-01_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,0,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,1,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,3,0,1,stimuli/m5.jpg,,stimuli/objects/freezer02.jpg,,,,,,,,,2,0,2.4296,0,19,19,19,1,Kitchen & utensil,,,,,,,
0,"[0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0]",,,,,,,,,,,,,21,2021-11-10_12h33.03.364,premceCat2_ses-01_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,0,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,1,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,2,0,1,stimuli/m2.jpg,,stimuli/objects/handrake01a.jpg,,,,,,,,,1,0,1.5605,0,20,20,20,1,Hand labour tool & accessory,,,,,,,
1,"[0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0]",,,,,,,,,,,,,21,2021-11-10_12h33.03.364,premceCat2_ses-01_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,1,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,1,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,3,1,1,stimuli/m5.jpg,,stimuli/objects/jumpingjack.jpg,,,,,,,,,3,1,2.0983,0,21,21,21,1,Hand labour tool & accessory,,,,,,,
0,"[0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1]",,,,,,,,,,,,,21,2021-11-10_12h33.03.364,premceCat2_ses-01_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,0,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,2,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,4,1,1,stimuli/m2.jpg,,stimuli/objects/bicycle.jpg,,,,,,,,,2,0,1.4698,0,22,22,22,1,Outdoor activity & sport item,,,,,,,
0,"[0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0]",,,,,,,,,,,,,21,2021-11-10_12h33.03.364,premceCat2_ses-01_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,0,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,1,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,1,1,1,stimuli/m5.jpg,,stimuli/objects/jumpingjack.jpg,,,,,,,,,3,0,2.0549,0,23,23,23,1,Hand labour tool & accessory,,,,,,,
0,"[0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0]",,,,,,,,,,,,,21,2021-11-10_12h33.03.364,premceCat2_ses-01_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,0,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,2,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,4,0,1,stimuli/m5.jpg,,stimuli/objects/jug.jpg,,,,,,,,,2,0,1.7225,0,24,24,24,1,Kitchen & utensil,,,,,,,
1,"[0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0]",,,,,,,,,,,,,21,2021-11-10_12h33.03.364,premceCat2_ses-01_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,1,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,1,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,4,1,1,stimuli/m2.jpg,,stimuli/objects/racquetballracket.jpg,,,,,,,,,4,1,2.5535,0,25,25,25,1,Outdoor activity & sport item,,,,,,,
0,"[0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1]",,,,,,,,,,,,,21,2021-11-10_12h33.03.364,premceCat2_ses-01_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,0,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,2,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,4,1,1,stimuli/m5.jpg,,stimuli/objects/jumpingjack.jpg,,,,,,,,,3,0,1.3004,0,26,26,26,1,Hand labour tool & accessory,,,,,,,
0,"[0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0]",,,,,,,,,,,,,21,2021-11-10_12h33.03.364,premceCat2_ses-01_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,0,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,2,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,1,1,1,stimuli/m5.jpg,,stimuli/objects/hedgetrimmer.jpg,,,,,,,,,2,0,0.979,0,27,27,27,1,Hand labour tool & accessory,,,,,,,
0,"[0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0]",,,,,,,,,,,,,21,2021-11-10_12h33.03.364,premceCat2_ses-01_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,0,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,1,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,4,1,1,stimuli/m5.jpg,,stimuli/objects/gavel.jpg,,,,,,,,,2,0,3.4407,0,28,28,28,1,Hand labour tool & accessory,,,,,,,
0,"[0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0]",,,,,,,,,,,,,21,2021-11-10_12h33.03.364,premceCat2_ses-01_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,0,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,2,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,2,1,1,stimuli/m5.jpg,,stimuli/objects/gavel.jpg,,,,,,,,,1,0,2.9475,0,29,29,29,1,Hand labour tool & accessory,,,,,,,
