instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,instructions_loop.ran,text1,text2,text3,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,recog_resp.keys,recog_resp.rt,conf_resp.keys,conf_resp.rt,resp_assoc.keys,resp_assoc.rt,assoc_loop.thisRepN,assoc_loop.thisTrialN,assoc_loop.thisN,assoc_loop.thisIndex,assoc_loop.ran,recog_loop.thisRepN,recog_loop.thisTrialN,recog_loop.thisN,recog_loop.thisIndex,recog_loop.ran,images,corr_ans,type,order,key_resp_break.keys,key_resp_break.rt,list_loop.thisRepN,list_loop.thisTrialN,list_loop.thisN,list_loop.thisIndex,list_loop.ran,recog_list
0,0,0,0,1,Welcome to the last phase of this experiment!,.,Please press the space bar to continue,24,2021-11-26_12h14.12.466,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,.,"In this phase, you will see some objects. 

For each object, you should indicate whether you have seen it before during the experiment.

Press LEFT ARROW for YES
Press RIGHT ARROW for NO

",Please press the space bar to continue ,24,2021-11-26_12h14.12.466,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,2,2,1,.,"After that, you will be asked how confident you are of your choice.

Please rate the confidence in your choice with the numbers from 1 to 4 of your keyboard. 

The numbers correspond to:

1 = Very unsure
2 = Unsure
3 = Sure
4 = Very Sure",Please press the space bar to continue,24,2021-11-26_12h14.12.466,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,24,2021-11-26_12h14.12.466,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,space,56.8073,space,9.025,left,3.6064,4,4.9417,right,4.3013,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,24,2021-11-26_12h14.12.466,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,0,0,0,135,1,stimuli/objects/drillbit03a.jpg,left,old,136,,,,,,,,
,,,,,,,,24,2021-11-26_12h14.12.466,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,left,2.7517,4,1.8748,left,3.4866,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,24,2021-11-26_12h14.12.466,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,0,1,1,118,1,stimuli/objects/rope03.jpg,left,old,119,,,,,,,,
,,,,,,,,24,2021-11-26_12h14.12.466,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,left,3.0475,4,1.9722,left,2.2773,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,24,2021-11-26_12h14.12.466,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,0,2,2,0,1,stimuli/objects/phonejack.jpg,left,old,1,,,,,,,,
,,,,,,,,24,2021-11-26_12h14.12.466,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,right,5.0791,2,2.4568,,,,,,,,0,3,3,76,1,stimuli/objects/megaphone.jpg,right,new,77,,,,,,,,
,,,,,,,,24,2021-11-26_12h14.12.466,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,right,3.895,3,1.4607,,,,,,,,0,4,4,139,1,stimuli/objects/frisbee.jpg,right,new,140,,,,,,,,
,,,,,,,,24,2021-11-26_12h14.12.466,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,left,1.982,4,1.1109,left,4.3314,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,24,2021-11-26_12h14.12.466,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,0,5,5,120,1,stimuli/objects/muffintray01.jpg,left,old,121,,,,,,,,
,,,,,,,,24,2021-11-26_12h14.12.466,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,left,2.6265,4,1.2378,right,1.6872,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,24,2021-11-26_12h14.12.466,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,0,6,6,2,1,stimuli/objects/crocodileclips.jpg,left,old,3,,,,,,,,
,,,,,,,,24,2021-11-26_12h14.12.466,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,right,3.1633,3,3.5814,,,,,,,,0,7,7,134,1,stimuli/objects/screwdriver04b.jpg,right,new,135,,,,,,,,
,,,,,,,,24,2021-11-26_12h14.12.466,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,right,3.2412,1,1.2225,,,,,,,,0,8,8,23,1,stimuli/objects/football.jpg,right,new,24,,,,,,,,
,,,,,,,,24,2021-11-26_12h14.12.466,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,right,2.1046,2,1.435,,,,,,,,0,9,9,109,1,stimuli/objects/winerack.jpg,right,new,110,,,,,,,,
,,,,,,,,24,2021-11-26_12h14.12.466,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,right,1.9142,2,1.3626,,,,,,,,0,10,10,121,1,stimuli/objects/ceilingspeaker.jpg,right,new,122,,,,,,,,
