instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,instructions_loop.ran,text1,text2,text3,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,recog_resp.keys,recog_resp.rt,conf_resp.keys,conf_resp.rt,recog_loop.thisRepN,recog_loop.thisTrialN,recog_loop.thisN,recog_loop.thisIndex,recog_loop.ran,images,corr_ans,type,order,resp_assoc.keys,resp_assoc.rt,assoc_loop.thisRepN,assoc_loop.thisTrialN,assoc_loop.thisN,assoc_loop.thisIndex,assoc_loop.ran,key_resp_break.keys,key_resp_break.rt,list_loop.thisRepN,list_loop.thisTrialN,list_loop.thisN,list_loop.thisIndex,list_loop.ran,recog_list
0,0,0,0,1,Welcome to the last phase of this experiment!,.,Please press the space bar to continue,2,2021-04-18_14h32.53.571,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,.,"In this phase, you will see some objects. 

For each object, you should indicate whether you have seen it before during the experiment.

Press LEFT ARROW for YES
Press RIGHT ARROW for NO

",Please press the space bar to continue ,2,2021-04-18_14h32.53.571,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,2,2,1,.,"After that, you will be asked how confident you are of your choice.

Please rate the confidence in your choice with the numbers from 1 to 4 of your keyboard. 

The numbers correspond to:

1 = Very unsure
2 = Unsure
3 = Sure
4 = Very Sure",Please press the space bar to continue,2,2021-04-18_14h32.53.571,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2,2021-04-18_14h32.53.571,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,space,11.053,space,9.086,right,4.847,2,2.7,0,0,0,117,1,stimuli/objects/videotape01b.jpg,right,new,118,,,,,,,,,,,,,,,
,,,,,,,,2,2021-04-18_14h32.53.571,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,1.484,4,1.297,,,,,,,,,,left,6.028,0,0,0,0,1,,,,,,,,
,,,,,,,,2,2021-04-18_14h32.53.571,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,0,1,1,104,1,stimuli/objects/lightbulb01.jpg,left,old,105,,,,,,,,,,,,,,,
,,,,,,,,2,2021-04-18_14h32.53.571,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,2.661,3,0.889,,,,,,,,,,right,1.068,0,0,0,0,1,,,,,,,,
,,,,,,,,2,2021-04-18_14h32.53.571,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,0,2,2,93,1,stimuli/objects/icepack.jpg,right,new,94,,,,,,,,,,,,,,,
,,,,,,,,2,2021-04-18_14h32.53.571,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,1.265,4,1.672,,,,,,,,,,left,1.676,0,0,0,0,1,,,,,,,,
,,,,,,,,2,2021-04-18_14h32.53.571,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,0,3,3,56,1,stimuli/objects/cookingpot.jpg,left,old,57,,,,,,,,,,,,,,,
,,,,,,,,2,2021-04-18_14h32.53.571,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,2.714,3,1.607,,,,,,,,,,left,0.451,0,0,0,0,1,,,,,,,,
,,,,,,,,2,2021-04-18_14h32.53.571,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,0,4,4,130,1,stimuli/objects/bikewheel.jpg,left,old,131,,,,,,,,,,,,,,,
,,,,,,,,2,2021-04-18_14h32.53.571,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,1.657,3,1.703,,,,,,,,,,right,1.207,0,0,0,0,1,,,,,,,,
,,,,,,,,2,2021-04-18_14h32.53.571,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,0,5,5,10,1,stimuli/objects/desktopcomputer.jpg,left,old,11,,,,,,,,,,,,,,,
,,,,,,,,2,2021-04-18_14h32.53.571,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,right,5.79,1,1.223,0,6,6,94,1,stimuli/objects/electricmixer.jpg,right,new,95,,,,,,,,,,,,,,,
,,,,,,,,2,2021-04-18_14h32.53.571,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,1.611,4,1.013,,,,,,,,,,right,2.065,0,0,0,0,1,,,,,,,,
,,,,,,,,2,2021-04-18_14h32.53.571,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,0,7,7,11,1,stimuli/objects/usbkey.jpg,left,old,12,,,,,,,,,,,,,,,
,,,,,,,,2,2021-04-18_14h32.53.571,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,3.209,1,0.722,,,,,,,,,,right,1.026,0,0,0,0,1,,,,,,,,
,,,,,,,,2,2021-04-18_14h32.53.571,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,0,8,8,111,1,stimuli/objects/speaker04.jpg,right,new,112,,,,,,,,,,,,,,,
,,,,,,,,2,2021-04-18_14h32.53.571,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,1.878,3,1.203,,,,,,,,,,right,1.514,0,0,0,0,1,,,,,,,,
,,,,,,,,2,2021-04-18_14h32.53.571,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,0,9,9,72,1,stimuli/objects/cclamp.jpg,right,new,73,,,,,,,,,,,,,,,
,,,,,,,,2,2021-04-18_14h32.53.571,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,2.516,3,0.932,,,,,,,,,,right,1.686,0,0,0,0,1,,,,,,,,
,,,,,,,,2,2021-04-18_14h32.53.571,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,0,10,10,66,1,stimuli/objects/nailgun.jpg,right,new,67,,,,,,,,,,,,,,,
,,,,,,,,2,2021-04-18_14h32.53.571,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,0.903,4,1.158,,,,,,,,,,left,2.327,0,0,0,0,1,,,,,,,,
,,,,,,,,2,2021-04-18_14h32.53.571,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,0,11,11,31,1,stimuli/objects/ladder.jpg,left,old,32,,,,,,,,,,,,,,,
,,,,,,,,2,2021-04-18_14h32.53.571,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,right,2.473,1,1.073,0,12,12,128,1,stimuli/objects/tripod01.jpg,right,new,129,,,,,,,,,,,,,,,
,,,,,,,,2,2021-04-18_14h32.53.571,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,1.746,3,0.555,,,,,,,,,,right,0.758,0,0,0,0,1,,,,,,,,
,,,,,,,,2,2021-04-18_14h32.53.571,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,0,13,13,7,1,stimuli/objects/jigsaw.jpg,left,old,8,,,,,,,,,,,,,,,
,,,,,,,,2,2021-04-18_14h32.53.571,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,right,1.701,2,1.188,0,14,14,59,1,stimuli/objects/studiolight.jpg,right,new,60,,,,,,,,,,,,,,,
,,,,,,,,2,2021-04-18_14h32.53.571,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,1.472,2,2.78,,,,,,,,,,left,1.191,0,0,0,0,1,,,,,,,,
,,,,,,,,2,2021-04-18_14h32.53.571,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,0,15,15,90,1,stimuli/objects/carlighter02.jpg,right,new,91,,,,,,,,,,,,,,,
,,,,,,,,2,2021-04-18_14h32.53.571,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,1.13,4,0.697,,,,,,,,,,right,1.465,0,0,0,0,1,,,,,,,,
,,,,,,,,2,2021-04-18_14h32.53.571,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,0,16,16,37,1,stimuli/objects/setsquare.jpg,left,old,38,,,,,,,,,,,,,,,
,,,,,,,,2,2021-04-18_14h32.53.571,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,3.605,2,0.988,,,,,,,,,,left,1.709,0,0,0,0,1,,,,,,,,
,,,,,,,,2,2021-04-18_14h32.53.571,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,0,17,17,18,1,stimuli/objects/cashregister01.jpg,right,new,19,,,,,,,,,,,,,,,
,,,,,,,,2,2021-04-18_14h32.53.571,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,1.389,2,1.481,,,,,,,,,,left,0.608,0,0,0,0,1,,,,,,,,
,,,,,,,,2,2021-04-18_14h32.53.571,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,0,18,18,13,1,stimuli/objects/bastingbrush.jpg,right,new,14,,,,,,,,,,,,,,,
,,,,,,,,2,2021-04-18_14h32.53.571,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,1.043,4,1.163,,,,,,,,,,left,1.646,0,0,0,0,1,,,,,,,,
,,,,,,,,2,2021-04-18_14h32.53.571,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,0,19,19,105,1,stimuli/objects/fanblades.jpg,left,old,106,,,,,,,,,,,,,,,
,,,,,,,,2,2021-04-18_14h32.53.571,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,1.245,4,0.904,,,,,,,,,,right,0.358,0,0,0,0,1,,,,,,,,
,,,,,,,,2,2021-04-18_14h32.53.571,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,0,20,20,87,1,stimuli/objects/dvdplayer.jpg,left,old,88,,,,,,,,,,,,,,,
,,,,,,,,2,2021-04-18_14h32.53.571,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,right,2.119,1,1.547,0,21,21,131,1,stimuli/objects/spotlight.jpg,right,new,132,,,,,,,,,,,,,,,
,,,,,,,,2,2021-04-18_14h32.53.571,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,right,2.964,2,0.636,0,22,22,106,1,stimuli/objects/minifridge.jpg,right,new,107,,,,,,,,,,,,,,,
,,,,,,,,2,2021-04-18_14h32.53.571,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,0.971,4,0.861,,,,,,,,,,right,0.445,0,0,0,0,1,,,,,,,,
,,,,,,,,2,2021-04-18_14h32.53.571,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,0,23,23,69,1,stimuli/objects/cellphone.jpg,left,old,70,,,,,,,,,,,,,,,
,,,,,,,,2,2021-04-18_14h32.53.571,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,1.416,3,0.393,,,,,,,,,,right,0.966,0,0,0,0,1,,,,,,,,
,,,,,,,,2,2021-04-18_14h32.53.571,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,0,24,24,61,1,stimuli/objects/weedwacker.jpg,left,old,62,,,,,,,,,,,,,,,
