instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,instructions_loop.ran,text1,text2,text3,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,recog_resp.keys,recog_resp.rt,conf_resp.keys,conf_resp.rt,resp_assoc.keys,resp_assoc.rt,assoc_loop.thisRepN,assoc_loop.thisTrialN,assoc_loop.thisN,assoc_loop.thisIndex,assoc_loop.ran,recog_loop.thisRepN,recog_loop.thisTrialN,recog_loop.thisN,recog_loop.thisIndex,recog_loop.ran,images,corr_ans,type,order,key_resp_break.keys,key_resp_break.rt,list_loop.thisRepN,list_loop.thisTrialN,list_loop.thisN,list_loop.thisIndex,list_loop.ran,recog_list
0,0,0,0,1,Welcome to the last phase of this experiment!,.,Please press the space bar to continue,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,.,"In this phase, you will see some objects. 

For each object, you should indicate whether you have seen it before during the experiment.

Press LEFT ARROW for YES
Press RIGHT ARROW for NO

",Please press the space bar to continue ,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,2,2,1,.,"After that, you will be asked how confident you are of your choice.

Please rate the confidence in your choice with the numbers from 1 to 4 of your keyboard. 

The numbers correspond to:

1 = Very unsure
2 = Unsure
3 = Sure
4 = Very Sure",Please press the space bar to continue,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,space,15.766805,space,12.73621,left,1.836765,3,2.710145,right,5.31003,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,0,0,0,97,1,stimuli/objects/djmixer02.jpg,left,old,98,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,right,1.863875,2,1.42623,,,,,,,,0,1,1,28,1,stimuli/objects/backpack01a.jpg,left,old,29,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,right,2.89481,2,1.762215,,,,,,,,0,2,2,12,1,stimuli/objects/garlicpress02a.jpg,right,new,13,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,0.961735,4,1.82249,right,3.398835,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,0,3,3,10,1,stimuli/objects/vhstape.jpg,left,old,11,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,right,3.620865,2,1.37047,,,,,,,,0,4,4,134,1,stimuli/objects/screwdriver04b.jpg,right,new,135,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,1.425705,3,2.12032,left,2.17434,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,0,5,5,67,1,stimuli/objects/lifesaver.jpg,left,old,68,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,2.49016,3,2.091905,right,2.00005,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,0,6,6,104,1,stimuli/objects/securitycamera.jpg,left,old,105,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,1.89432,2,1.438415,right,3.11871,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,0,7,7,123,1,stimuli/objects/breadknife.jpg,left,old,124,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,2.644115,3,1.805935,right,2.62527,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,0,8,8,31,1,stimuli/objects/metalbrush.jpg,left,old,32,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,right,1.790645,2,1.79515,,,,,,,,0,9,9,76,1,stimuli/objects/megaphone.jpg,right,new,77,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,right,2.546455,2,0.68969,,,,,,,,0,10,10,127,1,stimuli/objects/cooler01.jpg,left,old,128,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,right,1.77279,3,1.05281,,,,,,,,0,11,11,55,1,stimuli/objects/toolbox02.jpg,right,new,56,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,1.270275,3,1.098635,right,2.544975,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,0,12,12,91,1,stimuli/objects/puttyknife.jpg,left,old,92,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,right,1.72445,2,1.748915,,,,,,,,0,13,13,109,1,stimuli/objects/winerack.jpg,right,new,110,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,right,1.992845,3,3.780705,,,,,,,,0,14,14,141,1,stimuli/objects/generator.jpg,right,new,142,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,1.66727,4,2.14786,left,2.051435,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,0,15,15,48,1,stimuli/objects/gasburner.jpg,left,old,49,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,right,1.969145,2,0.900535,,,,,,,,0,16,16,70,1,stimuli/objects/oven.jpg,left,old,71,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,1.00291,3,1.46013,right,1.313415,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,0,17,17,21,1,stimuli/objects/paintbrush01.jpg,right,new,22,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,1.780515,2,1.102105,right,1.98775,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,0,18,18,47,1,stimuli/objects/bucket02.jpg,left,old,48,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,1.85979,2,1.21649,left,0.65813,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,0,19,19,96,1,stimuli/objects/golfbag.jpg,right,new,97,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,right,1.362305,3,0.761735,,,,,,,,0,20,20,39,1,stimuli/objects/sippycup.jpg,right,new,40,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,right,1.260745,3,0.60044,,,,,,,,0,21,21,9,1,stimuli/objects/measuringtape01.jpg,right,new,10,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,1.515805,3,1.065945,left,1.43124,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,0,22,22,6,1,stimuli/objects/contactlens.jpg,left,old,7,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,right,0.97011,3,1.492235,,,,,,,,0,23,23,136,1,stimuli/objects/battery02b.jpg,right,new,137,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,right,2.397145,2,0.861105,,,,,,,,0,24,24,23,1,stimuli/objects/football.jpg,right,new,24,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,1.232775,4,0.889925,left,0.771735,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,0,25,25,124,1,stimuli/objects/baseball01a.jpg,left,old,125,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,right,2.227825,2,1.05928,,,,,,,,0,26,26,33,1,stimuli/objects/microwave.jpg,right,new,34,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,1.40775,2,1.97948,left,0.34731,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,0,27,27,34,1,stimuli/objects/surfboard.jpg,left,old,35,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,right,2.478955,2,0.95968,,,,,,,,0,28,28,32,1,stimuli/objects/mitresaw.jpg,right,new,33,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,right,0.93383,2,0.765255,,,,,,,,0,29,29,59,1,stimuli/objects/studiolight.jpg,right,new,60,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,1.397545,2,1.48313,right,0.812785,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,0,30,30,116,1,stimuli/objects/radio01.jpg,right,new,117,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,right,1.558385,2,1.712075,,,,,,,,0,31,31,53,1,stimuli/objects/binoculars01b.jpg,right,new,54,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,1.685475,3,1.61486,left,0.80147,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,0,32,32,15,1,stimuli/objects/spicerack.jpg,left,old,16,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,1.528075,4,1.02431,left,0.597415,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,0,33,33,84,1,stimuli/objects/swimgoggles.jpg,left,old,85,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,right,2.35231,2,0.94703,,,,,,,,0,34,34,26,1,stimuli/objects/boogieboard.jpg,right,new,27,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,right,2.445165,2,1.157885,,,,,,,,0,35,35,43,1,stimuli/objects/punchingball.jpg,right,new,44,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,2.506655,4,1.507695,right,2.483855,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,0,36,36,130,1,stimuli/objects/hockeypuck.jpg,left,old,131,,,,,,,,
,,,,,,,,4,2021-04-13_15h32.22.398,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,right,1.376455,2,1.147715,,,,,,,,0,37,37,65,1,stimuli/objects/tape02a.jpg,left,old,66,,,,,,,,
