myownaccuracy,respcorrs,minNrPractice,considerNrTrials,Instr_resp.keys,Instr_resp.rt,key_resp_2.keys,key_resp_2.rt,Instruction_loop.thisRepN,Instruction_loop.thisTrialN,Instruction_loop.thisN,Instruction_loop.thisIndex,Instruction_loop.ran,slides,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt,taskGoresp.keys,taskGoresp.rt,pract_resp.keys,pract_resp.corr,myownaccuracyCORR,pract_loop.thisRepN,pract_loop.thisTrialN,pract_loop.thisN,pract_loop.thisIndex,pract_loop.ran,first_character,second_character,Cue,left_categ,centleft_categ,centright_categ,right_categ,corr_ans,trial_cond,switch_cond,cuedCharacter,corrCat,image,pract_resp.rt,rep_resp.keys,rep_resp.rt,repeat_pract.thisRepN,repeat_pract.thisTrialN,repeat_pract.thisN,repeat_pract.thisIndex,repeat_pract.ran,task_resp.keys,task_resp.corr,task_resp.rt,task_loop.thisRepN,task_loop.thisTrialN,task_loop.thisN,task_loop.thisIndex,task_loop.ran,obj_category,rep_resp_2.keys,rep_resp_2.rt,repeat_task2.thisRepN,repeat_task2.thisTrialN,repeat_task2.thisN,repeat_task2.thisIndex,repeat_task2.ran
[],[],10,10,space,7.3234,space,8.3174,0,0,0,0,1,stimuli/slide1.png,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,16.6507,0,1,1,1,1,stimuli/slide2.png,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,11.3193,0,2,2,2,1,stimuli/slide3.png,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,17.166,0,3,3,3,1,stimuli/slide4.png,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,3.9034,0,4,4,4,1,stimuli/slide5.png,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,3.2853,0,5,5,5,1,stimuli/slide6.png,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,[],,,,,,,,,,,,,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,space,57.2172,space,14.5827,,0,0,0,0,0,0,1,stimuli/m1.jpg,stimuli/m4.jpg,2,stimuli/Stationary & school supply.png,stimuli/Vehicle.png,stimuli/Gamestoy & entertainment.png,stimuli/Clothing.png,4,1,0,stimuli/m4.jpg,Clothing,stimuli/objects/sneaker03b.jpg,,,,,,,,,,,,,,,,,,,,,,,,
0,[0],,,,,,,,,,,,,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,2,0,0,0,1,1,1,1,stimuli/m1.jpg,stimuli/m4.jpg,2,stimuli/Stationary & school supply.png,stimuli/Clothing.png,stimuli/Vehicle.png,stimuli/Gamestoy & entertainment.png,1,0,0,stimuli/m4.jpg,Stationary & school supply,stimuli/objects/paperclip01b.jpg,1.9515,,,,,,,,,,,,,,,,,,,,,,,
0,[0],,,,,,,,,,,,,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,1,0,0,0,2,2,2,1,stimuli/m1.jpg,stimuli/m4.jpg,1,stimuli/Vehicle.png,stimuli/Stationary & school supply.png,stimuli/Clothing.png,stimuli/Gamestoy & entertainment.png,2,1,0,stimuli/m1.jpg,Stationary & school supply,stimuli/objects/protractor.jpg,2.0575,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,0]",,,,,,,,,,,,,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,1,0,0,0,3,3,3,1,stimuli/m4.jpg,stimuli/m1.jpg,1,stimuli/Stationary & school supply.png,stimuli/Vehicle.png,stimuli/Gamestoy & entertainment.png,stimuli/Clothing.png,4,1,0,stimuli/m4.jpg,Clothing,stimuli/objects/hikingshoe01.jpg,2.2849,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,0,0]",,,,,,,,,,,,,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,1,0,0,0,4,4,4,1,stimuli/m1.jpg,stimuli/m4.jpg,1,stimuli/Clothing.png,stimuli/Stationary & school supply.png,stimuli/Vehicle.png,stimuli/Gamestoy & entertainment.png,2,1,0,stimuli/m1.jpg,Stationary & school supply,stimuli/objects/book01b.jpg,2.8865,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,0,0]",,,,,,,,,,,,,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,4,1,1,0,5,5,5,1,stimuli/m4.jpg,stimuli/m1.jpg,1,stimuli/Stationary & school supply.png,stimuli/Gamestoy & entertainment.png,stimuli/Vehicle.png,stimuli/Clothing.png,4,1,0,stimuli/m4.jpg,Clothing,stimuli/objects/shoelace.jpg,3.786,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,0,0,0,1]",,,,,,,,,,,,,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,0,0,0,6,6,6,1,stimuli/m1.jpg,stimuli/m4.jpg,2,stimuli/Clothing.png,stimuli/Stationary & school supply.png,stimuli/Vehicle.png,stimuli/Gamestoy & entertainment.png,1,1,0,stimuli/m4.jpg,Clothing,stimuli/objects/moccasin.jpg,,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,0,0,1,0]",,,,,,,,,,,,,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,2,1,1,0,7,7,7,1,stimuli/m1.jpg,stimuli/m4.jpg,2,stimuli/Gamestoy & entertainment.png,stimuli/Clothing.png,stimuli/Stationary & school supply.png,stimuli/Vehicle.png,2,1,0,stimuli/m4.jpg,Clothing,stimuli/objects/waders.jpg,2.3047,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,0,0,0,1,0,1]",,,,,,,,,,,,,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,4,0,0,0,8,8,8,1,stimuli/m4.jpg,stimuli/m1.jpg,2,stimuli/Vehicle.png,stimuli/Gamestoy & entertainment.png,stimuli/Stationary & school supply.png,stimuli/Clothing.png,3,1,0,stimuli/m1.jpg,Stationary & school supply,stimuli/objects/eraser.jpg,2.7882,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,0,0,0,1,0,1,0]",,,,,,,,,,,,,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,3,0,0,0,9,9,9,1,stimuli/m4.jpg,stimuli/m1.jpg,2,stimuli/Stationary & school supply.png,stimuli/Vehicle.png,stimuli/Clothing.png,stimuli/Gamestoy & entertainment.png,1,1,0,stimuli/m1.jpg,Stationary & school supply,stimuli/objects/fountainpen.jpg,3.0535,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,0,0,1,0,1,0,0]",,,,,,,,,,,,,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,2,1,1,0,10,10,10,1,stimuli/m4.jpg,stimuli/m1.jpg,1,stimuli/Vehicle.png,stimuli/Clothing.png,stimuli/Stationary & school supply.png,stimuli/Gamestoy & entertainment.png,2,1,0,stimuli/m4.jpg,Clothing,stimuli/objects/visor.jpg,1.0819,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,0,0,1,0,1,0,0,1]",,,,,,,,,,,,,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,2,1,1,0,11,11,11,1,stimuli/m4.jpg,stimuli/m1.jpg,1,stimuli/Stationary & school supply.png,stimuli/Clothing.png,stimuli/Vehicle.png,stimuli/Gamestoy & entertainment.png,2,1,0,stimuli/m4.jpg,Clothing,stimuli/objects/mitten04.jpg,1.4677,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,0,0,1,0,1,0,0,1,1]",,,,,,,,,,,,,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,2,1,1,0,12,12,12,1,stimuli/m4.jpg,stimuli/m1.jpg,2,stimuli/Clothing.png,stimuli/Stationary & school supply.png,stimuli/Vehicle.png,stimuli/Gamestoy & entertainment.png,2,1,0,stimuli/m1.jpg,Stationary & school supply,stimuli/objects/notebook03a.jpg,1.0282,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,0,0,0,1,0,1,0,0,1,1,1]",,,,,,,,,,,,,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,2,0,1,0,13,13,13,1,stimuli/m4.jpg,stimuli/m1.jpg,1,stimuli/Vehicle.png,stimuli/Clothing.png,stimuli/Gamestoy & entertainment.png,stimuli/Stationary & school supply.png,1,0,0,stimuli/m4.jpg,Vehicle,stimuli/objects/locomotive.jpg,0.8985,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,0,0,1,0,1,0,0,1,1,1]",,,,,,,,,,,,,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,2,1,1,0,14,14,14,1,stimuli/m4.jpg,stimuli/m1.jpg,2,stimuli/Gamestoy & entertainment.png,stimuli/Stationary & school supply.png,stimuli/Vehicle.png,stimuli/Clothing.png,2,1,0,stimuli/m1.jpg,Stationary & school supply,stimuli/objects/mechanicalpencil02.jpg,2.2404,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,0,0,0,1,0,1,0,0,1,1,1,1]",,,,,,,,,,,,,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,4,0,1,0,15,15,15,1,stimuli/m4.jpg,stimuli/m1.jpg,1,stimuli/Gamestoy & entertainment.png,stimuli/Clothing.png,stimuli/Stationary & school supply.png,stimuli/Vehicle.png,1,0,0,stimuli/m4.jpg,Gamestoy & entertainment,stimuli/objects/rattle.jpg,1.7721,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,0,0,1,0,1,0,0,1,1,1,1]",,,,,,,,,,,,,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,4,1,1,0,16,16,16,1,stimuli/m4.jpg,stimuli/m1.jpg,1,stimuli/Gamestoy & entertainment.png,stimuli/Vehicle.png,stimuli/Stationary & school supply.png,stimuli/Clothing.png,4,1,0,stimuli/m4.jpg,Clothing,stimuli/objects/sheriffhat.jpg,2.0489,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,0,0,1,0,1,0,0,1,1,1,1,1]",,,,,,,,,,,,,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,2,1,1,0,17,17,17,1,stimuli/m4.jpg,stimuli/m1.jpg,1,stimuli/Gamestoy & entertainment.png,stimuli/Clothing.png,stimuli/Vehicle.png,stimuli/Stationary & school supply.png,2,1,0,stimuli/m4.jpg,Clothing,stimuli/objects/jeans01.jpg,1.3509,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,0,0,1,0,1,0,0,1,1,1,1,1,1]",,,,,,,,,,,,,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,4,1,1,0,18,18,18,1,stimuli/m1.jpg,stimuli/m4.jpg,2,stimuli/Stationary & school supply.png,stimuli/Gamestoy & entertainment.png,stimuli/Vehicle.png,stimuli/Clothing.png,4,1,0,stimuli/m4.jpg,Clothing,stimuli/objects/bowtie.jpg,1.3765,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,n,12.6005,0,0,0,0,1,,,,,,,,,,,,,,,,
0,"[0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1]",,,,,,,,,,,,,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,0,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,2,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,2,1,1,stimuli/m5.jpg,,stimuli/objects/jumpingjack.jpg,,,,,,,,,1,0,2.4531,0,0,0,0,1,Hand labour tool & accessory,,,,,,,
1,"[0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0]",,,,,,,,,,,,,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,1,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,2,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,1,1,1,stimuli/m5.jpg,,stimuli/objects/boxcutter03a.jpg,,,,,,,,,1,1,2.4057,0,1,1,1,1,Hand labour tool & accessory,,,,,,,
0,"[0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1]",,,,,,,,,,,,,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,1,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,1,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,2,0,1,stimuli/m2.jpg,,stimuli/objects/huntingknife.jpg,,,,,,,,,4,0,2.2493,0,2,2,2,1,Kitchen & utensil,,,,,,,
0,"[0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1]",,,,,,,,,,,,,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,0,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,2,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,4,1,1,stimuli/m2.jpg,,stimuli/objects/footballhelmet.jpg,,,,,,,,,1,0,1.2693,0,3,3,3,1,Outdoor activity & sport item,,,,,,,
1,"[0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0]",,,,,,,,,,,,,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,1,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,1,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,2,1,1,stimuli/m5.jpg,,stimuli/objects/handrake01a.jpg,,,,,,,,,2,1,3.1187,0,4,4,4,1,Hand labour tool & accessory,,,,,,,
1,"[0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1]",,,,,,,,,,,,,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,1,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,1,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,1,1,1,stimuli/m2.jpg,,stimuli/objects/crosscountryski.jpg,,,,,,,,,1,1,2.6031,0,5,5,5,1,Outdoor activity & sport item,,,,,,,
0,"[0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1]",,,,,,,,,,,,,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,1,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,2,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,2,0,1,stimuli/m2.jpg,,stimuli/objects/television.jpg,,,,,,,,,3,0,1.483,0,6,6,6,1,Electronic device & accessory,,,,,,,
0,"[0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1]",,,,,,,,,,,,,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,0,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,2,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,2,1,1,stimuli/m2.jpg,,stimuli/objects/hose.jpg,,,,,,,,,4,0,1.7689,0,7,7,7,1,Outdoor activity & sport item,,,,,,,
1,"[0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0]",,,,,,,,,,,,,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,1,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,2,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,1,1,1,stimuli/m5.jpg,,stimuli/objects/solderingiron.jpg,,,,,,,,,1,1,1.705,0,8,8,8,1,Hand labour tool & accessory,,,,,,,
1,"[0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1]",,,,,,,,,,,,,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,1,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,2,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,3,1,1,stimuli/m5.jpg,,stimuli/objects/gavel.jpg,,,,,,,,,3,1,1.5982,0,9,9,9,1,Hand labour tool & accessory,,,,,,,
1,"[0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1]",,,,,,,,,,,,,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,1,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,1,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,4,1,1,stimuli/m5.jpg,,stimuli/objects/boxcutter03a.jpg,,,,,,,,,4,1,1.9662,0,10,10,10,1,Hand labour tool & accessory,,,,,,,
0,"[0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1]",,,,,,,,,,,,,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,1,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,2,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,1,0,1,stimuli/m5.jpg,,stimuli/objects/walkietalkie.jpg,,,,,,,,,2,0,0.9748,0,11,11,11,1,Electronic device & accessory,,,,,,,
0,"[0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1]",,,,,,,,,,,,,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,1,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,1,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,1,0,1,stimuli/m2.jpg,,stimuli/objects/coffeemaker.jpg,,,,,,,,,4,0,2.8992,0,12,12,12,1,Kitchen & utensil,,,,,,,
0,"[0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1]",,,,,,,,,,,,,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,0,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,2,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,1,1,1,stimuli/m2.jpg,,stimuli/objects/bicycle.jpg,,,,,,,,,2,0,1.9366,0,13,13,13,1,Outdoor activity & sport item,,,,,,,
1,"[0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0]",,,,,,,,,,,,,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,1,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,1,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,2,1,1,stimuli/m2.jpg,,stimuli/objects/punchingbag.jpg,,,,,,,,,2,1,0.9152,0,14,14,14,1,Outdoor activity & sport item,,,,,,,
0,"[0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1]",,,,,,,,,,,,,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,1,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,1,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,2,0,1,stimuli/m5.jpg,,stimuli/objects/footballhelmet.jpg,,,,,,,,,4,0,1.1089,0,15,15,15,1,Outdoor activity & sport item,,,,,,,
0,"[0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1]",,,,,,,,,,,,,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,1,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,1,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,4,0,1,stimuli/m5.jpg,,stimuli/objects/swing.jpg,,,,,,,,,2,0,1.5801,0,16,16,16,1,Outdoor activity & sport item,,,,,,,
1,"[0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1]",,,,,,,,,,,,,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,1,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,2,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,1,1,1,stimuli/m5.jpg,,stimuli/objects/pitchfork.jpg,,,,,,,,,1,1,1.0896,0,17,17,17,1,Hand labour tool & accessory,,,,,,,
1,"[0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1]",,,,,,,,,,,,,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,1,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,2,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,2,1,1,stimuli/m2.jpg,,stimuli/objects/bicycle.jpg,,,,,,,,,2,1,2.2837,0,18,18,18,1,Outdoor activity & sport item,,,,,,,
0,"[0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1]",,,,,,,,,,,,,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,1,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,1,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,3,0,1,stimuli/m5.jpg,,stimuli/objects/freezer02.jpg,,,,,,,,,1,0,0.5966,0,19,19,19,1,Kitchen & utensil,,,,,,,
0,"[0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1]",,,,,,,,,,,,,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,1,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,1,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,2,0,1,stimuli/m2.jpg,,stimuli/objects/handrake01a.jpg,,,,,,,,,4,0,1.3198,0,20,20,20,1,Hand labour tool & accessory,,,,,,,
1,"[0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1]",,,,,,,,,,,,,27,2021-11-28_16h03.22.592,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,,1,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,1,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,3,1,1,stimuli/m5.jpg,,stimuli/objects/jumpingjack.jpg,,,,,,,,,3,1,3.0657,0,21,21,21,1,Hand labour tool & accessory,,,,,,,
