instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,instructions_loop.ran,text1,text2,text3,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,recog_resp.keys,recog_resp.rt,conf_resp.keys,conf_resp.rt,recog_loop.thisRepN,recog_loop.thisTrialN,recog_loop.thisN,recog_loop.thisIndex,recog_loop.ran,images,corr_ans,type,order,resp_assoc.keys,resp_assoc.rt,assoc_loop.thisRepN,assoc_loop.thisTrialN,assoc_loop.thisN,assoc_loop.thisIndex,assoc_loop.ran,key_resp_break.keys,key_resp_break.rt,list_loop.thisRepN,list_loop.thisTrialN,list_loop.thisN,list_loop.thisIndex,list_loop.ran,recog_list
0,0,0,0,1,Welcome to the last phase of this experiment!,.,Please press the space bar to continue,5,2021-04-13_17h36.00.604,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,.,"In this phase, you will see some objects. 

For each object, you should indicate whether you have seen it before during the experiment.

Press LEFT ARROW for YES
Press RIGHT ARROW for NO

",Please press the space bar to continue ,5,2021-04-13_17h36.00.604,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,2,2,1,.,"After that, you will be asked how confident you are of your choice.

Please rate the confidence in your choice with the numbers from 1 to 4 of your keyboard. 

The numbers correspond to:

1 = Very unsure
2 = Unsure
3 = Sure
4 = Very Sure",Please press the space bar to continue,5,2021-04-13_17h36.00.604,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5,2021-04-13_17h36.00.604,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,space,10.859375,space,8.963475,right,9.133785,2,5.353,0,0,0,92,1,stimuli/objects/carjack.jpg,right,new,93,,,,,,,,,,,,,,,
,,,,,,,,5,2021-04-13_17h36.00.604,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,4.95104,4,1.59771,,,,,,,,,,left,12.063215,0,0,0,0,1,,,,,,,,
,,,,,,,,5,2021-04-13_17h36.00.604,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,0,1,1,129,1,stimuli/objects/peeler01.jpg,left,old,130,,,,,,,,,,,,,,,
,,,,,,,,5,2021-04-13_17h36.00.604,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,6.136155,4,8.3961,,,,,,,,,,left,2.25191,0,0,0,0,1,,,,,,,,
,,,,,,,,5,2021-04-13_17h36.00.604,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,0,2,2,124,1,stimuli/objects/fishinghook03.jpg,left,old,125,,,,,,,,,,,,,,,
,,,,,,,,5,2021-04-13_17h36.00.604,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,right,6.789085,3,4.9101,0,3,3,139,1,stimuli/objects/frisbee.jpg,right,new,140,,,,,,,,,,,,,,,
,,,,,,,,5,2021-04-13_17h36.00.604,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,9.753625,2,1.995055,,,,,,,,,,right,2.448485,0,0,0,0,1,,,,,,,,
,,,,,,,,5,2021-04-13_17h36.00.604,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,0,4,4,141,1,stimuli/objects/generator.jpg,right,new,142,,,,,,,,,,,,,,,
,,,,,,,,5,2021-04-13_17h36.00.604,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,right,4.813365,3,3.581685,0,5,5,41,1,stimuli/objects/pylon01.jpg,right,new,42,,,,,,,,,,,,,,,
,,,,,,,,5,2021-04-13_17h36.00.604,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,right,15.30064,2,0.944685,0,6,6,21,1,stimuli/objects/paintbrush01.jpg,right,new,22,,,,,,,,,,,,,,,
,,,,,,,,5,2021-04-13_17h36.00.604,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,2.443865,4,2.304085,,,,,,,,,,right,4.17084,0,0,0,0,1,,,,,,,,
