myownaccuracy,respcorrs,minNrPractice,considerNrTrials,Instr_resp.keys,Instr_resp.rt,taskGoresp.keys,taskGoresp.rt,warmup_resp.keys,warmup_resp.corr,warmup_resp.rt,myownaccuracyCORR,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,first_character,second_character,Cue,left_categ,centleft_categ,centright_categ,right_categ,corr_ans,trial_cond,switch_cond,cuedCharacter,obj_category,image,participant,date,expName,psychopyVersion,OS,frameRate,task_resp.keys,task_resp.corr,task_resp.rt,task_loop.thisRepN,task_loop.thisTrialN,task_loop.thisN,task_loop.thisIndex,task_loop.ran,list_loop.thisRepN,list_loop.thisTrialN,list_loop.thisN,list_loop.thisIndex,list_loop.ran,conditions
0,[],10,10,space,8.99095,space,4.88349,3,0,1.63043,0,0,0,0,0,1,stimuli/m5.jpg,stimuli/m2.jpg,1,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,2,1,1,stimuli/m5.jpg,Hand labour tool & accessory,stimuli/objects/handrake01a.jpg,3,2021-04-11_16h31.12.426,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,,,,,,,,
0,[],,,,,,,1,0,1.10759,0,0,1,1,1,1,stimuli/m2.jpg,stimuli/m5.jpg,2,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,4,1,1,stimuli/m5.jpg,Hand labour tool & accessory,stimuli/objects/jumpingjack.jpg,3,2021-04-11_16h31.12.426,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,,,,,,,,
1,[],,,,,,,3,1,1.35243,1,0,2,2,2,1,stimuli/m2.jpg,stimuli/m5.jpg,1,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,3,1,1,stimuli/m2.jpg,Outdoor activity & sport item,stimuli/objects/racquetballracket.jpg,3,2021-04-11_16h31.12.426,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,,,,,,,,
1,[],,,,,,,4,1,1.150265,1,0,3,3,3,1,stimuli/m2.jpg,stimuli/m5.jpg,1,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,4,1,1,stimuli/m2.jpg,Outdoor activity & sport item,stimuli/objects/racquetballracket.jpg,3,2021-04-11_16h31.12.426,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,,,,,,,,
1,[],,,,,,,1,1,0.93082,1,0,4,4,4,1,stimuli/m2.jpg,stimuli/m5.jpg,1,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,1,1,1,stimuli/m2.jpg,Outdoor activity & sport item,stimuli/objects/crosscountryski.jpg,3,2021-04-11_16h31.12.426,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,,,,,,,,
1,[],,,,,,,1,1,0.87912,1,0,5,5,5,1,stimuli/m2.jpg,stimuli/m5.jpg,1,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,1,1,1,stimuli/m2.jpg,Outdoor activity & sport item,stimuli/objects/crosscountryski.jpg,3,2021-04-11_16h31.12.426,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,,,,,,,,
1,[],,,,,,,3,1,0.646245,1,0,6,6,6,1,stimuli/m5.jpg,stimuli/m2.jpg,1,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,3,1,1,stimuli/m5.jpg,Hand labour tool & accessory,stimuli/objects/jumpingjack.jpg,3,2021-04-11_16h31.12.426,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,,,,,,,,
0,[],,,,,,,3,0,0.464075,1,0,7,7,7,1,stimuli/m2.jpg,stimuli/m5.jpg,2,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,4,0,1,stimuli/m5.jpg,Kitchen & utensil,stimuli/objects/jug.jpg,3,2021-04-11_16h31.12.426,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,,,,,,,,
1,[],,,,,,,2,1,0.997365,1,0,8,8,8,1,stimuli/m5.jpg,stimuli/m2.jpg,1,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,2,1,1,stimuli/m5.jpg,Hand labour tool & accessory,stimuli/objects/pitchfork.jpg,3,2021-04-11_16h31.12.426,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,,,,,,,,
0,[],,,,,,,4,0,1.117345,1,0,9,9,9,1,stimuli/m5.jpg,stimuli/m2.jpg,2,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,2,0,1,stimuli/m2.jpg,Hand labour tool & accessory,stimuli/objects/boxcutter03a.jpg,3,2021-04-11_16h31.12.426,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,,,,,,,,
1,[],,,,,,,4,1,1.56555,1,0,10,10,10,1,stimuli/m5.jpg,stimuli/m2.jpg,1,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,4,1,1,stimuli/m5.jpg,Hand labour tool & accessory,stimuli/objects/gavel.jpg,3,2021-04-11_16h31.12.426,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,,,,,,,,
0,[],,,,,,,2,0,1.345195,1,0,11,11,11,1,stimuli/m5.jpg,stimuli/m2.jpg,1,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,4,0,1,stimuli/m5.jpg,Outdoor activity & sport item,stimuli/objects/swing.jpg,3,2021-04-11_16h31.12.426,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,,,,,,,,
1,[],,,,,,,1,1,0.947965,1,0,12,12,12,1,stimuli/m5.jpg,stimuli/m2.jpg,2,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,1,1,1,stimuli/m2.jpg,Outdoor activity & sport item,stimuli/objects/bicycle.jpg,3,2021-04-11_16h31.12.426,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,,,,,,,,
1,[],,,,,,,2,1,0.792515,1,0,13,13,13,1,stimuli/m2.jpg,stimuli/m5.jpg,1,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,2,1,1,stimuli/m2.jpg,Outdoor activity & sport item,stimuli/objects/racquetballracket.jpg,3,2021-04-11_16h31.12.426,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,,,,,,,,
0,[],,,,,,,1,0,1.184485,1,0,14,14,14,1,stimuli/m5.jpg,stimuli/m2.jpg,1,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,3,0,1,stimuli/m5.jpg,Kitchen & utensil,stimuli/objects/freezer02.jpg,3,2021-04-11_16h31.12.426,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,,,,,,,,
0,[],,,,,,,4,0,0.884765,1,0,15,15,15,1,stimuli/m2.jpg,stimuli/m5.jpg,1,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,2,0,1,stimuli/m2.jpg,Hand labour tool & accessory,stimuli/objects/handrake01a.jpg,3,2021-04-11_16h31.12.426,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,,,,,,,,
1,[],,,,,,,2,1,1.56288,1,0,16,16,16,1,stimuli/m5.jpg,stimuli/m2.jpg,2,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,2,1,1,stimuli/m2.jpg,Outdoor activity & sport item,stimuli/objects/rollerblade.jpg,3,2021-04-11_16h31.12.426,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,,,,,,,,
1,[],,,,,,,1,1,1.185385,1,0,17,17,17,1,stimuli/m2.jpg,stimuli/m5.jpg,2,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,1,1,1,stimuli/m5.jpg,Hand labour tool & accessory,stimuli/objects/hedgetrimmer.jpg,3,2021-04-11_16h31.12.426,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,,,,,,,,
0,[],,,,,,,3,0,1.325475,0,0,18,18,18,1,stimuli/m5.jpg,stimuli/m2.jpg,1,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,1,1,1,stimuli/m5.jpg,Hand labour tool & accessory,stimuli/objects/jumpingjack.jpg,3,2021-04-11_16h31.12.426,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,,,,,,,,,,,,,,
0,[],,,,,,,,,,0,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,2,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,2,0,2,stimuli/m5.jpg,Kitchen & utensil,stimuli/objects/jar02.jpg,3,2021-04-11_16h31.12.426,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,3,0,1.078625,0,0,0,0,1,,,,,,
1,[],,,,,,,,,,1,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,1,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,2,1,2,stimuli/m2.jpg,Outdoor activity & sport item,stimuli/objects/skiboot01a.jpg,3,2021-04-11_16h31.12.426,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,2,1,1.002085,0,1,1,1,1,,,,,,
0,[1],,,,,,,,,,1,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,2,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,3,0,2,stimuli/m5.jpg,Outdoor activity & sport item,stimuli/objects/bikepump01.jpg,3,2021-04-11_16h31.12.426,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,4,0,0.850205,0,2,2,2,1,,,,,,
0,[1],,,,,,,,,,0,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,2,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,2,1,2,stimuli/m5.jpg,Hand labour tool & accessory,stimuli/objects/sledgehammer.jpg,3,2021-04-11_16h31.12.426,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,4,0,1.71252,0,3,3,3,1,,,,,,
0,"[1,0]",,,,,,,,,,0,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,1,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,3,0,2,stimuli/m2.jpg,Electronic device & accessory,stimuli/objects/fuse.jpg,3,2021-04-11_16h31.12.426,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,4,0,0.819295,0,4,4,4,1,,,,,,
1,"[1,0]",,,,,,,,,,1,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,2,stimuli/Hand labour tool & accessory.png,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,4,1,2,stimuli/m2.jpg,Outdoor activity & sport item,stimuli/objects/hockeygoalieglove.jpg,3,2021-04-11_16h31.12.426,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,4,1,0.999645,0,5,5,5,1,,,,,,
0,"[1,0,1]",,,,,,,,,,1,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,1,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Kitchen & utensil.png,stimuli/Hand labour tool & accessory.png,1,0,2,stimuli/m5.jpg,Electronic device & accessory,stimuli/objects/vhstape.jpg,3,2021-04-11_16h31.12.426,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,2,0,1.329575,0,6,6,6,1,,,,,,
0,"[1,0,1]",,,,,,,,,,1,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,2,stimuli/Electronic device & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,2,0,2,stimuli/m5.jpg,Kitchen & utensil,stimuli/objects/handmixer01d.jpg,3,2021-04-11_16h31.12.426,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,1,0,0.832525,0,7,7,7,1,,,,,,
1,"[1,0,1]",,,,,,,,,,1,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,2,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Electronic device & accessory.png,1,1,2,stimuli/m2.jpg,Outdoor activity & sport item,stimuli/objects/handgripper.jpg,3,2021-04-11_16h31.12.426,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,1,1,1.521005,0,8,8,8,1,,,,,,
1,"[1,0,1,1]",,,,,,,,,,1,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,1,stimuli/Electronic device & accessory.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,stimuli/Outdoor activity & sport item.png,4,1,2,stimuli/m2.jpg,Outdoor activity & sport item,stimuli/objects/treadmill.jpg,3,2021-04-11_16h31.12.426,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,4,1,1.28235,0,9,9,9,1,,,,,,
1,"[1,0,1,1,1]",,,,,,,,,,1,,,,,,stimuli/m2.jpg,stimuli/m5.jpg,1,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,2,1,2,stimuli/m2.jpg,Outdoor activity & sport item,stimuli/objects/catchermask.jpg,3,2021-04-11_16h31.12.426,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,2,1,0.8747,0,10,10,10,1,,,,,,
0,"[1,0,1,1,1,1]",,,,,,,,,,0,,,,,,stimuli/m5.jpg,stimuli/m2.jpg,1,stimuli/Electronic device & accessory.png,stimuli/Outdoor activity & sport item.png,stimuli/Hand labour tool & accessory.png,stimuli/Kitchen & utensil.png,3,1,2,stimuli/m5.jpg,Hand labour tool & accessory,stimuli/objects/axe01.jpg,3,2021-04-11_16h31.12.426,premceCat2_ses-02_part-01_label-phase1,2020.2.9,Win32,60,4,0,1.48646,0,11,11,11,1,,,,,,
