instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,instructions_loop.ran,text1,text2,text3,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,recog_resp.keys,recog_resp.rt,conf_resp.keys,conf_resp.rt,resp_assoc.keys,resp_assoc.rt,assoc_loop.thisRepN,assoc_loop.thisTrialN,assoc_loop.thisN,assoc_loop.thisIndex,assoc_loop.ran,recog_loop.thisRepN,recog_loop.thisTrialN,recog_loop.thisN,recog_loop.thisIndex,recog_loop.ran,images,corr_ans,type,order,key_resp_break.keys,key_resp_break.rt,list_loop.thisRepN,list_loop.thisTrialN,list_loop.thisN,list_loop.thisIndex,list_loop.ran,recog_list
0,0,0,0,1,Welcome to the last phase of this experiment!,.,Please press the space bar to continue,15,2021-05-05_15h30.04.526,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,.,"In this phase, you will see some objects. 

For each object, you should indicate whether you have seen it before during the experiment.

Press LEFT ARROW for YES
Press RIGHT ARROW for NO

",Please press the space bar to continue ,15,2021-05-05_15h30.04.526,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,2,2,1,.,"After that, you will be asked how confident you are of your choice.

Please rate the confidence in your choice with the numbers from 1 to 4 of your keyboard. 

The numbers correspond to:

1 = Very unsure
2 = Unsure
3 = Sure
4 = Very Sure",Please press the space bar to continue,15,2021-05-05_15h30.04.526,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,15,2021-05-05_15h30.04.526,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,space,8.839715,space,12.132815,left,2.493125,4,1.470975,left,6.613995,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,15,2021-05-05_15h30.04.526,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,0,0,0,15,1,stimuli/objects/watercooler.jpg,left,old,16,,,,,,,,
,,,,,,,,15,2021-05-05_15h30.04.526,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,right,1.76853,3,2.006345,,,,,,,,0,1,1,9,1,stimuli/objects/measuringtape01.jpg,right,new,10,,,,,,,,
,,,,,,,,15,2021-05-05_15h30.04.526,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,right,4.454805,2,2.55621,,,,,,,,0,2,2,73,1,stimuli/objects/clock01a.jpg,right,new,74,,,,,,,,
,,,,,,,,15,2021-05-05_15h30.04.526,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,left,1.852885,4,1.07451,right,2.33418,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,15,2021-05-05_15h30.04.526,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,0,3,3,0,1,stimuli/objects/ethernetcable02.jpg,left,old,1,,,,,,,,
,,,,,,,,15,2021-05-05_15h30.04.526,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,left,1.26841,4,1.448775,left,1.754665,0,0,0,0,1,,,,,,,,,,,,,,,,,
