instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,instructions_loop.ran,text1,text2,text3,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,recog_resp.keys,recog_resp.rt,conf_resp.keys,conf_resp.rt,resp_assoc.keys,resp_assoc.rt,assoc_loop.thisRepN,assoc_loop.thisTrialN,assoc_loop.thisN,assoc_loop.thisIndex,assoc_loop.ran,recog_loop.thisRepN,recog_loop.thisTrialN,recog_loop.thisN,recog_loop.thisIndex,recog_loop.ran,images,corr_ans,type,order,key_resp_break.keys,key_resp_break.rt,list_loop.thisRepN,list_loop.thisTrialN,list_loop.thisN,list_loop.thisIndex,list_loop.ran,recog_list
0,0,0,0,1,Welcome to the last phase of this experiment!,.,Please press the space bar to continue,12,2021-05-04_15h34.29.044,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,.,"In this phase, you will see some objects. 

For each object, you should indicate whether you have seen it before during the experiment.

Press LEFT ARROW for YES
Press RIGHT ARROW for NO

",Please press the space bar to continue ,12,2021-05-04_15h34.29.044,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,2,2,1,.,"After that, you will be asked how confident you are of your choice.

Please rate the confidence in your choice with the numbers from 1 to 4 of your keyboard. 

The numbers correspond to:

1 = Very unsure
2 = Unsure
3 = Sure
4 = Very Sure",Please press the space bar to continue,12,2021-05-04_15h34.29.044,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,12,2021-05-04_15h34.29.044,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,space,15.604,space,11.232,left,3.151,4,2.485,right,7.023,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,12,2021-05-04_15h34.29.044,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,0,0,0,37,1,stimuli/objects/aircompressor.jpg,left,old,38,,,,,,,,
,,,,,,,,12,2021-05-04_15h34.29.044,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,right,4.811,1,0.964,,,,,,,,0,1,1,128,1,stimuli/objects/tripod01.jpg,right,new,129,,,,,,,,
,,,,,,,,12,2021-05-04_15h34.29.044,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,left,2.232,4,1.369,right,2.258,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,12,2021-05-04_15h34.29.044,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,0,2,2,87,1,stimuli/objects/coffeemachine.jpg,left,old,88,,,,,,,,
,,,,,,,,12,2021-05-04_15h34.29.044,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,left,2.574,2,1.584,right,1.207,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,12,2021-05-04_15h34.29.044,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,0,3,3,134,1,stimuli/objects/screwdriver04b.jpg,right,new,135,,,,,,,,
,,,,,,,,12,2021-05-04_15h34.29.044,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,right,4.317,1,0.541,,,,,,,,0,4,4,94,1,stimuli/objects/electricmixer.jpg,right,new,95,,,,,,,,
,,,,,,,,12,2021-05-04_15h34.29.044,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,left,2.666,4,2.965,right,2.148,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,12,2021-05-04_15h34.29.044,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,0,5,5,1,1,stimuli/objects/headphones02b.jpg,left,old,2,,,,,,,,
,,,,,,,,12,2021-05-04_15h34.29.044,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,left,1.942,4,1.349,left,0.693,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,12,2021-05-04_15h34.29.044,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,0,6,6,70,1,stimuli/objects/oven.jpg,left,old,71,,,,,,,,
,,,,,,,,12,2021-05-04_15h34.29.044,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,right,3.447,3,1.028,,,,,,,,0,7,7,26,1,stimuli/objects/boogieboard.jpg,right,new,27,,,,,,,,
,,,,,,,,12,2021-05-04_15h34.29.044,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,left,1.365,4,1.666,left,2.056,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,12,2021-05-04_15h34.29.044,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,0,8,8,67,1,stimuli/objects/lifesaver.jpg,left,old,68,,,,,,,,
,,,,,,,,12,2021-05-04_15h34.29.044,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,right,3.966,2,0.833,,,,,,,,0,9,9,22,1,stimuli/objects/umbrella04.jpg,right,new,23,,,,,,,,
,,,,,,,,12,2021-05-04_15h34.29.044,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,right,5.232,2,0.862,,,,,,,,0,10,10,71,1,stimuli/objects/faxmachine.jpg,right,new,72,,,,,,,,
,,,,,,,,12,2021-05-04_15h34.29.044,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,right,4.034,2,1.632,,,,,,,,0,11,11,4,1,stimuli/objects/microphone01.jpg,right,new,5,,,,,,,,
,,,,,,,,12,2021-05-04_15h34.29.044,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,left,2.568,3,1.201,right,1.081,0,0,0,0,1,,,,,,,,,,,,,,,,,
