instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,instructions_loop.ran,text1,text2,text3,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,recog_resp.keys,recog_resp.rt,conf_resp.keys,conf_resp.rt,recog_loop.thisRepN,recog_loop.thisTrialN,recog_loop.thisN,recog_loop.thisIndex,recog_loop.ran,images,corr_ans,type,order,resp_assoc.keys,resp_assoc.rt,assoc_loop.thisRepN,assoc_loop.thisTrialN,assoc_loop.thisN,assoc_loop.thisIndex,assoc_loop.ran,key_resp_break.keys,key_resp_break.rt,list_loop.thisRepN,list_loop.thisTrialN,list_loop.thisN,list_loop.thisIndex,list_loop.ran,recog_list
0,0,0,0,1,Welcome to the last phase of this experiment!,.,Please press the space bar to continue,3,2021-04-11_17h04.41.025,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,.,"In this phase, you will see some objects. 

For each object, you should indicate whether you have seen it before during the experiment.

Press LEFT ARROW for YES
Press RIGHT ARROW for NO

",Please press the space bar to continue ,3,2021-04-11_17h04.41.025,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,2,2,1,.,"After that, you will be asked how confident you are of your choice.

Please rate the confidence in your choice with the numbers from 1 to 4 of your keyboard. 

The numbers correspond to:

1 = Very unsure
2 = Unsure
3 = Sure
4 = Very Sure",Please press the space bar to continue,3,2021-04-11_17h04.41.025,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,3,2021-04-11_17h04.41.025,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,space,7.52395,space,7.692845,right,3.62573,1,1.627655,0,0,0,105,1,stimuli/objects/videocamera01a.jpg,left,old,106,,,,,,,,,,,,,,,
,,,,,,,,3,2021-04-11_17h04.41.025,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,1.50011,3,2.021765,,,,,,,,,,left,1.335675,0,0,0,0,1,,,,,,,,
,,,,,,,,3,2021-04-11_17h04.41.025,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,0,1,1,139,1,stimuli/objects/frisbee.jpg,right,new,140,,,,,,,,,,,,,,,
,,,,,,,,3,2021-04-11_17h04.41.025,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,1.75307,4,2.20382,,,,,,,,,,right,3.074385,0,0,0,0,1,,,,,,,,
,,,,,,,,3,2021-04-11_17h04.41.025,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,0,2,2,101,1,stimuli/objects/chandelier.jpg,left,old,102,,,,,,,,,,,,,,,
,,,,,,,,3,2021-04-11_17h04.41.025,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,2.996295,2,1.63656,,,,,,,,,,left,0.87296,0,0,0,0,1,,,,,,,,
,,,,,,,,3,2021-04-11_17h04.41.025,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,0,3,3,109,1,stimuli/objects/winerack.jpg,right,new,110,,,,,,,,,,,,,,,
,,,,,,,,3,2021-04-11_17h04.41.025,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,2.025785,3,1.538945,,,,,,,,,,right,1.182235,0,0,0,0,1,,,,,,,,
,,,,,,,,3,2021-04-11_17h04.41.025,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,0,4,4,106,1,stimuli/objects/minifridge.jpg,right,new,107,,,,,,,,,,,,,,,
,,,,,,,,3,2021-04-11_17h04.41.025,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,1.39697,4,2.829905,,,,,,,,,,left,0.8117,0,0,0,0,1,,,,,,,,
,,,,,,,,3,2021-04-11_17h04.41.025,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,0,5,5,35,1,stimuli/objects/crocodileclips.jpg,left,old,36,,,,,,,,,,,,,,,
,,,,,,,,3,2021-04-11_17h04.41.025,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,1.314725,4,0.90086,,,,,,,,,,left,0.77281,0,0,0,0,1,,,,,,,,
,,,,,,,,3,2021-04-11_17h04.41.025,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,0,6,6,3,1,stimuli/objects/dishrack.jpg,left,old,4,,,,,,,,,,,,,,,
,,,,,,,,3,2021-04-11_17h04.41.025,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,right,3.949255,4,0.436505,0,7,7,33,1,stimuli/objects/microwave.jpg,right,new,34,,,,,,,,,,,,,,,
,,,,,,,,3,2021-04-11_17h04.41.025,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,right,1.444945,1,0.66271,0,8,8,22,1,stimuli/objects/umbrella04.jpg,right,new,23,,,,,,,,,,,,,,,
,,,,,,,,3,2021-04-11_17h04.41.025,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,right,2.21559,4,0.755955,0,9,9,72,1,stimuli/objects/cclamp.jpg,right,new,73,,,,,,,,,,,,,,,
,,,,,,,,3,2021-04-11_17h04.41.025,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,3.35955,2,2.848675,,,,,,,,,,right,0.66076,0,0,0,0,1,,,,,,,,
,,,,,,,,3,2021-04-11_17h04.41.025,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,0,10,10,81,1,stimuli/objects/avcable.jpg,right,new,82,,,,,,,,,,,,,,,
,,,,,,,,3,2021-04-11_17h04.41.025,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,1.10337,4,0.99858,,,,,,,,,,left,0.819905,0,0,0,0,1,,,,,,,,
,,,,,,,,3,2021-04-11_17h04.41.025,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,,,,,0,11,11,37,1,stimuli/objects/bungeecord02.jpg,left,old,38,,,,,,,,,,,,,,,
,,,,,,,,3,2021-04-11_17h04.41.025,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,right,5.37134,4,0.804375,0,12,12,50,1,stimuli/objects/chisel02b.jpg,right,new,51,,,,,,,,,,,,,,,
,,,,,,,,3,2021-04-11_17h04.41.025,premceCat2_ses-02_part-02_label-phase2,2020.2.10,Win32,60,,,,,left,1.545395,1,1.04684,,,,,,,,,,left,0.77798,0,0,0,0,1,,,,,,,,
