instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,instructions_loop.ran,text1,text2,text3,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,recog_resp.keys,recog_resp.rt,conf_resp.keys,conf_resp.rt,resp_assoc.keys,resp_assoc.rt,assoc_loop.thisRepN,assoc_loop.thisTrialN,assoc_loop.thisN,assoc_loop.thisIndex,assoc_loop.ran,recog_loop.thisRepN,recog_loop.thisTrialN,recog_loop.thisN,recog_loop.thisIndex,recog_loop.ran,images,corr_ans,type,order,key_resp_break.keys,key_resp_break.rt,list_loop.thisRepN,list_loop.thisTrialN,list_loop.thisN,list_loop.thisIndex,list_loop.ran,recog_list
0,0,0,0,1,Welcome to the last phase of this experiment!,.,Please press the space bar to continue,11,2021-05-02_19h11.58.075,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,.,"In this phase, you will see some objects. 

For each object, you should indicate whether you have seen it before during the experiment.

Press LEFT ARROW for YES
Press RIGHT ARROW for NO

",Please press the space bar to continue ,11,2021-05-02_19h11.58.075,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,2,2,1,.,"After that, you will be asked how confident you are of your choice.

Please rate the confidence in your choice with the numbers from 1 to 4 of your keyboard. 

The numbers correspond to:

1 = Very unsure
2 = Unsure
3 = Sure
4 = Very Sure",Please press the space bar to continue,11,2021-05-02_19h11.58.075,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,11,2021-05-02_19h11.58.075,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,space,23.26394,space,13.03143,left,1.625885,4,3.16067,left,3.34858,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,11,2021-05-02_19h11.58.075,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,0,0,0,120,1,stimuli/objects/pot01.jpg,left,old,121,,,,,,,,
,,,,,,,,11,2021-05-02_19h11.58.075,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,left,1.519225,4,0.348605,right,2.19963,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,11,2021-05-02_19h11.58.075,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,0,1,1,47,1,stimuli/objects/hoe.jpg,left,old,48,,,,,,,,
,,,,,,,,11,2021-05-02_19h11.58.075,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,left,2.745495,2,1.15061,right,1.65755,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,11,2021-05-02_19h11.58.075,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,0,2,2,121,1,stimuli/objects/ceilingspeaker.jpg,right,new,122,,,,,,,,
,,,,,,,,11,2021-05-02_19h11.58.075,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,left,2.48755,4,2.24167,right,0.60999,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,11,2021-05-02_19h11.58.075,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,0,3,3,138,1,stimuli/objects/taperecorder.jpg,right,new,139,,,,,,,,
,,,,,,,,11,2021-05-02_19h11.58.075,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,left,2.396405,4,1.106945,right,0.43505,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,11,2021-05-02_19h11.58.075,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,0,4,4,61,1,stimuli/objects/metalbrush.jpg,left,old,62,,,,,,,,
,,,,,,,,11,2021-05-02_19h11.58.075,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,left,1.811585,4,1.93749,right,0.50487,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,11,2021-05-02_19h11.58.075,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,0,5,5,77,1,stimuli/objects/headphones02b.jpg,left,old,78,,,,,,,,
,,,,,,,,11,2021-05-02_19h11.58.075,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,left,1.50834,4,1.1386,right,0.48489,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,11,2021-05-02_19h11.58.075,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,0,6,6,69,1,stimuli/objects/atm.jpg,left,old,70,,,,,,,,
,,,,,,,,11,2021-05-02_19h11.58.075,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,left,2.64219,2,0.734535,right,1.625845,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,11,2021-05-02_19h11.58.075,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,0,7,7,71,1,stimuli/objects/faxmachine.jpg,right,new,72,,,,,,,,
,,,,,,,,11,2021-05-02_19h11.58.075,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,left,1.544585,4,0.904625,left,0.384515,0,0,0,0,1,,,,,,,,,,,,,,,,,
,,,,,,,,11,2021-05-02_19h11.58.075,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,0,8,8,17,1,stimuli/objects/exercisebench.jpg,right,new,18,,,,,,,,
,,,,,,,,11,2021-05-02_19h11.58.075,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,right,2.99652,2,1.480515,,,,,,,,0,9,9,26,1,stimuli/objects/boogieboard.jpg,right,new,27,,,,,,,,
,,,,,,,,11,2021-05-02_19h11.58.075,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,right,1.2689,2,0.42748,,,,,,,,0,10,10,86,1,stimuli/objects/toasteroven.jpg,right,new,87,,,,,,,,
