instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,instructions_loop.ran,text1,text2,text3,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,recog_resp.keys,recog_resp.rt,conf_resp.keys,conf_resp.rt,recog_loop.thisRepN,recog_loop.thisTrialN,recog_loop.thisN,recog_loop.thisIndex,recog_loop.ran,images,corr_ans,type,order,resp_assoc.keys,resp_assoc.rt,assoc_loop.thisRepN,assoc_loop.thisTrialN,assoc_loop.thisN,assoc_loop.thisIndex,assoc_loop.ran,key_resp_break.keys,key_resp_break.rt,list_loop.thisRepN,list_loop.thisTrialN,list_loop.thisN,list_loop.thisIndex,list_loop.ran,recog_list
0,0,0,0,1,Welcome to the last phase of this experiment!,.,Please press the space bar to continue,8,2021-04-20_15h32.20.294,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,1,1,1,.,"In this phase, you will see some objects. 

For each object, you should indicate whether you have seen it before during the experiment.

Press LEFT ARROW for YES
Press RIGHT ARROW for NO

",Please press the space bar to continue ,8,2021-04-20_15h32.20.294,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,2,2,1,.,"After that, you will be asked how confident you are of your choice.

Please rate the confidence in your choice with the numbers from 1 to 4 of your keyboard. 

The numbers correspond to:

1 = Very unsure
2 = Unsure
3 = Sure
4 = Very Sure",Please press the space bar to continue,8,2021-04-20_15h32.20.294,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8,2021-04-20_15h32.20.294,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,space,9.931,space,10.22,right,2.379,4,1.306,0,0,0,100,1,stimuli/objects/remotecontrol04.jpg,right,new,101,,,,,,,,,,,,,,,
,,,,,,,,8,2021-04-20_15h32.20.294,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,right,1.603,4,0.423,0,1,1,85,1,stimuli/objects/golfball.jpg,right,new,86,,,,,,,,,,,,,,,
,,,,,,,,8,2021-04-20_15h32.20.294,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,left,2.039,3,1.519,,,,,,,,,,left,3.941,0,0,0,0,1,,,,,,,,
,,,,,,,,8,2021-04-20_15h32.20.294,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,0,2,2,91,1,stimuli/objects/puttyknife.jpg,left,old,92,,,,,,,,,,,,,,,
,,,,,,,,8,2021-04-20_15h32.20.294,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,left,1.313,4,0.5,,,,,,,,,,right,0.576,0,0,0,0,1,,,,,,,,
,,,,,,,,8,2021-04-20_15h32.20.294,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,0,3,3,36,1,stimuli/objects/outletadapter.jpg,left,old,37,,,,,,,,,,,,,,,
,,,,,,,,8,2021-04-20_15h32.20.294,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,left,1.796,4,0.289,,,,,,,,,,left,0.869,0,0,0,0,1,,,,,,,,
,,,,,,,,8,2021-04-20_15h32.20.294,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,,,,,0,4,4,48,1,stimuli/objects/gasburner.jpg,left,old,49,,,,,,,,,,,,,,,
,,,,,,,,8,2021-04-20_15h32.20.294,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,right,1.14,3,0.251,0,5,5,25,1,stimuli/objects/bowlingball.jpg,right,new,26,,,,,,,,,,,,,,,
,,,,,,,,8,2021-04-20_15h32.20.294,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,right,2.814,4,0.302,0,6,6,76,1,stimuli/objects/megaphone.jpg,right,new,77,,,,,,,,,,,,,,,
,,,,,,,,8,2021-04-20_15h32.20.294,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,right,2.316,2,0.653,0,7,7,116,1,stimuli/objects/radio01.jpg,right,new,117,,,,,,,,,,,,,,,
,,,,,,,,8,2021-04-20_15h32.20.294,premceCat2_ses-02_part-02_label-phase2,2020.2.10,MacIntel,60,,,,,right,1.797,3,0.233,0,8,8,19,1,stimuli/objects/peppermill02b.jpg,right,new,20,,,,,,,,,,,,,,,
